"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",31,84,51,2,0,0,0,0,0,0,0,0,0,0,0
"2",92,84,55,2,0,0,0,0,3,36,16,0,0,0,0
"3",51,84,49,2,0,0,0,0,0,0,0,0,0,0,8
"4",30,84,42,2,0,0,0,0,0,0,0,1,0,0,0
"5",37,112,60,3,0,0,0,0,0,0,1,7,46,5,0
"6",76,112,41,3,0,0,0,0,0,0,0,0,0,0,0
"7",39,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"8",62,112,48,3,0,0,0,0,0,0,0,0,0,0,1
"9",88,140,50,4,0,0,0,0,0,0,0,0,0,0,0
"10",98,140,58,4,0,0,0,0,0,0,0,0,0,0,1
"11",25,140,48,4,0,0,0,0,0,0,0,0,0,0,0
"12",54,140,42,4,0,0,0,0,0,0,1,17,17,5,0
"13",79,168,56,5,0,0,0,0,0,17,39,0,0,0,0
"14",5,168,47,5,0,0,1,1,0,0,0,0,0,0,0
"15",48,168,43,5,0,0,0,0,0,0,0,0,0,0,0
"16",17,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"17",96,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"18",57,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"19",43,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"20",16,196,47,6,0,0,0,0,0,0,0,1,0,0,0
"21",97,224,60,7,0,0,0,0,0,0,0,0,0,0,0
"22",20,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"23",52,224,41,7,0,0,0,0,0,5,22,12,0,0,0
"24",22,224,46,7,0,0,0,0,0,0,0,0,14,26,6
"25",81,252,48,8,0,0,0,2,19,20,4,0,0,0,0
"26",46,252,44,8,0,0,0,0,0,0,0,10,29,2,0
"27",59,252,47,8,0,0,0,0,0,0,0,5,24,12,2
"28",94,252,50,8,0,0,0,0,0,0,0,0,0,0,0
"29",85,280,46,9,0,0,0,0,0,1,17,22,2,0,0
"30",14,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"31",13,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"32",72,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"33",29,308,56,10,0,0,0,0,0,0,0,0,0,0,0
"34",45,308,54,10,0,0,0,0,0,0,0,1,35,18,0
"35",24,308,44,10,0,0,0,0,0,0,0,0,0,0,0
"36",60,308,42,10,0,0,0,0,0,0,0,0,0,0,0
"37",78,336,52,11,0,0,0,0,0,0,0,25,26,0,0
"38",33,336,40,11,0,0,0,0,0,0,0,0,0,0,0
"39",18,336,46,11,0,0,0,0,0,0,0,0,0,1,11
"40",36,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"41",9,364,46,12,0,0,0,0,10,32,2,0,0,0,0
"42",71,364,46,12,0,0,5,30,7,0,0,0,0,0,0
"43",4,364,56,12,0,0,0,0,2,41,12,0,0,0,0
"44",73,364,44,12,0,0,0,0,0,0,0,0,0,0,0
