"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",57,3900,35,39,NA,NA
"2",57,3816,41,39,NA,NA
"3",57,3838,42,39,NA,NA
"4",57,3814,43,39,NA,NA
"5",57,6805,45,68,NA,NA
"6",57,3864,46,39,NA,NA
"7",57,3879,46,39,NA,NA
"8",57,3883,46,39,NA,NA
"9",57,3806,47,39,NA,NA
"10",57,3851,47,39,NA,NA
"11",57,3826,49,39,NA,NA
"12",57,3866,50,39,NA,NA
"13",57,3842,51,39,NA,NA
"14",57,3886,51,39,NA,NA
"15",57,3819,52,39,NA,NA
"16",57,3894,53,39,NA,NA
"17",57,3828,54,39,NA,NA
"18",57,3849,54,39,NA,NA
"19",57,3869,54,39,NA,NA
"20",57,3803,55,39,NA,NA
"21",57,3818,55,39,NA,NA
"22",57,3845,55,39,NA,NA
"23",57,3858,55,39,NA,NA
"24",57,3860,55,39,NA,NA
"25",57,604,56,6,NA,NA
"26",57,3810,57,39,0,56
"27",57,3833,57,39,0,56
"28",57,3884,57,39,0,56
"29",57,3808,58,39,NA,NA
"30",57,3823,58,39,0,56
"31",57,3848,58,39,0,56
"32",57,6806,58,68,0,56
"33",57,3891,59,39,0,56
"34",57,3893,59,39,0,56
"35",57,3827,60,39,0,56
"36",57,3841,60,39,NA,NA
"37",57,3872,60,39,0,56
"38",57,3889,60,39,0,56
"39",57,614,61,6,NA,NA
"40",57,3821,61,39,0,56
"41",57,3854,61,39,NA,NA
"42",57,3885,61,39,0,56
"43",57,3888,61,39,NA,NA
"44",57,6864,61,68,0,56
"45",57,8280,61,82,0,56
"46",57,3817,62,39,NA,NA
"47",57,3830,62,39,NA,NA
"48",57,3861,62,39,0,56
"49",57,3892,62,39,0,56
"50",57,3896,62,39,NA,NA
"51",57,3873,63,39,0,56
"52",57,3874,63,39,NA,NA
"53",57,3890,63,39,0,56
"54",57,7575,63,75,0,56
"55",57,591,64,6,0,56
"56",57,3836,64,39,0,56
"57",57,3865,65,39,0,56
"58",57,3868,65,39,0,56
"59",57,3882,65,39,0,56
"60",57,3822,66,39,0,56
"61",57,3840,66,39,NA,NA
"62",57,3857,66,39,0,56
"63",57,3824,67,39,0,56
"64",57,3853,67,39,NA,NA
"65",57,3855,67,39,0,56
"66",57,3876,67,39,NA,NA
"67",57,572,68,6,NA,NA
"68",57,3847,68,39,0,56
"69",57,6819,68,68,0,56
"70",57,3812,69,39,NA,NA
"71",57,3825,69,39,NA,NA
"72",57,3846,69,39,0,56
"73",57,3870,69,39,0,56
"74",57,3878,69,39,0,56
"75",57,8273,69,82,0,56
"76",57,3805,70,39,0,56
"77",57,3815,70,39,0,56
"78",57,3832,70,39,0,56
"79",57,3856,70,39,NA,NA
"80",57,3859,70,39,0,56
"81",57,3862,70,39,NA,NA
"82",57,3875,70,39,0,56
"83",57,7542,70,75,0,56
"84",57,3835,71,39,0,56
"85",57,6887,71,68,0,56
"86",57,561,72,6,0,56
"87",57,3831,72,39,NA,NA
"88",57,3852,72,39,0,56
"89",57,7502,72,75,0,56
"90",57,8209,72,82,NA,NA
"91",57,595,73,6,NA,NA
"92",57,3850,73,39,0,56
"93",57,3881,73,39,0,56
"94",57,3897,73,39,0,56
"95",57,7537,73,75,0,56
"96",57,7549,73,75,0,56
"97",57,8233,73,82,NA,NA
"98",57,8294,73,82,0,56
"99",57,576,74,6,0,56
"100",57,3880,74,39,NA,NA
"101",57,3887,74,39,0,56
"102",57,6904,74,68,NA,NA
"103",57,3802,75,39,0,56
"104",57,3844,75,39,0,56
"105",57,6988,75,69,0,56
"106",57,7512,75,75,0,56
"107",57,534,76,6,NA,NA
"108",57,535,76,6,0,56
"109",57,3834,76,39,0,56
"110",57,3843,76,39,0,56
"111",57,3899,76,39,NA,NA
"112",57,579,77,6,NA,NA
"113",57,3807,77,39,0,56
"114",57,3898,77,39,NA,NA
"115",57,8253,77,82,NA,NA
"116",57,8300,77,82,0,56
"117",57,593,78,6,NA,NA
"118",57,610,78,6,0,56
"119",57,3804,78,39,NA,NA
"120",57,6816,78,68,0,56
"121",57,7606,78,75,NA,NA
"122",57,8278,78,82,0,56
"123",57,8304,78,82,NA,NA
"124",57,536,79,6,0,56
"125",57,621,79,6,0,56
"126",57,7533,79,75,NA,NA
"127",57,8223,79,82,NA,NA
"128",57,8244,79,82,0,56
"129",57,3895,80,39,NA,NA
"130",57,7517,80,75,0,56
"131",57,7578,80,75,0,56
"132",57,7587,80,75,0,56
"133",57,8216,80,82,NA,NA
"134",57,8239,80,82,0,56
"135",57,8286,80,82,0,56
"136",57,543,81,6,NA,NA
"137",57,602,81,6,NA,NA
"138",57,3877,81,39,0,56
"139",57,6910,81,69,NA,NA
"140",57,409,82,4,NA,NA
"141",57,586,82,6,0,56
"142",57,619,82,6,NA,NA
"143",57,625,82,6,NA,NA
"144",57,8236,82,82,NA,NA
"145",57,551,83,6,NA,NA
"146",57,566,83,6,0,56
"147",57,583,83,6,0,56
"148",57,3809,83,39,NA,NA
"149",57,3863,83,39,NA,NA
"150",57,3867,83,39,0,56
"151",57,6807,83,68,0,56
"152",57,6872,83,68,NA,NA
"153",57,6951,83,69,0,56
"154",57,8279,83,82,0,56
"155",57,3934,84,40,NA,NA
"156",57,6981,84,69,0,56
"157",57,7605,84,75,NA,NA
"158",57,8249,84,82,0,56
"159",57,545,85,6,NA,NA
"160",57,556,85,6,0,56
"161",57,807,85,8,0,56
"162",57,3813,85,39,NA,NA
"163",57,6940,85,69,0,56
"164",57,6942,85,69,NA,NA
"165",57,7543,85,75,NA,NA
"166",57,7556,85,75,NA,NA
"167",57,7567,85,75,NA,NA
"168",57,7604,85,75,NA,NA
"169",57,8238,85,82,0,56
"170",57,317,86,4,NA,NA
"171",57,3839,86,39,0,56
"172",57,6870,86,68,NA,NA
"173",57,7014,86,69,0,56
"174",57,7521,86,75,NA,NA
"175",57,7552,86,75,0,56
"176",57,8222,86,82,0,56
"177",57,8229,86,82,NA,NA
"178",57,8237,86,82,0,56
"179",57,8281,86,82,0,56
"180",57,8283,86,82,0,56
"181",57,609,87,6,NA,NA
"182",57,622,87,6,NA,NA
"183",57,6957,87,69,NA,NA
"184",57,7009,87,69,0,56
"185",57,7546,87,75,NA,NA
"186",57,7600,87,75,0,56
"187",57,8219,87,82,0,56
"188",57,8289,87,82,NA,NA
"189",57,559,88,6,0,56
"190",57,6932,88,69,0,56
"191",57,6968,88,69,NA,NA
"192",57,6984,88,69,NA,NA
"193",57,7594,88,75,0,56
"194",57,8214,88,82,NA,NA
"195",57,8221,88,82,0,56
"196",57,8250,88,82,NA,NA
"197",57,8267,88,82,0,56
"198",57,538,89,6,0,56
"199",57,607,89,6,NA,NA
"200",57,613,89,6,NA,NA
"201",57,3837,89,39,NA,NA
"202",57,6855,89,68,0,56
"203",57,7017,89,69,0,56
"204",57,8225,89,82,0,56
"205",57,8264,89,82,NA,NA
"206",57,328,90,4,0,56
"207",57,558,90,6,NA,NA
"208",57,570,90,6,NA,NA
"209",57,6826,90,68,NA,NA
"210",57,6934,90,69,0,56
"211",57,6959,90,69,0,56
"212",57,6962,90,69,NA,NA
"213",57,7496,90,75,NA,NA
"214",57,7516,90,75,0,56
"215",57,7577,90,75,NA,NA
"216",57,8211,90,82,NA,NA
"217",57,8242,90,82,NA,NA
"218",57,8247,90,82,NA,NA
"219",57,8258,90,82,NA,NA
"220",57,8261,90,82,0,56
"221",57,8262,90,82,NA,NA
"222",57,8285,90,82,NA,NA
"223",57,8296,90,82,NA,NA
"224",57,8303,90,82,0,56
"225",57,348,91,4,0,56
"226",57,379,91,4,0,56
"227",57,552,91,6,0,56
"228",57,575,91,6,0,56
"229",57,578,91,6,0,56
"230",57,587,91,6,0,56
"231",57,6818,91,68,0,56
"232",57,6928,91,69,0,56
"233",57,6947,91,69,NA,NA
"234",57,7505,91,75,NA,NA
"235",57,7529,91,75,0,56
"236",57,8215,91,82,NA,NA
"237",57,8227,91,82,0,56
"238",57,8265,91,82,NA,NA
"239",57,326,92,4,0,56
"240",57,354,92,4,NA,NA
"241",57,3983,92,40,0,56
"242",57,6955,92,69,NA,NA
"243",57,6982,92,69,NA,NA
"244",57,7545,92,75,0,56
"245",57,7550,92,75,NA,NA
"246",57,7582,92,75,NA,NA
"247",57,7596,92,75,0,56
"248",57,8275,92,82,0,56
"249",57,8288,92,82,NA,NA
"250",57,9550,92,95,NA,NA
"251",57,335,93,4,NA,NA
"252",57,373,93,4,NA,NA
"253",57,402,93,4,0,56
"254",57,547,93,6,0,56
"255",57,574,93,6,0,56
"256",57,828,93,8,0,56
"257",57,6943,93,69,0,56
"258",57,7008,93,69,NA,NA
"259",57,7531,93,75,NA,NA
"260",57,8217,93,82,0,56
"261",57,337,94,4,NA,NA
"262",57,567,94,6,NA,NA
"263",57,605,94,6,0,56
"264",57,6903,94,68,NA,NA
