"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",79,84,58,2,0,0,6,44,8,0,0,0,0,0,0
"2",71,84,54,2,0,0,0,0,0,0,2,7,37,7,0
"3",57,84,45,2,0,0,0,0,0,0,0,0,0,0,0
"4",33,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"5",58,112,60,3,0,0,0,0,0,0,3,51,5,0,0
"6",31,112,47,3,0,0,0,0,0,10,32,1,0,0,0
"7",9,112,48,3,0,0,0,0,0,3,16,26,0,0,0
"8",64,112,44,3,0,0,0,0,6,23,10,0,0,0,0
"9",83,140,57,4,0,0,0,0,0,0,0,0,0,0,0
"10",56,140,55,4,0,0,0,0,0,0,0,0,0,0,0
"11",21,140,57,4,0,0,0,0,0,0,0,0,0,0,0
"12",93,140,58,4,0,0,0,0,0,0,25,29,2,0,0
"13",12,168,51,5,0,0,0,0,0,0,0,0,0,0,0
"14",70,168,50,5,0,0,0,0,0,0,16,30,2,0,0
"15",24,168,58,5,0,0,0,0,0,0,0,0,0,0,0
"16",40,168,58,5,0,0,0,3,50,5,0,0,0,0,0
"17",43,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"18",39,196,50,6,0,0,0,0,0,0,0,0,0,0,0
"19",94,196,56,6,0,0,9,46,1,0,0,0,0,0,0
"20",98,196,58,6,0,0,0,0,0,0,0,4,21,33,0
"21",20,224,50,7,0,0,0,0,0,0,0,0,0,3,22
"22",82,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"23",61,224,48,7,0,0,0,0,0,0,0,0,0,0,20
"24",47,224,42,7,0,0,0,0,0,0,0,0,0,0,0
"25",65,252,50,8,0,0,0,0,0,0,0,0,0,0,0
"26",46,252,52,8,0,0,0,3,35,11,0,0,0,0,0
"27",74,252,45,8,0,0,0,0,0,0,0,0,0,0,0
"28",59,252,48,8,0,2,4,6,25,6,1,0,0,0,0
"29",53,280,50,9,0,0,0,0,0,0,0,0,0,0,0
"30",89,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"31",5,280,46,9,0,0,0,0,0,0,0,0,0,0,0
"32",2,280,58,9,0,0,0,0,0,0,0,0,0,0,0
"33",35,308,41,10,0,0,0,0,0,0,0,0,0,0,0
"34",95,308,42,10,0,0,0,0,0,0,0,0,0,0,0
"35",66,308,46,10,0,0,0,0,0,0,0,0,0,9,31
"36",3,308,41,10,0,0,0,6,21,7,2,0,0,0,0
"37",28,336,59,11,0,0,0,0,0,0,0,0,0,0,0
"38",80,336,56,11,0,0,0,0,0,0,0,0,5,39,10
"39",50,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"40",75,336,46,11,0,0,0,0,0,0,0,0,0,9,22
"41",38,364,57,12,0,0,0,0,0,0,0,0,0,0,0
"42",45,364,54,12,0,0,1,22,22,4,1,0,0,0,0
"43",48,364,40,12,0,0,0,0,0,0,0,0,0,0,0
"44",72,364,58,12,0,0,0,0,0,0,0,0,2,17,39
