"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",26,84,56,2,0,0,0,0,0,0,0,0,0,0,0
"2",47,84,56,2,0,0,0,0,0,0,0,6,46,4,0
"3",62,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"4",12,84,60,2,0,0,0,0,0,0,0,0,0,0,0
"5",70,112,53,3,0,0,0,0,0,0,0,0,0,0,0
"6",88,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"7",45,112,47,3,0,0,0,0,0,0,0,0,0,0,0
"8",61,112,60,3,0,0,0,0,0,0,0,0,7,49,3
"9",73,140,47,4,0,0,0,0,0,0,0,0,1,0,0
"10",55,140,45,4,0,0,0,3,26,11,0,0,0,0,0
"11",19,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"12",87,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"13",93,168,50,5,0,0,0,0,0,0,0,4,40,4,1
"14",90,168,44,5,0,0,3,16,20,0,0,0,0,0,0
"15",46,168,60,5,0,0,0,0,0,0,0,0,3,52,3
"16",64,168,59,5,0,0,0,0,0,0,0,0,0,0,0
"17",22,196,42,6,0,0,0,0,0,0,0,0,0,0,0
"18",2,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"19",33,196,42,6,0,0,0,0,0,0,0,0,0,0,0
"20",71,196,55,6,0,0,0,0,0,0,0,0,0,0,0
"21",41,224,53,7,0,0,0,0,0,0,0,0,0,2,24
"22",96,224,56,7,0,0,0,0,0,0,0,0,0,0,0
"23",29,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"24",34,224,57,7,0,0,0,0,0,0,0,4,47,3,0
"25",21,252,58,8,0,0,0,0,1,8,41,8,0,0,0
"26",81,252,60,8,0,0,0,0,0,0,0,0,0,0,0
"27",75,252,59,8,0,0,0,0,0,0,1,0,0,0,0
"28",77,252,45,8,0,0,0,0,0,0,0,0,0,0,0
"29",99,280,50,9,0,0,0,0,0,0,4,34,7,0,0
"30",10,280,46,9,0,0,0,0,0,1,10,30,2,0,0
"31",25,280,46,9,0,0,0,1,7,33,3,0,0,0,0
"32",76,280,45,9,0,0,0,0,0,0,0,14,29,0,0
"33",51,308,59,10,0,0,0,0,0,0,29,29,0,0,0
"34",15,308,54,10,0,0,0,0,0,0,0,0,0,0,15
"35",49,308,50,10,0,0,0,0,0,0,0,6,37,6,0
"36",11,308,56,10,0,0,0,0,0,0,0,0,0,0,0
"37",3,336,48,11,0,0,0,0,0,0,2,19,22,4,0
"38",57,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"39",35,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"40",53,336,44,11,0,0,0,0,0,0,0,0,0,0,1
"41",63,364,56,12,0,0,0,0,0,0,9,43,2,0,0
"42",42,364,42,12,0,0,0,0,0,0,0,0,0,0,0
"43",82,364,46,12,0,0,0,0,0,0,0,0,6,32,5
"44",95,364,42,12,0,0,0,0,0,0,0,0,0,0,0
