"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",51,84,56,2,0,0,0,5,39,11,0,0,0,0,0
"2",6,84,42,2,0,0,0,0,0,4,19,17,0,0,0
"3",69,84,47,2,0,0,0,2,19,23,1,0,0,0,0
"4",26,84,40,2,0,0,0,0,0,0,0,0,0,0,0
"5",92,112,45,3,0,0,0,0,0,0,0,0,0,0,5
"6",20,112,41,3,0,0,0,0,0,0,0,0,0,0,0
"7",11,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"8",88,112,50,3,0,0,0,0,19,27,0,0,0,0,0
"9",71,140,58,4,0,0,0,0,0,0,0,1,38,14,1
"10",34,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"11",9,140,52,4,0,0,0,0,0,0,0,0,0,0,0
"12",13,140,56,4,0,0,0,0,0,0,0,0,0,0,0
"13",23,168,44,5,0,0,0,0,0,0,0,0,0,0,0
"14",39,168,48,5,0,0,0,0,0,0,1,32,14,0,0
"15",41,168,52,5,0,0,0,0,0,0,1,11,38,0,0
"16",56,168,52,5,0,0,0,0,0,1,16,29,2,0,0
"17",82,196,48,6,0,0,0,0,0,0,5,34,7,1,0
"18",25,196,48,6,0,0,0,0,0,0,0,0,0,0,0
"19",43,196,50,6,0,0,0,0,0,0,0,0,4,29,13
"20",27,196,45,6,0,0,0,0,0,0,0,0,0,0,0
"21",72,224,46,7,0,0,0,0,0,0,0,0,0,0,0
"22",75,224,56,7,0,0,0,0,0,0,0,0,0,0,0
"23",18,224,49,7,0,0,0,0,0,0,0,0,0,0,0
"24",22,224,42,7,0,0,0,0,0,0,0,0,0,0,0
"25",7,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"26",76,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"27",45,252,59,8,0,0,0,1,0,0,0,0,0,0,0
"28",78,252,58,8,0,0,0,0,0,0,0,0,0,0,0
"29",49,280,60,9,0,0,0,0,0,0,0,0,0,1,9
"30",73,280,58,9,0,0,0,33,24,0,0,0,0,0,0
"31",46,280,40,9,0,0,0,0,0,0,0,0,0,0,0
"32",5,280,53,9,0,0,0,0,0,0,0,0,0,0,0
"33",98,308,44,10,0,0,0,0,0,0,0,0,0,0,0
"34",24,308,40,10,0,0,0,0,0,0,0,0,0,0,0
"35",53,308,54,10,0,0,0,0,0,0,0,0,0,0,0
"36",91,308,50,10,0,0,0,0,0,0,0,0,0,0,0
"37",28,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"38",64,336,44,11,0,2,16,23,1,0,0,0,0,0,0
"39",4,336,50,11,0,0,0,0,0,0,0,0,0,7,32
"40",15,336,59,11,0,0,0,0,0,0,0,0,0,0,0
"41",57,364,52,12,0,0,0,0,0,0,0,0,0,0,0
"42",42,364,50,12,0,0,0,0,0,0,1,39,9,0,0
"43",60,364,42,12,0,0,0,0,0,0,0,0,0,0,0
"44",17,364,42,12,0,0,0,0,0,0,24,13,2,0,0
