"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",3,9448,59,93,0,56
"2",3,9447,63,93,NA,NA
"3",3,4781,66,47,NA,NA
"4",3,7030,66,70,0,56
"5",3,9350,69,93,0,56
"6",3,4767,70,47,0,56
"7",3,4850,73,47,NA,NA
"8",3,9360,73,93,0,56
"9",3,4823,75,47,0,56
"10",3,9437,75,93,0,56
"11",3,7009,76,70,NA,NA
"12",3,7094,76,70,NA,NA
"13",3,4751,77,47,0,56
"14",3,9351,77,93,0,56
"15",3,4766,78,47,NA,NA
"16",3,7017,78,70,0,56
"17",3,9427,78,93,0,56
"18",3,4745,79,47,0,56
"19",3,4818,79,47,NA,NA
"20",3,9408,79,93,NA,NA
"21",3,4805,80,47,NA,NA
"22",3,7093,81,70,0,56
"23",3,4747,82,47,0,56
"24",3,4836,82,47,NA,NA
"25",3,9349,82,93,NA,NA
"26",3,9363,82,93,0,56
"27",3,4762,83,47,0,56
"28",3,9354,83,93,NA,NA
"29",3,9430,83,93,0,56
"30",3,4827,84,47,NA,NA
"31",3,4843,84,47,NA,NA
"32",3,4851,84,47,0,56
"33",3,7073,84,70,0,56
"34",3,8243,84,82,0,56
"35",3,9369,84,93,NA,NA
"36",3,9422,84,93,0,56
"37",3,4831,85,47,0,56
"38",3,7004,85,70,NA,NA
"39",3,7047,85,70,NA,NA
"40",3,9397,85,93,0,56
"41",3,4773,86,47,0,56
"42",3,4825,86,47,0,56
"43",3,4847,86,47,NA,NA
"44",3,4852,86,47,NA,NA
"45",3,4862,86,47,0,56
"46",3,7015,86,70,NA,NA
"47",3,7065,86,70,0,56
"48",3,4744,87,47,NA,NA
"49",3,4786,87,47,NA,NA
"50",3,4812,87,47,0,56
"51",3,4859,87,47,NA,NA
"52",3,9370,87,93,0,56
"53",3,4757,88,47,0,56
"54",3,4790,88,47,0,56
"55",3,4799,88,47,0,56
"56",3,4845,88,47,0,56
"57",3,7003,88,70,NA,NA
"58",3,7051,88,70,NA,NA
"59",3,9352,88,93,NA,NA
"60",3,9442,88,93,NA,NA
"61",3,4755,89,47,0,56
"62",3,4763,89,47,NA,NA
"63",3,4822,89,47,NA,NA
"64",3,4853,89,47,0,56
"65",3,9409,89,93,NA,NA
"66",3,9432,89,93,NA,NA
"67",3,9445,89,93,0,56
"68",3,4749,90,47,NA,NA
"69",3,4782,90,47,NA,NA
"70",3,4783,90,47,0,56
"71",3,4796,90,47,NA,NA
"72",3,4804,90,47,0,56
"73",3,4811,90,47,0,56
"74",3,4863,90,47,0,56
"75",3,7025,90,70,NA,NA
"76",3,9431,90,93,0,56
"77",3,4756,91,47,0,56
"78",3,4824,91,47,0,56
"79",3,4849,91,47,0,56
"80",3,7061,91,70,NA,NA
"81",3,7077,91,70,NA,NA
"82",3,9380,91,93,0,56
"83",3,9394,91,93,NA,NA
