"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",45,84,54,2,0,0,0,0,0,0,13,33,5,0,0
"2",15,84,49,2,5,37,5,0,0,0,0,0,0,0,0
"3",91,84,50,2,0,0,0,0,0,0,0,24,23,0,0
"4",95,84,40,2,0,1,15,20,0,0,0,0,0,0,0
"5",39,112,44,3,0,0,0,10,29,3,0,0,0,0,0
"6",87,112,60,3,0,0,0,0,0,0,0,0,0,0,0
"7",63,112,51,3,0,0,0,0,0,0,0,0,0,16,31
"8",3,112,56,3,0,0,15,36,0,0,0,0,0,0,0
"9",11,140,52,4,0,0,3,41,8,0,0,0,0,0,0
"10",17,140,42,4,0,0,0,0,0,0,0,0,0,0,0
"11",66,140,52,4,0,0,0,0,0,0,0,0,0,0,0
"12",97,140,56,4,0,0,0,0,0,0,0,34,20,0,0
"13",62,168,58,5,0,0,0,0,0,0,0,1,18,36,1
"14",27,168,50,5,0,0,0,0,0,0,0,0,0,0,0
"15",50,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"16",25,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"17",21,196,56,6,0,0,0,0,0,0,0,0,0,0,0
"18",59,196,52,6,0,0,0,0,0,0,1,12,35,2,0
"19",92,196,53,6,0,0,0,0,0,0,0,0,0,0,0
"20",52,196,51,6,0,0,0,0,0,0,0,0,0,0,0
"21",58,224,51,7,0,0,0,0,0,0,0,0,1,0,0
"22",96,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"23",86,224,54,7,0,0,0,0,8,40,5,0,0,0,0
"24",18,224,49,7,0,0,0,0,0,0,19,24,2,0,0
"25",22,252,55,8,0,0,0,0,0,0,0,0,0,0,0
"26",6,252,42,8,0,0,0,0,0,0,0,0,0,0,0
"27",56,252,54,8,0,0,0,0,0,0,0,0,0,0,0
"28",26,252,59,8,0,0,0,0,0,0,0,0,0,0,0
"29",55,280,59,9,0,0,0,0,0,0,0,0,0,0,0
"30",31,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"31",40,280,50,9,0,0,0,0,0,0,16,32,0,0,0
"32",36,280,51,9,0,0,0,0,0,0,0,0,0,0,0
"33",32,308,58,10,0,0,0,0,0,0,0,0,0,0,0
"34",19,308,58,10,0,0,0,0,0,0,0,0,0,0,0
"35",75,308,44,10,0,3,21,16,3,0,0,0,0,0,0
"36",30,308,46,10,0,0,0,0,0,0,0,0,0,0,2
"37",7,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"38",46,336,55,11,0,0,0,14,35,2,0,0,0,0,0
"39",10,336,44,11,0,0,0,0,0,0,0,0,0,0,0
"40",38,336,56,11,0,0,0,0,0,0,0,0,0,0,0
"41",9,364,46,12,0,0,0,1,29,14,0,0,0,0,0
"42",90,364,57,12,0,0,0,0,0,8,46,1,0,0,0
"43",76,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"44",14,364,52,12,0,0,0,0,0,0,0,0,0,0,0
