"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",76,84,44,2,0,0,0,0,0,0,0,0,0,0,0
"2",25,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"3",15,84,47,2,0,0,0,0,0,0,0,0,1,0,0
"4",93,84,57,2,0,0,0,0,0,0,0,0,0,0,0
"5",19,112,46,3,0,0,0,0,0,0,0,0,0,0,0
"6",58,112,48,3,0,0,0,0,0,0,0,0,0,0,0
"7",42,112,57,3,0,0,2,40,11,1,0,0,0,0,0
"8",9,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"9",59,140,40,4,0,0,0,0,0,0,2,18,15,0,0
"10",41,140,44,4,0,0,0,0,0,0,0,0,0,0,0
"11",31,140,54,4,0,0,0,0,0,11,39,1,0,0,0
"12",92,140,53,4,0,0,0,0,0,0,0,0,0,0,0
"13",82,168,41,5,0,0,0,0,0,0,0,0,0,0,0
"14",88,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"15",68,168,40,5,0,0,0,0,0,0,0,1,12,16,1
"16",40,168,56,5,0,0,0,12,42,1,0,0,0,0,0
"17",10,196,48,6,0,0,0,0,0,0,0,0,0,0,3
"18",69,196,42,6,0,0,0,0,0,0,0,11,23,3,0
"19",63,196,48,6,0,0,0,0,0,0,0,0,0,0,0
"20",66,196,49,6,0,0,0,0,0,0,0,0,0,0,0
"21",86,224,48,7,0,0,0,0,0,0,0,0,0,0,1
"22",17,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"23",65,224,42,7,0,0,0,0,0,8,25,2,0,0,0
"24",52,224,56,7,0,0,0,0,0,8,41,6,0,0,0
"25",4,252,55,8,0,0,0,0,0,0,0,0,0,0,0
"26",16,252,56,8,0,0,0,12,41,1,0,0,0,0,0
"27",1,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"28",18,252,59,8,0,0,0,0,0,0,0,0,0,0,0
"29",90,280,46,9,0,0,0,0,0,0,0,0,0,2,5
"30",36,280,46,9,0,0,0,0,0,0,0,0,0,0,0
"31",79,280,53,9,0,0,0,0,0,1,7,41,3,0,0
"32",72,280,52,9,0,0,0,0,0,0,4,39,5,0,0
"33",38,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"34",14,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"35",51,308,56,10,0,0,0,0,0,0,0,0,0,0,0
"36",78,308,60,10,2,8,43,6,0,0,0,0,0,0,0
"37",95,336,56,11,0,0,0,0,0,0,0,0,3,34,17
"38",75,336,43,11,0,0,0,0,0,0,0,0,0,0,0
"39",32,336,50,11,0,0,0,0,0,0,0,0,0,0,0
"40",56,336,49,11,0,0,0,0,0,5,36,4,0,0,0
"41",74,364,44,12,0,0,0,0,0,0,0,0,0,0,0
"42",11,364,45,12,0,0,0,0,0,0,0,0,0,0,0
"43",62,364,52,12,0,0,0,0,0,0,0,0,0,0,0
"44",91,364,47,12,0,0,0,0,0,4,33,8,0,0,0
