"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",18,84,58,2,0,0,0,0,0,1,21,33,1,0,0
"2",51,84,48,2,0,0,0,0,0,0,0,0,21,20,0
"3",15,84,50,2,0,0,3,21,24,0,0,0,0,0,0
"4",96,84,44,2,0,0,0,0,0,0,0,0,9,24,4
"5",64,112,60,3,23,34,0,0,0,0,0,0,0,0,0
"6",76,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"7",6,112,45,3,0,0,0,0,0,12,24,4,2,0,0
"8",17,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"9",33,140,44,4,0,0,0,9,25,7,0,0,0,0,0
"10",20,140,43,4,0,0,3,13,23,2,0,0,0,0,0
"11",41,140,60,4,0,0,0,0,0,0,0,0,0,0,0
"12",82,140,56,4,0,0,0,0,0,1,0,0,0,0,0
"13",13,168,46,5,0,0,0,10,29,1,0,0,0,0,0
"14",28,168,60,5,0,0,0,32,27,0,0,0,0,0,0
"15",50,168,48,5,0,0,0,0,0,0,8,31,4,1,0
"16",16,168,50,5,0,0,0,0,0,0,0,0,0,10,33
"17",99,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"18",58,196,42,6,0,0,0,0,0,2,15,23,1,0,0
"19",12,196,56,6,0,0,0,0,0,12,36,4,0,0,0
"20",45,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"21",69,224,50,7,0,0,0,0,0,0,0,0,0,0,0
"22",68,224,46,7,0,0,0,0,0,0,0,0,0,0,0
"23",83,224,52,7,0,16,33,1,0,0,0,0,0,0,0
"24",27,224,60,7,0,0,0,0,0,0,0,0,0,0,0
"25",87,252,52,8,0,0,0,0,0,0,0,0,0,0,0
"26",21,252,59,8,0,0,0,0,2,37,19,0,0,0,0
"27",47,252,50,8,0,0,0,0,0,0,0,0,0,0,0
"28",78,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"29",38,280,52,9,0,0,0,0,0,0,0,15,29,2,1
"30",75,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"31",9,280,55,9,0,0,0,28,27,0,0,0,0,0,0
"32",1,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"33",30,308,43,10,0,0,0,0,0,6,30,7,0,0,0
"34",73,308,59,10,0,0,0,0,0,0,0,0,0,18,39
"35",89,308,59,10,0,0,0,0,0,0,0,0,0,0,0
"36",100,308,40,10,0,0,0,0,0,3,18,17,1,0,0
"37",52,336,50,11,0,0,0,0,0,0,0,25,24,0,0
"38",40,336,55,11,0,0,0,0,3,34,15,0,0,0,0
"39",86,336,50,11,0,0,0,0,33,13,0,0,0,0,0
"40",34,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"41",4,364,44,12,0,0,0,0,0,0,0,0,1,16,25
"42",66,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"43",95,364,53,12,0,0,0,0,0,0,0,0,0,0,0
"44",5,364,52,12,0,0,0,0,0,0,0,0,0,0,0
