"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",70,8173,51,81,NA,NA
"2",70,8120,58,81,NA,NA
"3",70,8144,59,81,NA,NA
"4",70,8110,62,81,NA,NA
"5",70,8138,63,81,NA,NA
"6",70,1022,64,11,NA,NA
"7",70,8164,66,81,NA,NA
"8",70,8074,68,81,NA,NA
"9",70,8131,68,81,NA,NA
"10",70,8083,70,81,0,56
"11",70,1094,71,11,NA,NA
"12",70,8100,71,81,NA,NA
"13",70,8121,71,81,0,56
"14",70,8150,71,81,NA,NA
"15",70,8151,71,81,0,56
"16",70,8088,72,81,NA,NA
"17",70,1058,73,11,NA,NA
"18",70,8070,73,81,NA,NA
"19",70,8161,73,81,NA,NA
"20",70,8165,73,81,NA,NA
"21",70,8184,73,81,NA,NA
"22",70,1049,74,11,NA,NA
"23",70,8162,74,81,NA,NA
"24",70,526,75,6,0,56
"25",70,8076,75,81,NA,NA
"26",70,8085,76,81,0,56
"27",70,8127,76,81,0,56
"28",70,8175,76,81,0,56
"29",70,1069,77,11,0,56
"30",70,8075,77,81,NA,NA
"31",70,8091,77,81,NA,NA
"32",70,8096,77,81,0,56
"33",70,562,78,6,0,56
"34",70,8067,78,81,0,56
"35",70,8168,78,81,0,56
"36",70,8177,78,81,NA,NA
"37",70,8181,78,81,NA,NA
"38",70,8093,79,81,0,56
"39",70,8115,79,81,NA,NA
"40",70,8117,79,81,0,56
"41",70,8123,79,81,0,56
"42",70,8124,79,81,NA,NA
"43",70,8170,79,81,0,56
"44",70,8176,79,81,0,56
"45",70,1034,80,11,NA,NA
"46",70,8102,80,81,0,56
"47",70,8183,80,81,0,56
"48",70,1007,81,11,NA,NA
"49",70,1025,81,11,NA,NA
"50",70,1055,81,11,NA,NA
"51",70,1057,81,11,0,56
"52",70,8072,81,81,NA,NA
"53",70,8084,81,81,NA,NA
"54",70,8092,81,81,NA,NA
"55",70,8094,81,81,0,56
"56",70,8119,81,81,0,56
"57",70,8139,81,81,0,56
"58",70,8140,81,81,NA,NA
"59",70,8141,81,81,NA,NA
"60",70,8171,81,81,0,56
"61",70,1085,82,11,0,56
