"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",66,84,58,2,0,0,0,0,0,0,0,0,0,4,29
"2",34,84,42,2,0,0,0,10,24,2,0,0,0,0,0
"3",50,84,50,2,0,0,0,0,0,0,1,8,37,2,0
"4",12,84,56,2,0,0,0,15,40,0,0,0,0,0,0
"5",55,112,48,3,0,0,0,0,0,0,0,0,0,0,0
"6",9,112,58,3,1,0,0,1,38,17,0,0,0,0,0
"7",6,112,56,3,0,0,0,0,0,0,0,0,0,0,0
"8",72,112,50,3,0,0,0,0,0,0,1,34,10,0,0
"9",40,140,54,4,0,0,0,0,3,38,10,0,0,0,0
"10",58,140,60,4,0,0,0,0,0,0,0,0,0,0,0
"11",4,140,46,4,0,0,0,0,0,0,0,0,1,18,26
"12",42,140,51,4,0,0,0,0,0,0,0,0,0,0,0
"13",22,168,48,5,0,0,0,11,32,4,0,0,0,0,0
"14",76,168,51,5,0,0,0,1,0,0,0,0,0,0,0
"15",79,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"16",52,168,43,5,0,0,0,0,0,0,0,0,0,0,0
"17",89,196,56,6,0,0,0,0,0,0,0,0,0,0,0
"18",27,196,60,6,0,0,0,0,1,51,7,0,0,0,0
"19",82,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"20",3,196,51,6,0,0,0,0,4,40,7,0,0,0,0
"21",30,224,50,7,0,0,0,0,0,0,0,0,0,0,0
"22",68,224,56,7,1,0,0,0,0,0,0,0,0,0,1
"23",47,224,53,7,0,0,0,0,0,0,0,0,10,42,1
"24",59,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"25",46,252,58,8,0,1,39,16,0,0,0,0,0,0,0
"26",62,252,51,8,0,0,0,0,0,0,0,0,0,17,31
"27",74,252,47,8,0,0,0,0,21,24,0,0,0,0,0
"28",75,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"29",18,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"30",88,280,53,9,0,0,0,0,0,0,0,0,0,0,0
"31",70,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"32",57,280,43,9,0,0,0,0,0,0,0,0,0,0,0
"33",67,308,51,10,0,0,0,0,0,0,1,23,25,1,0
"34",7,308,50,10,0,0,0,0,0,0,0,0,0,0,0
"35",44,308,59,10,0,0,0,0,0,0,0,0,0,3,52
"36",81,308,58,10,0,0,0,0,1,7,47,1,0,0,0
"37",69,336,42,11,0,0,0,0,0,0,0,0,0,0,0
"38",83,336,48,11,0,0,0,1,6,24,10,0,0,0,0
"39",25,336,42,11,0,0,0,0,0,0,0,0,0,0,0
"40",77,336,60,11,0,0,0,0,0,0,0,0,0,0,0
"41",13,364,55,12,0,0,0,0,0,0,0,0,0,0,0
"42",41,364,59,12,0,0,0,0,0,0,0,3,42,14,0
"43",2,364,58,12,0,0,0,0,0,0,2,51,5,0,0
"44",56,364,40,12,0,0,0,0,0,0,0,0,0,0,0
