"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",11,3,1,0,56
"2",11,4,1,0,56
"3",11,5,1,0,56
"4",11,6,1,0,56
"5",11,7,1,0,56
"6",11,11,1,0,56
"7",11,16,1,0,56
"8",11,17,1,0,56
"9",11,18,1,0,56
"10",11,19,1,0,56
"11",11,21,1,0,56
"12",11,22,1,0,56
"13",11,23,1,0,56
"14",11,28,1,0,56
"15",11,30,1,0,56
"16",11,31,1,0,56
"17",11,33,1,0,56
"18",11,35,1,0,56
"19",11,41,1,0,56
"20",11,42,1,0,56
"21",11,43,1,0,56
"22",11,47,1,1,56
"23",11,49,1,0,56
"24",11,50,1,1,56
"25",11,51,1,0,56
"26",11,52,1,0,56
"27",11,53,1,0,56
"28",11,56,1,0,56
"29",11,57,1,0,56
"30",11,58,1,0,56
"31",11,59,1,0,56
"32",11,62,1,0,56
"33",11,63,1,0,56
"34",11,65,1,0,56
"35",11,67,1,0,56
"36",11,68,1,0,56
"37",11,69,1,0,56
"38",11,71,1,0,56
"39",11,73,1,0,56
"40",11,75,1,0,56
"41",11,76,1,0,56
"42",11,81,1,0,56
"43",11,82,1,0,56
"44",11,88,1,0,56
"45",11,89,1,0,56
"46",11,92,1,0,56
"47",11,94,1,0,56
"48",11,95,1,0,56
"49",11,98,1,0,56
"50",11,100,1,0,56
"51",11,101,1,1,56
"52",11,103,1,0,56
"53",11,104,1,0,56
"54",11,105,1,0,56
"55",11,109,1,1,56
"56",11,113,1,0,56
"57",11,115,2,0,56
"58",11,117,2,0,56
"59",11,118,2,0,56
"60",11,120,2,0,56
"61",11,121,2,0,56
"62",11,124,2,0,56
"63",11,129,2,0,56
"64",11,130,2,0,56
"65",11,134,2,0,56
"66",11,135,2,0,56
"67",11,136,2,0,56
"68",11,141,2,0,56
"69",11,142,2,0,56
"70",11,144,2,0,56
"71",11,145,2,0,56
"72",11,148,2,0,56
"73",11,149,2,0,56
"74",11,151,2,0,56
"75",11,153,2,0,56
"76",11,154,2,0,56
"77",11,156,2,0,56
"78",11,157,2,0,56
"79",11,158,2,0,56
"80",11,159,2,0,56
"81",11,160,2,0,56
"82",11,161,2,0,56
"83",11,162,2,0,56
"84",11,163,2,0,56
"85",11,164,2,0,56
"86",11,166,2,0,56
"87",11,167,2,0,56
"88",11,169,2,0,56
"89",11,171,2,0,56
"90",11,174,2,0,56
"91",11,175,2,0,56
"92",11,177,2,0,56
"93",11,179,2,0,56
"94",11,180,2,0,56
"95",11,186,2,0,56
"96",11,188,2,0,56
"97",11,192,2,0,56
"98",11,195,2,0,56
"99",11,197,2,0,56
"100",11,199,2,0,56
"101",11,204,2,0,56
"102",11,205,2,0,56
"103",11,210,2,0,56
"104",11,211,2,0,56
"105",11,212,2,0,56
"106",11,214,2,0,56
"107",11,216,2,0,56
"108",11,217,2,0,56
"109",11,221,3,1,56
"110",11,223,3,1,56
"111",11,224,3,1,56
"112",11,225,3,1,56
"113",11,226,3,1,56
"114",11,231,3,1,56
"115",11,232,3,1,56
"116",11,233,3,1,56
"117",11,236,3,1,56
"118",11,241,3,1,56
"119",11,242,3,1,56
"120",11,243,3,1,56
"121",11,245,3,1,56
"122",11,246,3,1,56
"123",11,249,3,1,56
"124",11,250,3,1,56
"125",11,251,3,1,56
"126",11,253,3,1,56
"127",11,255,3,1,56
"128",11,258,3,1,56
"129",11,260,3,1,56
"130",11,262,3,1,56
"131",11,263,3,1,56
"132",11,264,3,1,56
"133",11,267,3,1,56
"134",11,268,3,1,56
"135",11,269,3,1,56
