"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",30,84,49,2,0,0,0,0,0,0,0,0,0,0,0
"2",4,84,40,2,0,0,0,3,15,20,0,0,0,0,0
"3",91,84,50,2,0,0,0,0,0,0,0,0,0,1,30
"4",80,84,46,2,0,0,27,16,1,0,0,0,0,0,0
"5",52,112,44,3,0,0,0,0,0,0,0,0,25,16,1
"6",97,112,55,3,0,0,0,0,0,0,1,38,15,0,0
"7",45,112,56,3,0,0,0,0,1,33,21,1,0,0,0
"8",67,112,46,3,0,0,0,0,0,0,0,0,0,0,0
"9",85,140,57,4,0,0,0,0,0,0,0,0,0,0,0
"10",50,140,45,4,0,0,0,0,0,0,0,0,0,0,0
"11",79,140,51,4,0,0,0,0,0,0,0,0,0,0,0
"12",64,140,54,4,0,0,0,0,0,0,0,0,0,0,0
"13",62,168,40,5,0,0,7,20,11,0,0,0,0,0,0
"14",7,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"15",100,168,52,5,0,0,0,0,0,13,30,4,0,0,0
"16",32,168,47,5,0,0,0,0,0,0,5,35,3,0,0
"17",18,196,40,6,0,0,0,13,21,4,0,0,0,0,0
"18",73,196,51,6,0,0,0,0,0,0,0,0,0,0,0
"19",33,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"20",9,196,56,6,0,0,4,38,13,0,0,0,0,0,0
"21",76,224,56,7,0,0,0,0,0,0,0,0,0,0,0
"22",39,224,51,7,0,0,0,1,11,37,1,0,0,0,0
"23",55,224,56,7,0,0,0,0,0,0,0,0,3,47,2
"24",99,224,54,7,0,0,0,0,0,0,0,0,0,0,0
"25",51,252,58,8,0,0,0,0,0,0,0,0,0,0,0
"26",48,252,47,8,0,0,0,0,0,0,0,0,0,0,0
"27",86,252,58,8,0,0,0,0,0,0,0,1,14,39,3
"28",63,252,41,8,0,0,0,0,0,0,2,1,0,0,0
"29",68,280,59,9,0,0,0,0,0,0,0,0,0,0,0
"30",10,280,50,9,0,0,0,0,0,0,0,0,0,0,0
"31",24,280,58,9,0,0,0,0,0,0,0,0,0,1,18
"32",87,280,60,9,0,0,0,0,0,0,0,22,35,1,0
"33",38,308,48,10,0,0,0,0,0,0,5,31,11,0,0
"34",60,308,42,10,10,15,5,4,0,0,0,0,0,0,0
"35",25,308,56,10,0,0,0,13,43,0,0,0,0,0,0
"36",2,308,42,10,0,0,0,0,0,0,0,0,0,0,0
"37",37,336,60,11,0,0,0,0,0,0,0,0,0,0,0
"38",22,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"39",13,336,56,11,0,13,41,0,0,0,0,0,0,0,0
"40",95,336,43,11,0,0,0,0,0,0,0,0,0,1,28
"41",70,364,49,12,0,0,0,0,0,0,0,0,0,0,0
"42",41,364,44,12,0,0,0,0,0,0,0,0,0,0,0
"43",61,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"44",89,364,48,12,0,0,0,0,0,0,0,0,0,6,35
