"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",21,2,1,1,56
"2",21,3,1,1,56
"3",21,4,1,1,56
"4",21,5,1,1,56
"5",21,6,1,1,56
"6",21,12,1,1,56
"7",21,18,1,1,56
"8",21,20,1,1,56
"9",21,21,1,1,56
"10",21,22,1,1,56
"11",21,23,1,1,56
"12",21,25,1,1,56
"13",21,26,1,1,56
"14",21,27,1,1,56
"15",21,31,1,1,56
"16",21,32,1,1,56
"17",21,33,1,1,56
"18",21,34,1,1,56
"19",21,36,1,1,56
"20",21,38,1,1,56
"21",21,39,1,1,56
"22",21,43,1,1,56
"23",21,46,1,1,56
"24",21,48,1,1,56
"25",21,51,1,1,56
"26",21,52,1,1,56
"27",21,53,1,1,56
"28",21,56,1,1,56
"29",21,59,1,1,56
"30",21,65,1,1,56
"31",21,66,1,1,56
"32",21,67,1,1,56
"33",21,72,1,1,56
"34",21,73,1,1,56
"35",21,75,1,1,56
"36",21,76,1,1,56
"37",21,77,1,1,56
"38",21,78,1,1,56
"39",21,79,1,1,56
"40",21,82,1,1,56
"41",21,83,1,1,56
"42",21,85,1,1,56
"43",21,87,1,1,56
"44",21,88,1,1,56
"45",21,89,1,1,56
"46",21,92,1,1,56
"47",21,97,1,1,56
"48",21,99,1,1,56
"49",21,100,1,1,56
"50",21,101,1,1,56
"51",21,102,1,1,56
"52",21,106,2,0,56
"53",21,107,2,0,56
"54",21,109,2,0,56
"55",21,112,2,0,56
"56",21,113,2,0,56
"57",21,119,2,0,56
"58",21,122,2,0,56
"59",21,123,2,0,56
"60",21,125,2,0,56
"61",21,126,2,0,56
"62",21,127,2,0,56
"63",21,128,2,0,56
"64",21,130,2,0,56
"65",21,131,2,0,56
"66",21,132,2,0,56
"67",21,135,2,0,56
"68",21,136,2,0,56
"69",21,140,2,0,56
"70",21,143,2,0,56
"71",21,146,2,0,56
"72",21,149,2,0,56
"73",21,151,2,0,56
"74",21,153,2,0,56
"75",21,154,2,0,56
"76",21,155,2,0,56
"77",21,156,2,0,56
"78",21,157,2,0,56
"79",21,158,2,0,56
"80",21,160,2,0,56
"81",21,161,2,0,56
"82",21,162,2,0,56
"83",21,163,2,0,56
"84",21,164,2,0,56
"85",21,166,2,0,56
"86",21,167,2,0,56
"87",21,169,2,0,56
"88",21,170,2,0,56
"89",21,173,2,0,56
"90",21,175,2,0,56
"91",21,176,2,0,56
"92",21,180,2,0,56
"93",21,181,2,0,56
"94",21,187,2,0,56
"95",21,188,2,0,56
"96",21,189,2,0,56
"97",21,190,2,0,56
"98",21,193,2,0,56
"99",21,194,2,0,56
"100",21,195,2,0,56
"101",21,199,2,0,56
"102",21,201,2,0,56
"103",21,205,2,0,56
"104",21,207,2,0,56
"105",21,209,2,0,56
"106",21,214,2,0,56
"107",21,215,2,0,56
"108",21,216,2,0,56
"109",21,217,2,0,56
"110",21,221,3,1,56
"111",21,222,3,1,56
"112",21,224,3,1,56
"113",21,228,3,1,56
"114",21,229,3,1,56
"115",21,231,3,1,56
"116",21,236,3,1,56
"117",21,238,3,1,56
"118",21,239,3,1,56
"119",21,240,3,1,56
"120",21,241,3,1,56
"121",21,245,3,1,56
"122",21,246,3,1,56
"123",21,247,3,1,56
"124",21,250,3,1,56
"125",21,252,3,1,56
"126",21,254,3,1,56
"127",21,256,3,1,56
"128",21,259,3,1,56
"129",21,261,3,1,56
"130",21,262,3,1,56
"131",21,263,3,1,56
"132",21,264,3,1,56
"133",21,267,3,1,56
"134",21,269,3,1,56
"135",21,270,3,1,56
"136",21,271,3,1,56
"137",21,274,3,1,56
"138",21,275,3,1,56
"139",21,276,3,1,56
