I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
3,28,5,30,-1.9810014688665833,-1.6422277352570913,
3,20,8,40,-1.6582280766035324,-1.5163474893680884,
6,27,0,57,-1.3862943611198906,-4.060443010546419,
5,24,6,23,-1.4271163556401458,-1.2321436812926323,
1,26,1,45,-2.6026896854443837,-3.1354942159291497,
3,30,11,36,-2.0476928433652555,-1.126011262856224,
4,36,6,58,-2.001480000210124,-2.1316272948504063,
3,53,8,106,-2.6026896854443837,-2.4756042571256867,
0,29,1,47,-3.4011973816621555,-3.1780538303479458,
6,40,6,75,-1.7676619176489945,-2.384823191231018,
2,52,8,88,-2.871679624884012,-2.2914117923959205,
3,21,7,18,-1.7047480922384253,-0.8649974374866046,
1,37,4,65,-2.9444389791664407,-2.580216829592325,
0,12,6,29,-2.5649493574615367,-1.455287232606842,
5,29,7,61,-1.6094379124341003,-2.0476928433652555,
4,42,7,47,-2.151762203259462,-1.791759469228055,
3,25,6,49,-1.8718021769015913,-1.9661128563728327,
4,10,6,16,-0.7884573603642702,-0.8873031950009028,
2,34,9,62,-2.456735772821304,-1.8405496333974871,
2,29,8,48,-2.3025850929940455,-1.6945957207744071,
2,16,1,22,-1.7346010553881064,-2.4423470353692043,
5,21,2,52,-1.2992829841302609,-2.871679624884012,
2,42,2,68,-2.662587827025453,-3.1354942159291497,
1,23,11,32,-2.4849066497880004,-1.0116009116784799,
8,16,12,32,-0.6359887667199967,-0.9315582040049435,
5,18,6,31,-1.1526795099383855,-1.5198257537444133,
3,37,7,53,-2.2512917986064953,-1.9095425048844386,
6,25,18,30,-1.3121863889661687,-0.4895482253187058,
6,7,3,12,-0.13353139262452263,-1.1786549963416462,
6,7,5,17,-0.13353139262452263,-1.0986122886681098,
5,2,5,7,0.6931471805599453,-0.2876820724517809,
3,35,6,46,-2.1972245773362196,-1.9042374526547454,
7,10,15,21,-0.3184537311185346,-0.3184537311185346,
4,18,11,36,-1.3350010667323402,-1.126011262856224,
4,42,1,79,-2.151762203259462,-3.6888794541139363,
2,26,3,47,-2.1972245773362196,-2.4849066497880004,
2,12,1,32,-1.466337068793427,-2.803360380906535,
2,13,6,29,-1.540445040947149,-1.455287232606842,
1,18,6,28,-2.2512917986064953,-1.4213856809311607,
5,47,14,80,-2.0794415416798357,-1.6863989535702288,
5,59,9,70,-2.3025850929940455,-1.9600947840472698,
0,16,5,34,-2.833213344056216,-1.7635885922613588,
