I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
13,45,23,90,-1.1895840668738362,-1.3328056761689044,
24,36,49,62,-0.39204208777602373,-0.2311117209633867,
5,39,15,53,-1.8971199848858813,-1.2163953243244932,
23,75,49,107,-1.1526795099383855,-0.7701082216960736,
22,70,54,137,-1.1271856611121658,-0.9199204999247338,
10,40,15,72,-1.3156767939059373,-1.51787071890861,
16,57,25,88,-1.2272296664902034,-1.2305398317106577,
9,50,30,87,-1.62924053973028,-1.0433496099930601,
17,90,29,152,-1.6204877486206855,-1.62924053973028,
30,52,41,112,-0.5363047090669756,-0.9897182004289722,
6,43,18,74,-1.8382794848629478,-1.3730491343698699,
11,54,17,113,-1.5224265354444706,-1.845826690498331,
6,57,14,110,-2.114532861491106,-2.001480000210124,
16,48,21,81,-1.0586069540544105,-1.3156767939059373,
4,90,14,146,-2.9014215940827497,-2.2823823856765264,
11,52,23,100,-1.4853852637641216,-1.437066686493314,
7,63,33,94,-2.0794415416798357,-1.0275163669843794,
15,54,23,123,-1.2347444629926898,-1.6422277352570913,
19,80,32,157,-1.3987168811184478,-1.5660874715604864,
16,58,33,99,-1.2443240998495033,-1.0788096613719298,
26,60,59,106,-0.8150369981689822,-0.5784842722398056,
31,12,56,18,0.9007865453381899,1.0986122886681098,
28,55,37,89,-0.6580558607486751,-0.8622235106038793,
11,62,31,92,-1.6582280766035324,-1.0668635903535293,
16,32,40,62,-0.6632942174102642,-0.42956265968722485,
11,33,37,51,-1.041453874828161,-0.31365755885504165,
13,39,15,67,-1.0498221244986778,-1.4469189829363254,
15,43,34,74,-1.0116009116784799,-0.7621400520468967,
23,50,39,115,-0.7537718023763802,-1.0647107369924282,
3,35,9,62,-2.1972245773362196,-1.8405496333974871,
16,38,47,74,-0.8303483020734304,-0.4462871026284195,
8,69,20,146,-2.05127066471314,-1.9459101490553135,
7,32,28,75,-1.4170660197866443,-0.963437510299857,
15,60,13,85,-1.33828514193353,-1.8152899666382492,
18,47,49,86,-0.9267620317414506,-0.5538851132264377,
5,65,10,110,-2.3978952727983707,-2.3116349285139637,
13,20,34,45,-0.40546510810816444,-0.2732933349996813,
20,75,48,125,-1.286210902562908,-0.9444616088408514,
11,64,27,110,-1.6894806201076367,-1.3773256911371303,
12,64,21,135,-1.6094379124341003,-1.821612432377736,
13,34,25,57,-0.916290731874155,-0.8023464725249373,
8,51,22,109,-1.754019141245208,-1.5649861498632667,
10,41,30,57,-1.3397743454849977,-0.6264558060612732,
17,48,22,85,-1.001448540214462,-1.318853080324358,
13,28,32,81,-0.7282385003712154,-0.9102116857977728,
24,36,33,67,-0.39204208777602373,-0.6931471805599453,
10,15,50,40,-0.3746934494414107,0.21825356602001797,
20,40,62,94,-0.6690496289808848,-0.4107421652090082,
18,45,43,89,-0.8842024173226546,-0.7156200364120039,
19,71,37,92,-1.2809338454620642,-0.8950133334268701,
21,64,30,100,-1.0833448165373212,-1.1811333123561132,
18,45,32,79,-0.8842024173226546,-0.8855190732074014,
14,70,14,116,-1.5546296759391054,-2.0541237336955462,
23,56,30,94,-0.8649974374866046,-1.1198896871153945,
5,26,24,45,-1.5040773967762742,-0.6097655716208943,
18,50,55,91,-0.9873866535578852,-0.496436886313891,
23,119,30,202,-1.6094379124341003,-1.879218774556641,
11,35,22,44,-1.0986122886681098,-0.6711682738411702,
9,50,28,79,-1.62924053973028,-1.0147308046874075,
12,76,24,125,-1.7788560643921472,-1.6174060820832774,
13,52,24,80,-1.3312345839368633,-1.1755733298042381,
16,72,40,93,-1.457246097092175,-0.8297227155656961,
24,60,42,133,-0.8919980393051105,-1.136639684257349,
4,49,28,109,-2.3025850929940455,-1.3331845358059422,
12,57,28,104,-1.4954936530848826,-1.2866645201710494,
21,53,36,93,-0.8979415932059586,-0.9323768696257794,
16,66,32,139,-1.37147927533475,-1.445134861142824,
7,49,35,98,-1.8325814637483102,-1.0116009116784799,
16,29,31,59,-0.5679840376059393,-0.6286086594223742,
15,56,27,114,-1.270462545594769,-1.4127276181880462,
11,50,30,84,-1.4469189829363254,-1.0086640520051702,
18,94,40,129,-1.6094379124341003,-1.1539623837512747,
26,78,44,138,-1.0736109864626924,-1.127811443360372,
21,37,38,101,-0.5465437063680699,-0.9614111671546247,
22,72,43,131,-1.1549652252192415,-1.0986122886681098,
15,62,22,74,-1.3705460041517514,-1.181993897607161,
9,36,26,64,-1.3083328196501787,-0.878550403891308,
11,70,22,103,-1.777773227253315,-1.508896683212223,
11,46,14,94,-1.3652409519220583,-1.845826690498331,
16,84,25,128,-1.6094379124341003,-1.60171586634019,
10,69,23,99,-1.8505999692509885,-1.4271163556401458,
24,50,34,82,-0.712949807856125,-0.8634925463071842,
20,49,27,90,-0.8675005677047231,-1.1786549963416462,
11,74,20,137,-1.8325814637483102,-1.8827312474337816,
11,49,22,79,-1.4271163556401458,-1.246532418744732,
11,81,30,98,-1.9218125974762528,-1.1611326456494435,
31,36,51,75,-0.14518200984449783,-0.3794896217049037,
11,46,15,84,-1.3652409519220583,-1.6700625342505353,
18,41,26,87,-0.7932306391169278,-1.1814999484738773,
17,62,30,126,-1.252762968495368,-1.410199881973445,
4,60,22,118,-2.501435951739211,-1.6436292771823797,
18,49,36,90,-0.9675840262617056,-0.8999415938726256,
16,47,40,81,-1.0379876668516748,-0.6931471805599453,
18,53,23,74,-1.0445450673978338,-1.1394342831883648,
22,91,56,156,-1.3862943611198906,-1.0131945375137579,
7,50,9,99,-1.8523840910444898,-2.3025850929940455,
8,66,33,103,-2.0074680420547466,-1.1180303745252114,
20,90,36,154,-1.466337068793427,-1.4325072042750222,
17,26,37,58,-0.40546510810816444,-0.43995128417933377,
12,69,21,105,-1.6835458845878222,-1.5723966407537513,
9,50,25,86,-1.62924053973028,-1.2078115806331016,
5,57,16,101,-2.268683541318364,-1.791759469228055,
12,41,45,59,-1.1727202608218315,-0.2657031657330056,
27,56,48,104,-0.7108467576593462,-0.7621400520468967,
