I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
10,57,16,112,-1.6625477377480489,-1.8941744746561244,
3,34,12,43,-2.169053700369523,-1.2192402764567243,
5,58,23,92,-2.2857779746776643,-1.3545456628053103,
1,25,10,55,-2.5649493574615367,-1.6274564179367788,
6,48,11,52,-1.9459101490553135,-1.4853852637641216,
8,34,15,62,-1.3581234841531944,-1.3705460041517514,
2,48,10,83,-2.793208009442517,-2.032921526044943,
2,48,6,67,-2.793208009442517,-2.2735975561207935,
5,68,7,102,-2.4423470353692043,-2.5552874465498,
9,36,18,69,-1.3083328196501787,-1.3040562628829186,
1,41,13,72,-3.044522437723423,-1.6514021115331325,
5,31,12,59,-1.6739764335716716,-1.529395204760564,
6,27,8,32,-1.3862943611198906,-1.2992829841302609,
2,42,8,95,-2.662587827025453,-2.367123614131617,
2,27,16,53,-2.2335922215070942,-1.1557707025080584,
4,60,5,110,-2.501435951739211,-2.917770732084279,
9,30,14,49,-1.1314021114911006,-1.2039728043259361,
10,40,7,72,-1.3156767939059373,-2.211017899468555,
8,52,7,74,-1.7730673362159024,-2.2380465718564744,
14,27,8,39,-0.6241543090729939,-1.491654876777717,
3,40,9,48,-2.327277705584417,-1.589235205116581,
7,58,10,124,-1.9980959022258835,-2.430418464503931,
5,40,12,51,-1.9218125974762528,-1.3862943611198906,
2,41,5,88,-2.639057329615259,-2.6968769005040847,
1,23,4,43,-2.4849066497880004,-2.174751721484161,
9,55,11,90,-1.7227665977411035,-2.02595285672885,
6,36,22,76,-1.6650077635889111,-1.2083112059245342,
6,12,14,29,-0.6190392084062235,-0.6931471805599453,
3,47,18,98,-2.4849066497880004,-1.6506808709681495,
6,57,10,80,-2.114532861491106,-1.9965538818740682,
5,19,18,34,-1.2039728043259361,-0.6109090823229733,
6,43,15,70,-1.8382794848629478,-1.490091154801534,
3,15,6,20,-1.3862943611198906,-1.0986122886681098,
2,29,9,38,-2.3025850929940455,-1.3609765531356008,
1,29,5,44,-2.70805020110221,-2.0149030205422647,
13,24,22,54,-0.579818495252942,-0.8718389693033213,
6,25,8,41,-1.3121863889661687,-1.540445040947149,
3,40,11,69,-2.327277705584417,-1.7635885922613588,
2,32,6,86,-2.3978952727983707,-2.5199979695992702,
5,34,6,73,-1.7635885922613588,-2.3581549441488563,
8,37,20,77,-1.4403615823901665,-1.3121863889661687,
4,20,9,40,-1.4350845252893227,-1.410986973710262,
9,61,11,117,-1.824549292051046,-2.2857779746776643,
8,48,20,62,-1.6945957207744071,-1.0986122886681098,
3,49,5,73,-2.5257286443082556,-2.512305623976115,
8,42,19,71,-1.563975538357343,-1.2809338454620642,
3,27,11,33,-1.9459101490553135,-1.041453874828161,
1,25,7,53,-2.5649493574615367,-1.9095425048844386,
3,28,8,40,-1.9810014688665833,-1.5163474893680884,
3,43,10,89,-2.3978952727983707,-2.1019143975318944,
6,36,9,54,-1.6650077635889111,-1.7047480922384253,
7,29,14,47,-1.3217558399823195,-1.1631508098056809,
8,38,19,63,-1.466337068793427,-1.1631508098056809,
4,27,7,46,-1.7227665977411035,-1.7707060600302227,
8,36,24,89,-1.413693335308005,-1.2809338454620642,
4,46,4,86,-2.2407096892759584,-2.856470206220483,
7,31,14,46,-1.3862943611198906,-1.1420974006078484,
2,17,10,36,-1.791759469228055,-1.213022639845854,
3,32,6,31,-2.1102132003465894,-1.5198257537444133,
0,39,5,51,-3.6888794541139363,-2.159484249353372,
4,43,6,95,-2.174751721484161,-2.6184380424125226,
12,35,17,53,-1.0185695809945732,-1.0986122886681098,
6,46,10,90,-1.9042374526547454,-2.1129642337184795,
