I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
4,6,4,7,-0.3364722366212129,-0.4700036292457356,
0,40,0,54,-3.713572066704308,-4.007333185232471,
0,3,1,3,-1.3862943611198906,-0.6931471805599453,
1,11,2,23,-1.791759469228055,-2.0794415416798357,
1,33,2,44,-2.833213344056216,-2.70805020110221,
0,19,0,26,-2.995732273553991,-3.295836866004329,
1,7,1,18,-1.3862943611198906,-2.2512917986064953,
1,1,0,6,0.0,-1.9459101490553135,
0,5,2,12,-1.791759469228055,-1.466337068793427,
2,16,8,20,-1.7346010553881064,-0.8472978603872037,
2,1,6,6,0.4054651081081644,0.0,
0,7,0,16,-2.0794415416798357,-2.833213344056216,
0,2,0,1,-1.0986122886681098,-0.6931471805599453,
0,50,5,74,-3.9318256327243257,-2.5257286443082556,
3,12,7,19,-1.1786549963416462,-0.916290731874155,
1,1,2,0,0.0,1.0986122886681098,
1,7,0,9,-1.3862943611198906,-2.3025850929940455,
0,0,2,1,0.0,0.4054651081081644,
0,2,0,6,-1.0986122886681098,-1.9459101490553135,
1,0,2,1,0.6931471805599453,0.4054651081081644,
0,4,0,20,-1.6094379124341003,-3.044522437723423,
3,7,4,24,-0.6931471805599453,-1.6094379124341003,
1,10,1,20,-1.7047480922384253,-2.3513752571634776,
0,31,1,54,-3.4657359027997265,-3.3141860046725258,
2,2,2,7,0.0,-0.9808292530117262,
0,9,0,8,-2.3025850929940455,-2.1972245773362196,
1,47,0,63,-3.1780538303479458,-4.1588830833596715,
1,34,4,25,-2.8622008809294686,-1.6486586255873816,
0,60,0,81,-4.110873864173311,-4.406719247264253,
0,8,1,10,-2.1972245773362196,-1.7047480922384253,
0,26,1,37,-3.295836866004329,-2.9444389791664407,
6,0,13,1,1.9459101490553132,1.9459101490553132,
5,11,12,14,-0.6931471805599453,-0.1431008436406733,
2,93,1,129,-3.4446824936018943,-4.174387269895637,
0,31,0,49,-3.4657359027997265,-3.912023005428146,
1,30,1,38,-2.740840023925201,-2.9704144655697013,
0,17,2,18,-2.890371757896165,-1.845826690498331,
0,39,1,51,-3.6888794541139363,-3.258096538021482,
0,14,1,16,-2.70805020110221,-2.1400661634962708,
6,24,4,49,-1.2729656758128873,-2.3025850929940455,
0,39,4,54,-3.6888794541139363,-2.3978952727983707,
1,12,0,18,-1.8718021769015913,-2.9444389791664407,
0,21,2,31,-3.0910424533583156,-2.367123614131617,
2,13,5,8,-1.540445040947149,-0.40546510810816444,
0,0,2,1,0.0,0.4054651081081644,
6,8,11,21,-0.25131442828090605,-0.6061358035703156,
0,11,0,19,-2.4849066497880004,-2.995732273553991,
1,33,4,67,-2.833213344056216,-2.6100697927420065,
1,0,0,0,0.6931471805599453,0.0,
0,6,2,31,-1.9459101490553135,-2.367123614131617,
0,35,0,47,-3.58351893845611,-3.871201010907891,
0,2,1,11,-1.0986122886681098,-1.791759469228055,
2,4,8,2,-0.5108256237659907,1.0986122886681098,
2,27,4,21,-2.2335922215070942,-1.4816045409242156,
1,56,5,83,-3.349904087274605,-2.639057329615259,
0,27,1,29,-3.332204510175204,-2.70805020110221,
1,23,0,35,-2.4849066497880004,-3.58351893845611,
0,18,1,25,-2.9444389791664407,-2.5649493574615367,
0,56,0,74,-4.04305126783455,-4.31748811353631,
2,49,4,62,-2.8134107167600364,-2.5336968139574325,
2,24,1,44,-2.120263536200091,-3.1135153092103742,
0,11,0,22,-2.4849066497880004,-3.1354942159291497,
0,30,1,30,-3.4339872044851463,-2.740840023925201,
4,4,9,6,0.0,0.3566749439387324,
5,3,3,3,0.4054651081081644,0.0,
6,11,7,5,-0.5389965007326869,0.28768207245178085,
5,84,1,130,-2.6508917872622613,-4.182050142641207,
1,7,0,15,-1.3862943611198906,-2.772588722239781,
0,16,0,18,-2.833213344056216,-2.9444389791664407,
1,41,1,71,-3.044522437723423,-3.58351893845611,
0,2,0,7,-1.0986122886681098,-2.0794415416798357,
0,45,0,78,-3.828641396489095,-4.3694478524670215,
0,1,3,6,-0.6931471805599453,-0.5596157879354228,
1,33,0,41,-2.833213344056216,-3.7376696182833684,
0,9,0,19,-2.3025850929940455,-2.995732273553991,
1,6,4,12,-1.252762968495368,-0.9555114450274363,
4,13,2,15,-1.0296194171811581,-1.6739764335716716,
0,11,3,6,-2.4849066497880004,-0.5596157879354228,
0,4,0,7,-1.6094379124341003,-2.0794415416798357,
1,5,0,5,-1.0986122886681098,-1.791759469228055,
1,29,2,31,-2.70805020110221,-2.367123614131617,
0,16,2,14,-2.833213344056216,-1.6094379124341003,
0,0,2,1,0.0,0.4054651081081644,
6,6,12,25,0.0,-0.6931471805599453,
5,4,4,7,0.1823215567939546,-0.4700036292457356,
0,26,1,55,-3.295836866004329,-3.332204510175204,
6,44,9,68,-1.8607523407150064,-1.9315214116032136,
0,0,0,1,0.0,-0.6931471805599453,
0,13,1,13,-2.639057329615259,-1.9459101490553135,
2,15,1,28,-1.6739764335716716,-2.6741486494265287,
0,33,2,58,-3.5263605246161616,-2.9789251552376097,
2,5,18,5,-0.6931471805599453,1.1526795099383853,
2,2,3,2,0.0,0.28768207245178085,
0,0,1,0,0.0,0.6931471805599453,
3,18,2,25,-1.55814461804655,-2.159484249353372,
3,74,8,103,-2.9311937524164198,-2.4471663218051534,
3,4,6,5,-0.2231435513142097,0.15415067982725836,
3,4,4,3,-0.2231435513142097,0.22314355131420976,
2,13,2,23,-1.540445040947149,-2.0794415416798357,
3,6,2,3,-0.5596157879354228,-0.2876820724517809,
1,26,0,30,-2.6026896854443837,-3.4339872044851463,
0,78,2,119,-4.3694478524670215,-3.6888794541139363,
2,7,4,9,-0.9808292530117262,-0.6931471805599453,
1,3,0,7,-0.6931471805599453,-2.0794415416798357,
0,14,6,20,-2.70805020110221,-1.0986122886681098,
3,6,2,3,-0.5596157879354228,-0.2876820724517809,
1,9,2,16,-1.6094379124341003,-1.7346010553881064,
1,14,6,13,-2.0149030205422647,-0.6931471805599453,
0,26,0,38,-3.295836866004329,-3.6635616461296463,
1,6,2,15,-1.252762968495368,-1.6739764335716716,
1,11,1,19,-1.791759469228055,-2.3025850929940455,
2,48,4,84,-2.793208009442517,-2.833213344056216,
3,21,4,37,-1.7047480922384253,-2.0281482472922856,
1,3,0,4,-0.6931471805599453,-1.6094379124341003,
0,0,2,0,0.0,1.0986122886681098,
0,5,1,5,-1.791759469228055,-1.0986122886681098,
