I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
6,58,18,87,-2.1316272948504063,-1.532897835311766,
2,57,14,97,-2.9618307218783095,-1.8769172775683618,
4,88,9,151,-2.8791984572980396,-2.7212954278522306,
9,50,14,96,-1.62924053973028,-1.8666607774011728,
7,97,18,166,-2.505525936990736,-2.1735548332503147,
9,54,23,110,-1.7047480922384253,-1.5314763709643884,
11,64,13,119,-1.6894806201076367,-2.1484344131667874,
5,42,17,78,-1.9694406464655074,-1.4790760945708568,
7,63,10,107,-2.0794415416798357,-2.2842359543258492,
2,34,11,64,-2.456735772821304,-1.6894806201076367,
6,48,17,99,-1.9459101490553135,-1.7147984280919266,
2,61,6,122,-3.028522096376982,-2.866274206317104,
3,73,8,108,-2.917770732084279,-2.4941233048929243,
4,44,20,97,-2.1972245773362196,-1.540445040947149,
7,55,6,112,-1.9459101490553135,-2.7814776696570274,
6,52,12,101,-2.0243817644968085,-2.0600234558227344,
6,64,16,110,-2.228477120840324,-1.8763168572561182,
0,12,4,12,-2.5649493574615367,-0.9555114450274363,
7,59,10,93,-2.0149030205422647,-2.145399509471633,
5,65,3,118,-2.3978952727983707,-3.392829131991639,
8,29,9,57,-1.2039728043259361,-1.7578579175523736,
10,39,12,90,-1.2909841813155656,-1.9459101490553135,
4,45,16,60,-2.2192034840549946,-1.2776605201170952,
6,29,22,73,-1.455287232606842,-1.16857087727502,
9,89,12,139,-2.1972245773362196,-2.3766930651477676,
11,76,15,108,-1.8588987720656835,-1.9187591599893623,
7,68,11,114,-2.1546649629174235,-2.26002547857525,
7,86,9,144,-2.386466576974748,-2.6741486494265287,
1,48,4,93,-3.1986731175506815,-2.9338568698359033,
2,57,13,64,-2.9618307218783095,-1.5353299402803784,
2,30,13,83,-2.3353749158170367,-1.791759469228055,
5,14,14,24,-0.916290731874155,-0.5108256237659907,
4,39,14,75,-2.0794415416798357,-1.622683139184121,
4,54,10,88,-2.3978952727983707,-2.0907410969337694,
6,52,15,107,-2.0243817644968085,-1.9095425048844386,
4,26,20,58,-1.6863989535702288,-1.0330150061822965,
2,49,11,107,-2.8134107167600364,-2.1972245773362196,
16,50,17,86,-1.0986122886681098,-1.575536360758419,
8,39,21,87,-1.491654876777717,-1.3862943611198906,
11,85,30,167,-1.9694406464655074,-1.6899767749181127,
15,71,13,103,-1.5040773967762742,-2.005333569526114,
8,31,21,61,-1.2685113254635072,-1.0360919316867756,
3,71,7,121,-2.890371757896165,-2.7245795030534206,
4,29,16,45,-1.791759469228055,-0.995428052432879,
9,39,14,62,-1.3862943611198906,-1.4350845252893227,
0,37,5,71,-3.6375861597263857,-2.4849066497880004,
9,33,10,61,-1.2237754316221157,-1.729239112246721,
4,28,5,56,-1.7578579175523736,-2.2512917986064953,
8,97,16,148,-2.3877429013343523,-2.170732961889243,
3,32,17,64,-2.1102132003465894,-1.2840155119994723,
9,63,10,112,-1.8562979903656263,-2.32949254591397,
8,46,8,102,-1.6529230243738393,-2.4375044108934163,
7,97,16,144,-2.505525936990736,-2.1435203983643585,
18,65,35,127,-1.245215762859985,-1.2685113254635072,
2,38,8,71,-2.5649493574615367,-2.0794415416798357,
6,41,24,79,-1.791759469228055,-1.1631508098056809,
9,62,11,84,-1.8405496333974871,-1.957744606702316,
1,39,5,81,-2.995732273553991,-2.6149597780361984,
4,62,7,101,-2.5336968139574325,-2.5455312716044354,
9,7,16,20,0.22314355131420976,-0.2113090936672069,
6,67,19,115,-2.2735975561207935,-1.7578579175523736,
6,88,17,168,-2.5427262206768266,-2.239526957026909,
2,88,5,158,-3.39002408106403,-3.2771447329921766,
3,64,5,114,-2.7880929087757464,-2.953172659135195,
7,43,7,79,-1.7047480922384253,-2.3025850929940455,
4,37,13,88,-2.0281482472922856,-1.8495790401168812,
3,61,11,92,-2.740840023925201,-2.0476928433652555,
13,54,29,94,-1.3682758556172123,-1.1526795099383855,
9,48,30,94,-1.589235205116581,-1.1198896871153945,
8,34,9,54,-1.3581234841531944,-1.7047480922384253,
9,55,22,99,-1.7227665977411035,-1.4696759700589417,
6,58,17,89,-2.1316272948504063,-1.6094379124341003,
5,23,15,47,-1.3862943611198906,-1.0986122886681098,
11,55,21,109,-1.540445040947149,-1.6094379124341003,
7,60,17,130,-2.031432322493475,-1.9848255653049869,
7,84,12,115,-2.3632097148104805,-2.1886408336448278,
10,74,19,133,-1.91959284073794,-1.9021075263969205,
4,55,5,115,-2.4159137783010487,-2.9618307218783095,
10,56,27,72,-1.6451559950361796,-0.9582549309731873,
11,31,23,49,-0.9808292530117262,-0.7339691750802004,
12,57,18,99,-1.4954936530848826,-1.6607312068216509,
18,60,17,120,-1.1664348850068706,-1.9054187877005764,
13,74,20,117,-1.6784307839210517,-1.7261621867422419,
3,39,17,69,-2.3025850929940455,-1.3581234841531944,
6,74,15,149,-2.371577964480997,-2.2380465718564744,
10,49,15,79,-1.5141277326297755,-1.6094379124341003,
6,36,17,46,-1.6650077635889111,-0.9597758438138939,
0,58,10,114,-4.07753744390572,-2.3470368555648795,
8,36,17,79,-1.413693335308005,-1.491654876777717,
7,42,20,89,-1.6817585740137264,-1.455287232606842,
1,71,12,124,-3.58351893845611,-2.2633643798407643,
5,59,16,102,-2.3025850929940455,-1.8015156441734197,
7,33,21,55,-1.4469189829363254,-0.9343092373768334,
1,39,5,68,-2.995732273553991,-2.4423470353692043,
1,34,5,93,-2.8622008809294686,-2.751535313041949,
9,55,14,118,-1.7227665977411035,-2.0710732920093196,
8,96,12,202,-2.3774864011671633,-2.7482566215802504,
10,81,16,143,-2.0088239744658827,-2.1365999555197845,
7,50,17,89,-1.8523840910444898,-1.6094379124341003,
6,44,9,85,-1.8607523407150064,-2.151762203259462,
6,50,21,75,-1.9859154836690123,-1.2396908869280152,
5,47,19,100,-2.0794415416798357,-1.6193882432872684,
7,66,23,164,-2.12525107771113,-1.927891643552635,
5,66,20,110,-2.412933150162911,-1.6650077635889111,
8,39,22,96,-1.491654876777717,-1.4392167625742331,
5,50,21,105,-2.1400661634962708,-1.5723966407537513,
12,49,20,82,-1.3470736479666092,-1.374318170073175,
4,47,14,75,-2.2617630984737906,-1.622683139184121,
9,30,13,67,-1.1314021114911006,-1.580450375560848,
5,39,15,57,-1.8971199848858813,-1.2878542883066382,
6,42,8,79,-1.8152899666382492,-2.184802057337662,
11,63,20,101,-1.6739764335716716,-1.580450375560848,
10,28,15,51,-0.9694005571881036,-1.1786549963416462,
6,55,7,90,-2.0794415416798357,-2.431417964837014,
7,80,18,140,-2.315007612992603,-2.0043209112117277,
6,28,20,54,-1.4213856809311607,-0.9628107475090478,
9,52,15,87,-1.667706820558076,-1.7047480922384253,
12,74,18,137,-1.7525387560747736,-1.9828147059907641,
15,63,19,111,-1.3862943611198906,-1.7227665977411035,
4,66,9,124,-2.5952547069568657,-2.5257286443082556,
6,53,6,95,-2.043073897508961,-2.6184380424125226,
5,34,8,98,-1.7635885922613588,-2.3978952727983707,
6,58,4,75,-2.1316272948504063,-2.7212954278522306,
4,58,4,97,-2.468099531471619,-2.9755295662364714,
10,72,21,123,-1.8925641683500207,-1.729239112246721,
9,63,14,93,-1.8562979903656263,-1.8352445811677938,
6,76,20,131,-2.3978952727983707,-1.8382794848629478,
5,52,15,113,-2.178532444324067,-1.9636097261547143,
6,33,12,66,-1.580450375560848,-1.6397432619294292,
6,29,11,50,-1.455287232606842,-1.4469189829363254,
3,55,16,93,-2.639057329615259,-1.7100814382137877,
5,64,12,102,-2.382627800667582,-2.069779630768099,
8,42,10,70,-1.563975538357343,-1.864784604242945,
3,49,3,79,-2.5257286443082556,-2.995732273553991,
4,53,12,94,-2.379546134130174,-1.988927534139004,
7,96,7,147,-2.495269436823547,-2.917770732084279,
