"","x"
"1",-3.04452243772342
"2",-2.99573227355399
"3",0.693147180559945
"4",0
"5",-2.77258872223978
"6",0
"7",-2.89037175789616
"8",-2.89037175789616
"9",-3.87120101090789
"10",-2.36712361413162
"11",-2.39789527279837
"12",-2.56494935746154
"13",-3.19867311755068
"14",-0.606135803570316
"15",-2.56494935746154
"16",-2.77258872223978
"17",-3.09104245335832
"18",-3.52636052461616
"19",-3.66356164612965
"20",-2.89037175789616
"21",-2.89037175789616
"22",-2.56494935746154
"23",-4.04305126783455
"24",-1.38629436111989
"25",-1.38629436111989
"26",-3.68887945411394
"27",-3.36729582998647
"28",-3.04452243772342
"29",-1.7227665977411
"30",-3.49650756146648
"31",-0.847297860387204
"32",-3.78418963391826
"33",-2.91777073208428
"34",-1.87180217690159
"35",-1.67397643357167
"36",-2.07944154167984
"37",-3.52636052461616
"38",-2.19722457733622
"39",-3.46573590279973
"40",-3.13549421592915
"41",-3.58351893845611
"42",-4.4188406077966
"43",-3.13549421592915
"44",-3.36729582998647
"45",-3.13549421592915
"46",-3.09104245335832
"47",-3.31418600467253
"48",-2.63905732961526
"49",-2.56494935746154
"50",-2.484906649788
"51",-3.80666248977032
"52",-3.43398720448515
"53",-2.14006616349627
"54",-2.63905732961526
"55",-2.83321334405622
"56",-2.63905732961526
"57",-2.27726728500976
"58",-0.287682072451781
"59",-3.13549421592915
"60",-2.484906649788
"61",-1.50407739677627
"62",-2.39789527279837
"63",-3.04452243772342
"64",-2.19722457733622
"65",-1.09861228866811
"66",-3.13549421592915
"67",-2.99573227355399
"68",-3.13549421592915
"69",-3.43398720448515
"70",-3.3322045101752
"71",-2.07944154167984
"72",-2.19722457733622
"73",-3.49650756146648
"74",0
"75",-3.02852209637698
"76",-1.94591014905531
"77",-1.70474809223843
"78",-3.2188758248682
"79",-2.19722457733622
"80",-3.58351893845611
"81",-1.79175946922805
"82",-2.94443897916644
"83",-3.66356164612965
"84",-2.52572864430826
"85",-2.70805020110221
"86",-2.19722457733622
"87",-3.48124008933569
"88",-3.13549421592915
"89",-2.4423470353692
"90",-3.93182563272433
"91",-3.2188758248682
"92",-0.693147180559945
"93",-1.25276296849537
"94",-2.30258509299405
"95",0.405465108108164
"96",-3.04452243772342
"97",-2.56494935746154
"98",-2.23359222150709
"99",-2.484906649788
"100",-3.98898404656427
"101",-3.89182029811063
"102",-2.70805020110221
"103",-1.94591014905531
"104",-2.83321334405622
"105",-1.79175946922805
"106",-3.80666248977032
"107",-2.39789527279837
"108",-2.60268968544438
"109",-3.71357206670431
"110",-2.4423470353692
"111",-2.67414864942653
"112",-1.38629436111989
"113",-2.91777073208428
"114",-2.99573227355399
"115",-2.75684036527164
"116",-2.77258872223978
"117",-3.13549421592915
"118",-3.58351893845611
"119",-2.67414864942653
"120",-2.22462355152433
"121",-1.38629436111989
"122",-2.63905732961526
"123",-2.89037175789616
"124",-3.36729582998647
"125",-2.56494935746154
"126",-1.09861228866811
"127",-1.38629436111989
"128",-2.56494935746154
"129",-2.94443897916644
"130",-2.39789527279837
"131",-2.19722457733622
"132",-3.29583686600433
"133",-1.50407739677627
"134",-2.63905732961526
"135",-4.07753744390572
"136",-3.13549421592915
"137",-2.52572864430826
"138",-1.6094379124341
"139",0
"140",-2.56494935746154
