"","x"
"1",-2.89037175789616
"2",-4.48863636973214
"3",-3.40119738166216
"4",-3.3322045101752
"5",-1.09861228866811
"6",-1.09861228866811
"7",-2.63905732961526
"8",-2.66258782702545
"9",-3.25809653802148
"10",-2.2512917986065
"11",-2.39789527279837
"12",-2.94443897916644
"13",-2.14006616349627
"14",-3.61091791264422
"15",-3.8286413964891
"16",-2.99573227355399
"17",-2.36712361413162
"18",-4.39444915467244
"19",-2.86220088092947
"20",-3.63758615972639
"21",-2.89037175789616
"22",-3.78418963391826
"23",-3.19867311755068
"24",-3.09104245335832
"25",-3.32022831912849
"26",-3.76120011569356
"27",-3.25809653802148
"28",-2.52572864430826
"29",-3.55534806148941
"30",-3.76120011569356
"31",-2.484906649788
"32",-4.51085950651685
"33",-2.83321334405622
"34",-3.95124371858143
"35",-3.2188758248682
"36",-2.94443897916644
"37",-2.50552593699074
"38",-2.52572864430826
"39",-3.66356164612965
"40",-2.21920348405499
"41",-3.25809653802148
"42",-3.13549421592915
"43",-2.30258509299405
"44",-3.85014760171006
"45",-3.2188758248682
"46",-3.61091791264422
"47",-2.99573227355399
"48",-3.87120101090789
"49",-3.49650756146648
"50",-1.89711998488588
"51",-0.693147180559945
"52",-2.7408400239252
"53",-4.15888308335967
"54",-0.887303195000903
"55",-4.11087386417331
"56",-2.07944154167984
"57",-2.66258782702545
"58",-3.36729582998647
"59",-3.93182563272433
"60",-2.70805020110221
"61",-3.52636052461616
"62",-2.33537491581704
"63",-2.63905732961526
"64",-2.63905732961526
"65",-2.77258872223978
"66",-3.06805293513362
"67",-3.11351530921037
"68",-4.24849524204936
"69",-2.77258872223978
"70",-2.22462355152433
"71",-3.2188758248682
"72",-1.94591014905531
"73",-3.09104245335832
"74",-2.15948424935337
"75",-3.55534806148941
"76",-1.38629436111989
"77",-2.19722457733622
"78",-2.99573227355399
"79",-3.58351893845611
"80",-1.94591014905531
"81",-4.53259949315326
"82",-2.87638551592142
"83",-2.83321334405622
"84",-2.52572864430826
"85",-3.58351893845611
"86",-4.57471097850338
"87",-3.2188758248682
"88",-3.43398720448515
"89",-3.3322045101752
"90",-3.68887945411394
"91",-4.00733318523247
"92",-4.49980967033027
"93",-2.9704144655697
"94",-3.73766961828337
"95",-3.55534806148941
"96",-0.693147180559945
"97",-3.89182029811063
"98",-2.52572864430826
"99",-2.05412373369555
"100",-2.63905732961526
"101",-4.15888308335967
"102",-1.70474809223843
"103",-2.03688192726104
"104",-3.54095932403731
"105",-2.89037175789616
"106",-3.52636052461616
"107",-4.07753744390572
"108",-4.40671924726425
"109",-3.2188758248682
"110",-3.25809653802148
"111",-0.916290731874155
"112",-4.21950770517611
"113",-1.94591014905531
"114",-0.287682072451781
"115",-2.30258509299405
"116",-3.98898404656427
"117",-3.67630067190708
"118",-3.87120101090789
"119",-2.77258872223978
"120",-2.12026353620009
"121",-2.99573227355399
"122",-2.81341071676004
"123",-3.09104245335832
"124",-3.40119738166216
"125",-2.77258872223978
"126",-2.89037175789616
"127",-4.23410650459726
"128",-2.34180580614733
"129",-4.18965474202643
"130",-3.04452243772342
"131",-2.83321334405622
"132",-2.99573227355399
"133",-1.81915844341617
"134",-3.73766961828337
"135",-2.80336038090653
"136",-3.17805383034795
"137",-4.29045944114839
"138",-2.99573227355399
"139",-3.29583686600433
"140",-2.39789527279837
"141",-1.38629436111989
"142",-3.13549421592915
"143",-3.46573590279973
"144",-2.77258872223978
"145",-2.484906649788
"146",-2.94443897916644
"147",-2.30258509299405
"148",-3.8286413964891
"149",-2.94443897916644
"150",-3.29583686600433
"151",-1.55814461804655
"152",-2.63905732961526
"153",-2.39789527279837
"154",-2.70805020110221
"155",-3.02042488614436
"156",-3.8286413964891
"157",-3.61091791264422
"158",-2.39789527279837
"159",-1.38629436111989
"160",-1.50407739677627
"161",-2.77258872223978
"162",-3.29583686600433
"163",-3.80666248977032
"164",-2.77258872223978
"165",-2.30258509299405
"166",-2.50552593699074
"167",-2.77258872223978
"168",-1.38629436111989
"169",-2.01490302054226
"170",-0.944461608840851
"171",-3.63758615972639
"172",-3.68887945411394
"173",-4.07753744390572
"174",-3.46573590279973
"175",-0.980829253011726
"176",-2.19722457733622
"177",-3.13549421592915
"178",-2.2512917986065
"179",-3.49650756146648
"180",-3.17805383034795
"181",-2.89037175789616
"182",-2.54944517092557
"183",-4.27666611901606
