"","x"
"1",3.07961375753469
"2",-0.49783842823918
"3",-1.46633706879343
"4",-1.54756250871601
"5",-1.17272026082183
"6",1.6094379124341
"7",1.71297859137494
"8",0.34484048629173
"9",1.05605267424931
"10",0.961411167154625
"11",1.16760516015506
"12",-0.270290329739912
"13",0.470003629245736
"14",-1.96944064646551
"15",0.268263986594679
"16",0.374693449441411
"17",0.34484048629173
"18",0.382992252256106
"19",0.485507815781701
"20",-0.287682072451781
"21",1.81915844341617
"22",-0.150282203049338
"23",-2.0949457282158
"24",-0.287682072451781
"25",0.0377403279828471
"26",-0.405465108108164
"27",-0.810930216216329
"28",-1.09861228866811
"29",-4.23410650459726
"30",0.239229689065834
"31",-2.28819635554195
"32",0.451985123743057
"33",0
"34",2.01490302054226
"35",0.048790164169432
"36",-0.171850256926659
"37",-2.484906649788
"38",-1.46151778235748
"39",-0.143100843640673
"40",0.0896121586896871
"41",-0.854415328156068
"42",-0.455475528682826
"43",1.23214368129263
"44",-2.01490302054226
"45",0.543615446588982
"46",3.13549421592915
"47",-0.187598613894798
"48",0.325422400434628
"49",0
"50",0.141078598259906
"51",0.197359434158495
"52",0.693147180559945
"53",3.13549421592915
"54",-2.07944154167984
"55",1.6094379124341
"56",0.609064063349404
"57",-1.04982212449868
"58",-1.00458333901983
"59",0.0618754037180875
"60",-1.03609193168678
"61",-0.133531392624523
"62",0.0476280489892547
"63",-1.03609193168678
"64",0.336472236621213
"65",-1.53393035992596
"66",-0.374693449441411
"67",1.28093384546206
"68",-0.606135803570316
"69",0.593063722002963
"70",-2.95751106073379
"71",0.182321556793955
"72",-0.158224005214894
"73",-0.31015492830384
"74",0.379489621704904
"75",0.958850346292951
"76",1.34373474670109
"77",-0.823200308808143
"78",-0.389464766761723
"79",1.05779029414785
"80",0.405465108108164
"81",0.75377180237638
"82",0.200670695462151
"83",1.58045037556085
"84",0.247836163904581
"85",-1.43848011429046
"86",-1.79175946922805
"87",0.65677953638907
"88",-0.115069329784787
"89",0.175890666463664
"90",-0.559615787935423
"91",1.41098697371026
"92",1.8067973465926
"93",1.30833281965018
"94",-1.40399393821929
"95",0.367724780125317
"96",-2.2512917986065
"97",-0.105360515657826
"98",0.780158557549575
"99",-0.0444517625708338
"100",1.34223437132586
"101",-0.475423696715075
"102",-0.418710334858185
"103",-0.182321556793955
"104",0.405465108108164
"105",3.3499040872746
"106",-0.998528830111127
"107",-1.6094379124341
"108",0.897941593205959
"109",-1.23676262714893
"110",0.538996500732687
"111",0.23967285326542
"112",0.305381649551182
"113",-0.863046217355343
"114",-0.0425596144187959
"115",1.06087196068526
"116",-2.50143595173921
"117",-0.496436886313891
"118",-1.27296567581289
"119",0.186585955580412
"120",0.0723206615796261
"121",0.890972923889865
"122",-1.1999647829284
"123",-0.212561441983673
"124",-0.952008814476234
"125",-0.410914712875729
"126",0.475423696715075
"127",-0.889262059486236
"128",0.715620036412004
"129",-0.389464766761723
"130",2.39789527279837
"131",1.1314021114911
"132",-0.287682072451781
"133",-2.05412373369555
"134",0.0363676441708748
"135",-2.02001812120904
"136",2.39789527279837
"137",1.96944064646551
"138",0.405465108108164
"139",-0.566395474920801
"140",-0.146603474191875
"141",0.545227050483323
"142",2.07944154167984
"143",1.92181259747625
"144",-2.12823170584927
"145",-1.28401551199947
"146",0.356674943938732
"147",2.70805020110221
"148",-1.25276296849537
"149",0.305381649551182
"150",-1.05860695405441
"151",-0.950976289862045
"152",0.22314355131421
"153",-0.351397886837889
"154",-0.293761118528163
"155",-1.06087196068526
"156",1.33500106673234
"157",-1.28093384546206
"158",-2.79320800944252
"159",-0.624154309072994
"160",0.916290731874155
"161",-1.58696505658204
"162",0.0392207131532813
"163",0.307484699747961
"164",-0.693147180559945
"165",-0.093090423066012
"166",0.693147180559945
"167",-0.117783035656384
"168",-0.622529613345992
"169",-0.773189888233482
