I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
17,6,46,6,0.9444616088408515,1.9042374526547452,
3,10,3,36,-1.0116009116784799,-2.2246235515243336,
22,12,37,21,0.5705448584676129,0.5465437063680699,
14,4,34,11,1.0986122886681098,1.0704414117014134,
5,6,9,2,-0.15415067982725836,1.2039728043259361,
14,0,28,4,2.70805020110221,1.7578579175523736,
7,22,16,27,-1.0560526742493137,-0.4989911661189879,
3,6,10,12,-0.5596157879354228,-0.1670540846631662,
11,9,15,16,0.1823215567939546,-0.060624621816434854,
12,7,29,12,0.4855078157817008,0.8362480242006185,
2,4,0,5,-0.5108256237659907,-1.791759469228055,
3,16,10,36,-1.4469189829363254,-1.213022639845854,
2,3,4,7,-0.2876820724517809,-0.4700036292457356,
1,4,3,4,-0.916290731874155,-0.2231435513142097,
5,14,5,20,-0.916290731874155,-1.252762968495368,
6,7,5,16,-0.13353139262452263,-1.041453874828161,
6,14,8,24,-0.7621400520468967,-1.0216512475319814,
9,4,10,13,0.6931471805599453,-0.2411620568168881,
5,20,0,26,-1.252762968495368,-3.295836866004329,
3,13,2,18,-1.252762968495368,-1.845826690498331,
8,13,12,20,-0.4418327522790392,-0.4795730802618862,
13,5,20,9,0.8472978603872037,0.7419373447293773,
9,2,13,3,1.2039728043259361,1.252762968495368,
8,17,2,17,-0.6931471805599453,-1.791759469228055,
9,3,34,8,0.9162907318741551,1.3581234841531944,
18,0,25,2,2.9444389791664403,2.159484249353372,
9,1,23,4,1.6094379124341003,1.5686159179138452,
2,27,1,48,-2.2335922215070942,-3.1986731175506815,
13,2,19,3,1.540445040947149,1.6094379124341003,
13,16,23,36,-0.1941560144409575,-0.43286408229627876,
40,6,41,7,1.7676619176489945,1.6582280766035324,
4,6,7,10,-0.3364722366212129,-0.3184537311185346,
2,10,6,11,-1.2992829841302609,-0.5389965007326869,
0,15,4,25,-2.772588722239781,-1.6486586255873816,
16,13,20,22,0.1941560144409574,-0.09097177820572676,
4,3,8,5,0.22314355131420976,0.4054651081081644,
12,11,22,29,0.08004270767353636,-0.2657031657330056,
8,7,11,14,0.11778303565638346,-0.2231435513142097,
10,2,8,6,1.2992829841302609,0.25131442828090617,
15,11,21,20,0.28768207245178085,0.04652001563489291,
3,9,3,13,-0.916290731874155,-1.252762968495368,
6,9,12,16,-0.35667494393873245,-0.2682639865946794,
9,2,17,2,1.2039728043259361,1.791759469228055,
5,10,6,17,-0.6061358035703156,-0.9444616088408514,
1,19,3,28,-2.3025850929940455,-1.9810014688665833,
3,12,5,18,-1.1786549963416462,-1.1526795099383855,
2,9,4,12,-1.2039728043259361,-0.9555114450274363,
13,3,12,6,1.252762968495368,0.6190392084062235,
3,14,14,30,-1.3217558399823195,-0.7259370033829361,
8,7,13,8,0.11778303565638346,0.44183275227903923,
7,15,17,24,-0.6931471805599453,-0.3285040669720361,
13,6,16,19,0.6931471805599453,-0.16251892949777494,
13,27,18,37,-0.6931471805599453,-0.6931471805599453,
8,19,6,26,-0.7985076962177716,-1.349926716949016,
3,4,5,3,-0.2231435513142097,0.4054651081081644,
8,10,12,17,-0.2006706954621511,-0.325422400434628,
16,6,19,23,0.8873031950009027,-0.1823215567939546,
7,4,17,7,0.47000362924573563,0.8109302162163288,
8,0,13,8,2.1972245773362196,0.44183275227903923,
12,8,15,30,0.36772478012531734,-0.661398482245365,
5,7,11,12,-0.2876820724517809,-0.08004270767353637,
13,12,22,13,0.07410797215372183,0.49643688631389105,
1,4,9,5,-0.916290731874155,0.5108256237659907,
2,17,14,15,-1.791759469228055,-0.06453852113757118,
18,14,19,22,0.23638877806423034,-0.13976194237515874,
9,9,9,10,0.0,-0.0953101798043249,
4,2,10,4,0.5108256237659907,0.7884573603642703,
7,12,4,21,-0.48550781578170077,-1.4816045409242156,
17,9,24,18,0.5877866649021191,0.27443684570176036,
17,6,11,11,0.9444616088408515,0.0,
12,7,22,13,0.4855078157817008,0.49643688631389105,
15,7,28,10,0.6931471805599453,0.9694005571881035,
8,3,26,3,0.8109302162163288,1.9095425048844386,
2,8,14,22,-1.0986122886681098,-0.4274440148269396,
5,2,3,9,0.6931471805599453,-0.916290731874155,
0,0,5,0,0.0,1.791759469228055,
5,12,19,27,-0.7731898882334817,-0.3364722366212129,
14,10,17,9,0.31015492830383945,0.5877866649021191,
18,5,20,12,1.1526795099383853,0.4795730802618863,
8,7,13,2,0.11778303565638346,1.540445040947149,
20,12,19,35,0.4795730802618863,-0.587786664902119,
7,10,17,18,-0.3184537311185346,-0.05406722127027582,
8,35,19,41,-1.3862943611198906,-0.7419373447293773,
6,4,20,10,0.3364722366212129,0.6466271649250525,
3,6,14,18,-0.5596157879354228,-0.2363887780642304,
20,33,35,56,-0.4818380868927383,-0.4595323293784402,
7,4,13,6,0.47000362924573563,0.6931471805599453,
20,0,28,3,3.044522437723423,1.9810014688665833,
12,26,25,24,-0.7308875085427924,0.03922071315328133,
3,3,12,11,0.0,0.08004270767353636,
12,21,18,29,-0.5260930958967791,-0.456758402495715,
2,3,1,18,-0.2876820724517809,-2.2512917986064953,
12,9,27,17,0.26236426446749106,0.44183275227903923,
19,15,31,34,0.22314355131420976,-0.08961215868968717,
6,21,12,23,-1.1451323043030026,-0.6131044728864089,
17,0,31,0,2.8903717578961645,3.4657359027997265,
4,7,4,9,-0.4700036292457356,-0.6931471805599453,
15,11,22,18,0.28768207245178085,0.19105523676270922,
5,10,10,13,-0.6061358035703156,-0.2411620568168881,
0,23,8,18,-3.1780538303479458,-0.7472144018302211,
8,14,17,27,-0.5108256237659907,-0.4418327522790392,
13,16,14,34,-0.1941560144409575,-0.8472978603872037,
4,15,2,17,-1.1631508098056809,-1.791759469228055,
3,3,10,3,0.0,1.0116009116784799,
9,26,14,32,-0.9932517730102834,-0.7884573603642702,
14,20,35,38,-0.3364722366212129,-0.08004270767353637,
22,12,30,15,0.5705448584676129,0.661398482245365,
6,15,17,22,-0.8266785731844679,-0.24512245803298496,
7,5,7,8,0.28768207245178085,-0.11778303565638351,
5,2,2,9,0.6931471805599453,-1.2039728043259361,
15,0,17,0,2.772588722239781,2.8903717578961645,
16,27,27,25,-0.4989911661189879,0.07410797215372183,
0,6,0,9,-1.9459101490553135,-2.3025850929940455,
0,5,0,19,-1.791759469228055,-2.995732273553991,
10,6,12,20,0.4519851237430572,-0.4795730802618862,
15,9,30,16,0.47000362924573563,0.6007738604289301,
5,1,3,0,1.0986122886681098,1.3862943611198906,
12,12,9,13,0.0,-0.3364722366212129,
3,6,5,2,-0.5596157879354228,0.6931471805599453,
4,4,11,8,0.0,0.28768207245178085,
7,8,15,19,-0.11778303565638351,-0.2231435513142097,
9,21,22,26,-0.7884573603642702,-0.16034265007517937,
15,4,53,9,1.1631508098056809,1.6863989535702288,
9,18,18,25,-0.6418538861723948,-0.31365755885504165,
10,5,25,11,0.6061358035703155,0.7731898882334817,
0,1,4,3,-0.6931471805599453,0.22314355131420976,
2,5,5,9,-0.6931471805599453,-0.5108256237659907,
5,12,4,9,-0.7731898882334817,-0.6931471805599453,
18,25,14,21,-0.31365755885504165,-0.38299225225610584,
7,19,6,22,-0.916290731874155,-1.1895840668738362,
15,19,24,19,-0.2231435513142097,0.22314355131420976,
7,7,6,12,0.0,-0.6190392084062235,
10,6,13,8,0.4519851237430572,0.44183275227903923,
13,4,15,8,1.0296194171811581,0.5753641449035618,
21,26,26,40,-0.20479441264601328,-0.41773520069997866,
6,11,9,22,-0.5389965007326869,-0.832909122935104,
3,5,0,11,-0.40546510810816444,-2.4849066497880004,
14,17,32,32,-0.1823215567939546,0.0,
11,6,18,25,0.5389965007326869,-0.31365755885504165,
2,6,11,8,-0.8472978603872037,0.28768207245178085,
2,14,2,16,-1.6094379124341003,-1.7346010553881064,
2,3,1,9,-0.2876820724517809,-1.6094379124341003,
7,0,14,1,2.0794415416798357,2.0149030205422647,
11,23,13,34,-0.6931471805599453,-0.916290731874155,
26,9,44,9,0.9932517730102834,1.5040773967762742,
5,1,1,4,1.0986122886681098,-0.916290731874155,
30,6,65,2,1.488077055429833,3.091042453358316,
4,5,2,13,-0.1823215567939546,-1.540445040947149,
0,12,3,25,-2.5649493574615367,-1.8718021769015913,
4,0,15,1,1.6094379124341003,2.0794415416798357,
17,1,38,9,2.1972245773362196,1.3609765531356006,
20,4,50,3,1.4350845252893227,2.545531271604435,
11,1,20,0,1.791759469228055,3.044522437723423,
8,13,10,32,-0.4418327522790392,-1.0986122886681098,
5,7,11,9,-0.2876820724517809,0.1823215567939546,
2,23,2,30,-2.0794415416798357,-2.3353749158170367,
1,4,4,12,-0.916290731874155,-0.9555114450274363,
12,8,37,17,0.36772478012531734,0.7472144018302211,
14,1,14,3,2.0149030205422647,1.3217558399823195,
0,18,0,16,-2.9444389791664407,-2.833213344056216,
9,22,25,33,-0.832909122935104,-0.2682639865946794,
4,6,5,14,-0.3364722366212129,-0.916290731874155,
