"","x"
"1",-3.36729582998647
"2",-2.83321334405622
"3",-3.09104245335832
"4",-0.916290731874155
"5",-2.83321334405622
"6",-2.56494935746154
"7",-3.17805383034795
"8",-2.19722457733622
"9",-1.79175946922805
"10",-3.13549421592915
"11",-2.70805020110221
"12",-0.693147180559945
"13",-1.70474809223843
"14",-2.484906649788
"15",-2.63905732961526
"16",-2.56494935746154
"17",-1.6094379124341
"18",-1.94591014905531
"19",-1.20397280432594
"20",-1.25276296849537
"21",-1.79175946922805
"22",-3.09104245335832
"23",-2.14006616349627
"24",-2.07944154167984
"25",-3.2188758248682
"26",-1.38629436111989
"27",-1.94591014905531
"28",-2.94443897916644
"29",-3.17805383034795
"30",-2.484906649788
"31",-2.63905732961526
"32",-2.07944154167984
"33",-2.63905732961526
"34",-2.19722457733622
"35",-0.693147180559945
"36",0.693147180559945
"37",-1.79175946922805
"38",0
"39",-2.07944154167984
"40",-2.56494935746154
"41",-1.94591014905531
"42",-2.83321334405622
"43",-0.847297860387204
"44",-2.30258509299405
"45",-2.07944154167984
"46",-1.79175946922805
"47",-3.49650756146648
"48",-3.55534806148941
"49",-3.17805383034795
"50",-2.89037175789616
"51",-0.916290731874155
"52",-2.30258509299405
"53",-2.01490302054226
"54",0
"55",-1.6094379124341
"56",-3.36729582998647
"57",-2.30258509299405
"58",-2.35137525716348
"59",-0.693147180559945
"60",0
"61",-2.01490302054226
"62",0
"63",-3.52636052461616
"64",-2.77258872223978
"65",-2.77258872223978
"66",-2.19722457733622
"67",-1.38629436111989
"68",-2.35137525716348
"69",-1.79175946922805
"70",-2.30258509299405
"71",-2.89037175789616
"72",-2.99573227355399
"73",1.09861228866811
"74",-2.80336038090653
"75",-2.77258872223978
"76",-2.484906649788
"77",-2.52572864430826
"78",-2.2512917986065
"79",-4.06044301054642
"80",-2.01490302054226
"81",-0.693147180559945
"82",-2.484906649788
"83",-3.13549421592915
"84",-3.40119738166216
"85",0
"86",0
"87",-0.916290731874155
"88",-2.83321334405622
"89",-3.29583686600433
"90",-1.50407739677627
"91",-3.09104245335832
"92",-2.94443897916644
"93",-1.09861228866811
"94",-1.79175946922805
"95",-1.67397643357167
"96",-2.77258872223978
"97",-0.510825623765991
"98",-0.693147180559945
"99",-1.38629436111989
"100",-1.38629436111989
"101",-2.89037175789616
"102",-3.43398720448515
"103",-1.6094379124341
"104",-2.484906649788
"105",-1.6094379124341
"106",-2.63905732961526
"107",-1.6094379124341
"108",-3.43398720448515
"109",-2.63905732961526
"110",-2.30258509299405
"111",-0.559615787935423
"112",-2.77258872223978
"113",-3.29583686600433
"114",-3.17805383034795
"115",0.693147180559945
"116",-0.980829253011726
"117",-2.07944154167984
"118",-2.63905732961526
"119",-2.94443897916644
"120",-3.91202300542815
"121",-2.77258872223978
"122",-1.79175946922805
"123",-1.09861228866811
"124",-2.30258509299405
"125",-2.4423470353692
"126",-2.70805020110221
"127",-1.79175946922805
"128",-1.38629436111989
"129",-2.2512917986065
"130",-3.40119738166216
"131",-2.19722457733622
"132",-1.79175946922805
"133",-1.94591014905531
"134",-2.30258509299405
"135",-0.22314355131421
"136",-1.94591014905531
"137",-1.09861228866811
"138",-0.693147180559945
"139",-1.38629436111989
"140",-3.13549421592915
"141",-2.35137525716348
"142",-3.04452243772342
"143",-2.30258509299405
"144",-0.693147180559945
"145",-1.38629436111989
