I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
9,7,22,20,0.22314355131420976,0.09097177820572679,
28,30,46,50,-0.06669137449867228,-0.08167803101426724,
16,14,31,34,0.125163142954006,-0.08961215868968717,
33,7,47,22,1.4469189829363254,0.7357067949787413,
23,18,29,32,0.2336148511815051,-0.0953101798043249,
21,22,53,41,-0.04445176257083381,0.25131442828090617,
7,22,13,23,-1.0560526742493137,-0.5389965007326869,
18,11,37,23,0.45953232937844013,0.45953232937844013,
15,12,25,37,0.20763936477824455,-0.3794896217049037,
7,19,23,22,-0.916290731874155,0.0425596144187959,
21,23,32,33,-0.08701137698962981,-0.02985296314968116,
5,26,10,59,-1.5040773967762742,-1.6964492894237302,
24,36,40,76,-0.39204208777602373,-0.6302333551493762,
28,19,67,41,0.371563556432483,0.4818380868927384,
25,42,45,65,-0.5031035776720805,-0.3610133455373305,
26,19,86,34,0.30010459245033816,0.9105600571651701,
21,26,26,33,-0.20479441264601328,-0.23052365861183238,
36,20,44,31,0.5663954749208014,0.3409265869705932,
18,15,43,34,0.17185025692665923,0.22884157242884745,
12,19,20,19,-0.4307829160924542,0.04879016416943205,
20,15,28,20,0.27193371548364176,0.322773392263051,
15,25,29,31,-0.48550781578170077,-0.06453852113757118,
23,16,45,32,0.3448404862917296,0.33213383502261484,
26,46,48,52,-0.5543107357057294,-0.07847161544149521,
9,14,9,29,-0.40546510810816444,-1.0986122886681098,
29,18,40,41,0.4567584024957149,-0.02409755157906053,
16,3,25,19,1.4469189829363254,0.26236426446749106,
18,9,23,12,0.6418538861723947,0.6131044728864089,
17,28,27,49,-0.4769240720903093,-0.579818495252942,
17,53,16,76,-1.0986122886681098,-1.5105920777974677,
30,0,40,3,3.4339872044851463,2.327277705584417,
22,28,26,45,-0.2318016140573243,-0.5328045304847658,
10,26,19,48,-0.8979415932059586,-0.8960880245566356,
49,27,75,57,0.5798184952529422,0.2702903297399117,
21,44,25,59,-0.7156200364120039,-0.8362480242006186,
36,36,54,84,0.0,-0.4353180712578455,
9,29,32,63,-1.0986122886681098,-0.6623755218931916,
21,21,60,37,0.0,0.47328770444692553,
