"","x"
"1",0.0289875368732522
"2",-1.46633706879343
"3",0
"4",-0.927986771637346
"5",-0.693147180559945
"6",2.63905732961526
"7",1.09861228866811
"8",0.251314428280906
"9",-0.995428052432879
"10",-1.38629436111989
"11",0.887303195000903
"12",-0.336472236621213
"13",0.864997437486605
"14",-0.182321556793955
"15",-1.6094379124341
"16",-2.484906649788
"17",0
"18",-0.2295744416445
"19",-2.2512917986065
"20",3.49650756146648
"21",0.693147180559945
"22",0.405465108108164
"23",0.693147180559945
"24",-1.09861228866811
"25",2.56494935746154
"26",-2.60268968544438
"27",-3.49650756146648
"28",1.25276296849537
"29",-3.52636052461616
"30",2.12026353620009
"31",-1.35454566280531
"32",2.26868354131836
"33",-1.70474809223843
"34",0.371563556432483
"35",-0.0606246218164349
"36",-1.87180217690159
"37",2.35137525716348
"38",0.22314355131421
"39",2.91777073208428
"40",-1.26851132546351
"41",-0.916290731874155
"42",1.1314021114911
"43",-0.773189888233482
"44",-2.05412373369555
"45",-0.405465108108164
"46",1.09861228866811
"47",2.30258509299405
"48",2.70805020110221
"49",0.207639364778245
"50",3.97029191355212
"51",2.2512917986065
"52",-0.141078598259905
"53",2.14006616349627
"54",0
"55",2.36712361413162
"56",-1.50407739677627
"57",1.21639532432449
"58",2.30258509299405
"59",-0.22314355131421
"60",2.36085400111802
"61",1.1314021114911
"62",-1.94591014905531
"63",-1.09861228866811
"64",1.20397280432594
"65",-0.646627164925052
"66",0.693147180559945
"67",0.200670695462151
"68",0.510825623765991
"69",-0.451985123743057
"70",-4.0943445622221
"71",2.30258509299405
"72",0.575364144903562
"73",2.37954613413017
"74",1.019831410815
"75",0
"76",-0.916290731874155
"77",-1.51982575374441
"78",-1.65822807660353
"79",0.0512932943875505
"80",0
"81",-0.0571584138399486
"82",-1.48160454092422
"83",0.0246926125903714
"84",0
"85",1.70474809223843
"86",-0.693147180559945
"87",-3.52636052461616
"88",-1.94591014905531
"89",0.470003629245736
"90",-0.693147180559945
"91",0.653926467406664
"92",1.38629436111989
"93",0.348306694268216
"94",-0.847297860387204
"95",-1.23676262714893
"96",-3.55534806148941
"97",1.09861228866811
"98",-1.73460105538811
"99",0.955511445027436
"100",0.780158557549575
"101",-3.13549421592915
"102",3.58351893845611
"103",2.19722457733622
"104",-3.68887945411394
"105",2.56494935746154
"106",-2.30258509299405
"107",0.200670695462151
"108",-3.2188758248682
"109",1.84582669049833
"110",2.19722457733622
"111",-3.63758615972639
"112",0.904456274227152
"113",0.200670695462151
"114",-2.63905732961526
"115",-0.553385238184787
"116",1.45861502269952
"117",0
"118",1.29928298413026
"119",2.484906649788
"120",2.39789527279837
"121",-3.36729582998647
"122",0.241162056816888
"123",-2.70805020110221
"124",-2.70805020110221
"125",-1.25276296849537
"126",1.68639895357023
"127",1.38629436111989
"128",1.09861228866811
"129",-2.39789527279837
"130",1.25276296849537
"131",-0.485507815781701
"132",-0.519875459285909
"133",-1.94591014905531
"134",0
"135",-1.44691898293633
"136",-1.02961941718116
"137",0
"138",-0.693147180559945
"139",-1.09861228866811
"140",0.0984400728132525
"141",-2.77258872223978
"142",1.67397643357167
"143",-2.33537491581704
"144",1.32175583998232
"145",-0.356674943938732
"146",0.154150679827258
"147",0.606135803570315
"148",-2.54944517092557
"149",-0.980829253011726
"150",-1.01160091167848
"151",-0.535518236356362
"152",-1.06087196068526
"153",1.25276296849537
"154",-0.693147180559945
"155",-0.336472236621213
"156",-2.07944154167984
"157",3.2188758248682
"158",-2.70805020110221
"159",0.287682072451781
"160",-0.336472236621213
"161",-0.387765531008763
"162",-0.693147180559945
"163",1.58923520511658
"164",-0.18805223150294
"165",-1.57553636075842
"166",3.2188758248682
"167",1.26851132546351
"168",-3.06805293513362
"169",-1.20397280432594
"170",-1.09861228866811
"171",2.35137525716348
"172",-0.462623521948113
"173",-1.74919985480926
"174",-2.39789527279837
"175",1.94591014905531
"176",0
"177",-0.405465108108164
"178",-0.538996500732687
"179",-0.379489621704904
"180",-1.09861228866811
"181",0.133531392624523
"182",0.310154928303839
"183",1.34373474670109
"184",1.44691898293633
"185",-3.78418963391826
"186",2.07944154167984
"187",2.484906649788
"188",1.29928298413026
"189",1.26369203902756
"190",-1.84582669049833
"191",0.931558204004943
"192",1.6094379124341
"193",-0.421213465076304
"194",-0.251314428280906
"195",-2.6149597780362
"196",-0.367724780125317
"197",0.367724780125317
"198",-0.916290731874155
"199",1.17007125265025
"200",-1.73460105538811
"201",-1.79175946922805
"202",0.348306694268216
"203",1.6376087894008
"204",-3.36729582998647
"205",2.19722457733622
"206",2.30258509299405
"207",-3.2188758248682
"208",0.296265816143172
"209",1.79175946922805
"210",0
"211",-2.484906649788
"212",1.70474809223843
"213",-0.298492988555997
"214",0
"215",-1.89711998488588
"216",0.693147180559945
"217",0.510825623765991
"218",0.847297860387204
"219",-3.8286413964891
"220",-0.392042087776024
"221",-0.22314355131421
"222",-0.510825623765991
"223",-1.87180217690159
"224",-0.111225635110224
"225",-0.451985123743057
"226",1.70474809223843
"227",-0.435318071257845
"228",-0.23638877806423
"229",2.94443897916644
"230",-1.25276296849537
"231",0.0425596144187959
"232",-0.492476485097794
"233",3.46573590279973
"234",-1.09861228866811
"235",0.798507696217772
"236",-2.19722457733622
"237",1.6094379124341
"238",-0.356674943938732
"239",0.693147180559945
"240",-1.83258146374831
"241",-1.6094379124341
"242",-0.432864082296279
"243",-0.287682072451781
"244",4.15103990589865
"245",-0.54654370636807
"246",-4.11087386417331
"247",0.887303195000903
"248",-0.693147180559945
"249",0.572519192771331
"250",0.594707107746693
"251",0
"252",1.16315080980568
"253",0.572519192771331
"254",2.35137525716348
"255",-1.20397280432594
"256",-2.94443897916644
"257",2.30258509299405
"258",-1.06471073699243
"259",-0.693147180559945
"260",0.336472236621213
"261",-1.6094379124341
"262",-0.446287102628419
"263",-1.13943428318836
"264",0.154150679827258
"265",2.56494935746154
"266",-1.64222773525709
"267",0.653926467406664
"268",-0.594707107746693
"269",0.441832752279039
"270",-2.01490302054226
"271",1.94591014905531
"272",3.09104245335832
"273",-0.300104592450338
"274",0.22314355131421
"275",1.44036158239017
"276",1.16315080980568
"277",-0.534082485930258
"278",2.39789527279837
"279",-1.25276296849537
"280",3.06805293513362
"281",2.39789527279837
"282",0.405465108108164
"283",2.01490302054226
"284",0
"285",2.2512917986065
"286",-0.382992252256106
"287",0.405465108108164
"288",0
"289",0.847297860387204
"290",-0.980829253011726
"291",0.367724780125317
"292",-0.133531392624523
"293",-0.767255152713667
"294",-0.42744401482694
"295",-1.77649199709727
"296",0.784954729813068
"297",2.484906649788
"298",1.79175946922805
"299",-2.19722457733622
"300",-0.162518929497775
"301",0.567984037605939
"302",1.34373474670109
"303",-0.7339691750802
"304",-0.838329190404443
"305",-0.405465108108164
"306",-2.63905732961526
"307",-1.15267950993839
"308",-1.72722094809048
"309",-0.336472236621213
"310",1.08261194732167
"311",-0.405465108108164
"312",-1.09861228866811
"313",3.55534806148941
"314",2.484906649788
"315",-1.55814461804655
"316",0.405465108108164
"317",-0.887303195000903
"318",0.325422400434628
"319",-0.980829253011726
"320",0
"321",-2.67414864942653
"322",-0.864997437486605
"323",0.887303195000903
"324",-1.87180217690159
"325",-1.7227665977411
"326",-3.2188758248682
"327",0.693147180559945
"328",0.0392207131532813
"329",-1.21639532432449
"330",1.87180217690159
"331",3.40119738166216
"332",0.23638877806423
"333",0.53062825106217
"334",-2.07944154167984
"335",-0.405465108108164
"336",2.35137525716348
"337",0.75377180237638
"338",-0.105360515657826
"339",-1.89711998488588
"340",-1.25276296849537
"341",0.154150679827258
"342",0.693147180559945
"343",1.44691898293633
"344",-1.47590651980958
"345",0.693147180559945
"346",0.194156014440957
"347",-1.50407739677627
"348",-0.405465108108164
"349",0.435318071257845
"350",3.17805383034795
"351",-0.105360515657826
"352",1.94591014905531
"353",0
"354",-2.07944154167984
"355",1.23969088692802
"356",1.54044504094715
"357",0.45953232937844
"358",2.32727770558442
"359",-1.02961941718116
"360",0.22314355131421
"361",-0.430782916092454
"362",-0.162518929497775
"363",3.2188758248682
"364",2.19722457733622
"365",2.484906649788
"366",0.550046336919272
"367",-0.405465108108164
"368",0.59783700075562
"369",0.310154928303839
"370",0.251314428280906
"371",-1.42711635564015
"372",-0.287682072451781
"373",-0.405465108108164
"374",-0.693147180559945
"375",-0.22314355131421
"376",-1.20397280432594
"377",2.60268968544438
"378",1.70474809223843
"379",0.950976289862045
"380",0.747214401830221
"381",2.77258872223978
"382",0.847297860387204
"383",-0.944461608840851
"384",2.07944154167984
"385",1.38629436111989
"386",-0.847297860387204
"387",2.77258872223978
"388",-1.22866541691631
"389",-0.481838086892738
"390",-0.798507696217772
"391",-1.67397643357167
"392",1.09861228866811
"393",-1.79175946922805
"394",-2.39789527279837
"395",-0.78845736036427
"396",-0.422856850820034
"397",-0.182321556793955
"398",-0.893817876022096
"399",0.741937344729377
"400",0.904456274227152
"401",-1.43508452528932
"402",2.19722457733622
"403",-0.356674943938732
"404",1.09861228866811
"405",2.484906649788
"406",-2.12525107771113
"407",-3.17805383034795
"408",0.405465108108164
"409",1.35812348415319
"410",0.262364264467491
"411",-3.87120101090789
"412",0.974559639998131
"413",0.360002734031407
"414",1.51982575374441
"415",0.262364264467491
"416",1.67397643357167
"417",-0.336472236621213
"418",0.860201265223112
"419",0
"420",-3.2188758248682
"421",-2.19722457733622
"422",-0.693147180559945
"423",2.07944154167984
"424",0.318453731118535
"425",-1.09861228866811
"426",0.271933715483642
"427",0.318453731118535
"428",-0.860201265223111
"429",-2.77258872223978
"430",1.22377543162212
"431",-1.64222773525709
"432",1.25276296849537
"433",0.693147180559945
"434",-0.117783035656384
"435",-0.693147180559945
"436",-0.739667196194838
"437",0.0800427076735364
"438",1.29928298413026
"439",1.13943428318836
"440",-0.287682072451781
"441",1.09861228866811
"442",1.13943428318836
"443",-3.87120101090789
"444",0.268263986594679
"445",2.63905732961526
"446",2.39789527279837
"447",0.422856850820034
"448",-1.58696505658204
"449",-1.38629436111989
"450",2.77258872223978
"451",0.810930216216329
"452",-2.14006616349627
"453",-0.847297860387204
"454",-4.21950770517611
"455",3.3322045101752
"456",-1.09861228866811
"457",2.14006616349627
"458",0.0425596144187959
"459",-3.61091791264422
"460",0.23638877806423
"461",-2.83321334405622
"462",2.91777073208428
"463",1.28093384546206
"464",-3.8286413964891
"465",-0.916290731874155
"466",0.916290731874155
"467",2.30258509299405
"468",-0.382992252256106
"469",-2.19722457733622
"470",0
