I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
0,11,0,17,-2.4849066497880004,-2.890371757896165,
0,11,1,11,-2.4849066497880004,-1.791759469228055,
0,14,1,12,-2.70805020110221,-1.8718021769015913,
0,4,1,18,-1.6094379124341003,-2.2512917986064953,
0,6,0,21,-1.9459101490553135,-3.0910424533583156,
0,1,0,1,-0.6931471805599453,-0.6931471805599453,
0,4,0,6,-1.6094379124341003,-1.9459101490553135,
0,9,0,20,-2.3025850929940455,-3.044522437723423,
0,1,1,8,-0.6931471805599453,-1.5040773967762742,
0,8,0,18,-2.1972245773362196,-2.9444389791664407,
0,11,0,29,-2.4849066497880004,-3.4011973816621555,
0,6,0,12,-1.9459101490553135,-2.5649493574615367,
0,4,0,11,-1.6094379124341003,-2.4849066497880004,
0,3,0,6,-1.3862943611198906,-1.9459101490553135,
0,9,0,5,-2.3025850929940455,-1.791759469228055,
1,3,1,34,-0.6931471805599453,-2.8622008809294686,
0,18,0,21,-2.9444389791664407,-3.0910424533583156,
0,7,0,7,-2.0794415416798357,-2.0794415416798357,
2,12,1,29,-1.466337068793427,-2.70805020110221,
0,3,2,8,-1.3862943611198906,-1.0986122886681098,
0,6,0,8,-1.9459101490553135,-2.1972245773362196,
0,4,0,4,-1.6094379124341003,-1.6094379124341003,
0,11,1,21,-2.4849066497880004,-2.3978952727983707,
0,5,0,4,-1.791759469228055,-1.6094379124341003,
0,14,0,16,-2.70805020110221,-2.833213344056216,
0,3,0,1,-1.3862943611198906,-0.6931471805599453,
0,6,0,12,-1.9459101490553135,-2.5649493574615367,
0,6,0,8,-1.9459101490553135,-2.1972245773362196,
1,8,0,16,-1.5040773967762742,-2.833213344056216,
0,12,0,18,-2.5649493574615367,-2.9444389791664407,
0,1,0,5,-0.6931471805599453,-1.791759469228055,
0,8,0,17,-2.1972245773362196,-2.890371757896165,
1,3,0,3,-0.6931471805599453,-1.3862943611198906,
0,5,0,10,-1.791759469228055,-2.3978952727983707,
1,6,0,10,-1.252762968495368,-2.3978952727983707,
0,4,0,7,-1.6094379124341003,-2.0794415416798357,
0,2,0,3,-1.0986122886681098,-1.3862943611198906,
1,16,1,36,-2.1400661634962708,-2.917770732084279,
2,12,1,16,-1.466337068793427,-2.1400661634962708,
2,2,1,6,0.0,-1.252762968495368,
0,10,0,11,-2.3978952727983707,-2.4849066497880004,
0,5,0,6,-1.791759469228055,-1.9459101490553135,
0,13,0,13,-2.639057329615259,-2.639057329615259,
0,5,0,12,-1.791759469228055,-2.5649493574615367,
2,30,0,29,-2.3353749158170367,-3.4011973816621555,
0,4,0,4,-1.6094379124341003,-1.6094379124341003,
