I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
30,1,59,6,2.740840023925201,2.1484344131667874,
10,19,12,38,-0.5978370007556204,-1.0986122886681098,
3,13,5,27,-1.252762968495368,-1.540445040947149,
4,14,8,31,-1.0986122886681098,-1.2685113254635072,
5,12,14,15,-0.7731898882334817,-0.06453852113757118,
13,2,33,3,1.540445040947149,2.1400661634962708,
21,3,31,13,1.7047480922384253,0.8266785731844679,
15,11,30,27,0.28768207245178085,0.10178269430994238,
31,4,39,11,1.8562979903656263,1.2039728043259361,
10,4,13,3,0.7884573603642703,1.252762968495368,
13,5,33,10,0.8472978603872037,1.128465251817791,
10,16,10,18,-0.4353180712578455,-0.5465437063680699,
17,9,26,17,0.5877866649021191,0.4054651081081644,
2,14,8,18,-1.6094379124341003,-0.7472144018302211,
18,12,12,11,0.3794896217049037,0.08004270767353636,
12,14,22,25,-0.1431008436406733,-0.12260232209233239,
7,2,15,10,0.9808292530117262,0.3746934494414107,
17,15,18,14,0.11778303565638346,0.23638877806423034,
8,8,24,7,0.0,1.1394342831883648,
10,16,20,32,-0.4353180712578455,-0.45198512374305727,
10,3,13,3,1.0116009116784799,1.252762968495368,
18,7,21,25,0.8649974374866045,-0.1670540846631662,
2,28,8,57,-2.268683541318364,-1.8632184332102,
15,18,30,25,-0.17185025692665928,0.1758906664636642,
16,8,26,11,0.6359887667199967,0.8109302162163288,
8,12,19,14,-0.3677247801253174,0.28768207245178085,
9,26,13,40,-0.9932517730102834,-1.074514737089049,
4,15,7,29,-1.1631508098056809,-1.3217558399823195,
0,28,1,47,-3.367295829986474,-3.1780538303479458,
13,12,37,18,0.07410797215372183,0.6931471805599453,
0,28,6,46,-3.367295829986474,-1.9042374526547454,
14,8,43,12,0.5108256237659907,1.2192402764567245,
9,12,14,19,-0.262364264467491,-0.2876820724517809,
14,1,36,7,2.0149030205422647,1.5314763709643886,
6,5,20,14,0.15415067982725836,0.3364722366212129,
18,16,26,35,0.1112256351102244,-0.2876820724517809,
1,21,9,40,-2.3978952727983707,-1.410986973710262,
4,27,14,43,-1.7227665977411035,-1.0761394328160512,
4,7,10,13,-0.4700036292457356,-0.2411620568168881,
9,9,26,13,0.0,0.6567795363890705,
9,19,11,23,-0.6931471805599453,-0.6931471805599453,
8,15,10,17,-0.5753641449035618,-0.49247648509779407,
28,8,49,13,1.1700712526502546,1.2729656758128876,
2,9,0,20,-1.2039728043259361,-3.044522437723423,
12,4,9,15,0.9555114450274363,-0.4700036292457356,
24,1,46,3,2.5257286443082556,2.463853240590168,
20,31,31,41,-0.42121346507630353,-0.2719337154836418,
13,7,12,12,0.5596157879354227,0.0,
