I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
55,26,118,48,0.7295148247308201,0.8873031950009027,
37,24,49,38,0.41871033485818504,0.24846135929849972,
67,35,128,83,0.6359887667199967,0.4289956055183586,
67,72,49,95,-0.07095173597228449,-0.6523251860396901,
31,62,36,119,-0.6773988235918061,-1.1765738301378215,
15,36,29,38,-0.8383291904044432,-0.262364264467491,
22,42,66,68,-0.6257058997644128,-0.02941388520629334,
67,68,164,141,-0.014598799421152636,0.15011841629931988,
75,91,141,100,-0.19105523676270922,0.34070654076000123,
34,62,46,140,-0.587786664902119,-1.0986122886681098,
61,70,105,107,-0.13554549199622393,-0.01869213301215252,
58,54,51,103,0.07020425867324856,-0.6931471805599453,
109,0,167,0,4.700480365792417,5.123963979403259,
17,31,38,36,-0.5753641449035618,0.05264373348542188,
116,25,186,24,1.5040773967762742,2.012232791986386,
76,61,105,107,0.2166710368085923,-0.01869213301215252,
89,39,152,34,0.8109302162163288,1.4750898599030218,
41,71,77,159,-0.5389965007326869,-0.7184649885442352,
0,38,7,51,-3.6635616461296463,-1.8718021769015913,
72,72,142,169,0.0,-0.17295380679035446,
65,68,92,74,-0.04445176257083381,0.2151113796169455,
72,17,132,13,1.4000876832522264,2.2512917986064953,
79,78,114,207,0.012578782206860185,-0.5926059513380678,
114,29,236,62,1.3437347467010947,1.3249254147435985,
22,0,41,0,3.1354942159291497,3.7376696182833684,
13,53,15,102,-1.349926716949016,-1.8621402659898547,
43,142,36,276,-1.1786549963416462,-2.013099593543114,
6,46,4,95,-1.9042374526547454,-2.9549102790337356,
168,27,322,60,1.7976942047478695,1.6667784590493453,
48,46,86,84,0.04167269640056808,0.023256862164267183,
100,13,198,13,1.9760631872260008,2.654247495109234,
72,45,89,67,0.4618180446592961,0.28030196515415834,
101,98,229,161,0.02985296314968113,0.3504829736908114,
56,59,109,94,-0.05129329438755058,0.14660347419187544,
91,10,171,13,2.12389330425067,2.5084371471981943,
61,62,126,123,-0.01600034134644119,0.023905520853554386,
51,2,159,0,2.8526314299133175,5.075173815233827,
31,70,32,198,-0.7969439742415888,-1.7967972632580123,
81,58,132,80,0.3291818033585337,0.495899973549315,
11,1,13,9,1.791759469228055,0.3364722366212129,
63,44,103,41,0.35222059358935215,0.9067212808580044,
77,52,118,95,0.38641691313746984,0.2147753016436931,
62,39,83,99,0.4542552722775964,-0.1743533871447778,
1,53,5,84,-3.295836866004329,-2.6508917872622613,
183,34,339,43,1.659587696119572,2.044755983691946,
80,112,137,207,-0.3329386640399018,-0.4102843945441133,
58,64,78,120,-0.09684982598991766,-0.4263426931297195,
79,68,124,90,0.14792013007662227,0.3174542307854511,
48,64,88,106,-0.2825669717850105,-0.18419246472976636,
42,133,58,228,-1.136639684257349,-1.3561845596485202,
16,96,24,176,-1.7414976344471669,-1.9572739077056285,
110,35,141,60,1.1260112628562242,0.8449531934279495,
67,15,100,17,1.4469189829363254,1.7247487589450947,
31,44,44,57,-0.3409265869705932,-0.2537805207760996,
56,41,68,72,0.3053816495511819,-0.056352936551131744,
40,19,53,20,0.7178397931503168,0.9444616088408515,
38,29,72,37,0.26236426446749106,0.6528732814220054,
52,15,76,41,1.1977031913123406,0.6061358035703155,
62,17,53,24,1.252762968495368,0.7701082216960737,
17,58,9,97,-1.1871656860095547,-2.2823823856765264,
114,87,209,141,0.26759531388504365,0.39128047311620795,
11,15,24,30,-0.2876820724517809,-0.21511137961694557,
78,25,142,45,1.1113513144455394,1.1342032337708123,
111,103,222,126,0.07410797215372183,0.5629846850015274,
9,104,23,178,-2.3513752571634776,-2.009331975492809,
25,70,62,115,-1.0045833390198333,-0.6104554647148319,
119,28,211,70,1.4201959127955721,1.093906397630697,
0,41,2,67,-3.7376696182833684,-3.120895416507997,
29,85,26,177,-1.0531499145913523,-1.885946684287756,
10,91,17,135,-2.12389330425067,-2.0222831278398874,
49,3,95,5,2.5257286443082556,2.772588722239781,
35,59,22,103,-0.5108256237659907,-1.508896683212223,
35,20,37,36,0.5389965007326869,0.026668247082161273,
44,93,124,190,-0.7366322924996841,-0.4239596907443288,
