"","x"
"1",-1.6094379124341
"2",-0.405465108108164
"3",-0.955511445027436
"4",-1.6094379124341
"5",-0.864997437486605
"6",0.693147180559945
"7",-0.0487901641694321
"8",1.1314021114911
"9",-1.90954250488444
"10",-0.485507815781701
"11",-0.0512932943875506
"12",-0.646627164925052
"13",-1.35454566280531
"14",-0.810930216216329
"15",-0.336472236621213
"16",0.287682072451781
"17",3.78418963391826
"18",-0.101782694309942
"19",0
"20",-0.264692554227082
"21",0.836248024200619
"22",0.27443684570176
"23",-0.8754687373539
"24",0.693147180559945
"25",1.6094379124341
"26",-0.594707107746693
"27",-2.39789527279837
"28",-1.6094379124341
"29",-2.04769284336526
"30",-1.81915844341617
"31",-1.38629436111989
"32",0.071458963982145
"33",0.356674943938732
"34",0.896088024556636
"35",0.305381649551182
"36",-1.09861228866811
"37",-0.693147180559945
"38",0.559615787935423
"39",2.77258872223978
"40",1.94591014905531
"41",2.83321334405622
"42",-0.367724780125317
"43",-0.55206858230004
"44",-1.52605630349505
"45",0.287682072451781
"46",0.182321556793955
"47",-0.693147180559945
"48",0.476924072090309
"49",2.70805020110221
"50",0.916290731874155
"51",1.20397280432594
"52",0.207639364778245
"53",-1.44691898293633
"54",0.559615787935423
"55",2.02438176449681
"56",1.34992671694902
"57",-2.484906649788
"58",-0.884202417322655
"59",-0.287682072451781
"60",3.2188758248682
"61",0.693147180559945
"62",-0.377294231141468
"63",0.251314428280906
"64",0
"65",0.0465200156348929
"66",0
"67",-0.613104472886409
"68",-0.233614851181505
"69",1.46633706879343
"70",-0.693147180559945
"71",-2.19722457733622
"72",2.86220088092947
"73",-0.969400557188104
"74",0.271933715483642
"75",0.405465108108164
"76",-0.464305608131098
"77",-0.36101334553733
"78",0.189241999638528
"79",-0.405465108108164
"80",0.451985123743057
"81",-1.38629436111989
"82",-0.93826963859293
"83",-3.04452243772342
"84",-0.650587566141149
"85",0.287682072451781
"86",0.0281708769666962
"87",0.559615787935423
"88",-1.03609193168678
"89",0.207639364778245
"90",0.143100843640673
"91",0.192371892647456
"92",2.46385324059017
"93",-0.741937344729377
"94",1.09861228866811
"95",-1.48160454092422
"96",-0.428454626332863
"97",0
"98",1.09861228866811
"99",-0.356674943938732
"100",-0.336472236621213
"101",-2.53897387105828
"102",0.0953101798043249
"103",-1.54044504094715
"104",0.782759339249632
"105",-1.0055218656021
"106",0.0540672212702758
"107",0
"108",1.38629436111989
"109",1.99243016469021
"110",-0.559615787935423
"111",2.37954613413017
"112",0.550046336919272
"113",0.0350913198112702
"114",0.245122458032985
"115",0.693147180559945
"116",-1.54756250871601
"117",-1.13497993283898
"118",2.12026353620009
"119",-0.143100843640673
"120",-0.0540672212702758
"121",1.06784063000136
"122",0.559615787935423
"123",-0.277631736598279
"124",1.89711998488588
"125",-0.628608659422374
"126",2.52572864430826
"127",1.79175946922805
"128",0.451985123743057
"129",-0.965080896043587
"130",2.70805020110221
"131",-0.470003629245736
"132",0.498991166118988
"133",0.301475394584117
"134",-0.148420005118273
"135",2.30258509299405
"136",-2.73002910782099
"137",1.87180217690159
"138",-0.810930216216329
"139",-0.405465108108164
"140",-0.78845736036427
"141",0.154150679827258
"142",-1.29928298413026
"143",2.81341071676004
"144",2.22462355152433
"145",-0.200670695462151
"146",1.42711635564015
"147",-0.587786664902119
"148",0.348306694268216
"149",0.526093095896779
"150",-0.897941593205959
"151",-2.81839825827108
"152",0.313657558855042
"153",-1.79175946922805
"154",0.109199291964992
"155",-0.510825623765991
"156",-0.207639364778244
"157",0.82098055206983
"158",-0.231801614057324
"159",0.762140052046897
"160",0.462623521948113
"161",-0.441832752279039
"162",-0.154150679827258
"163",-2.77258872223978
"164",-0.0953101798043249
"165",0
"166",-0.510825623765991
"167",-0.0190481949706945
"168",1.17865499634165
"169",1.6094379124341
"170",2.51230562397611
"171",0
"172",-0.251314428280906
"173",-0.998528830111127
"174",0.90078654533819
"175",-1.20397280432594
"176",-0.749236647210989
"177",2.14006616349627
"178",-3.27714473299218
"179",-0.575364144903562
"180",-0.693147180559945
"181",-0.0689928714869514
"182",1.52605630349505
"183",-0.510825623765991
"184",0.374693449441411
"185",-1.05314991459135
"186",0
"187",1.04982212449868
"188",-0.320907720080101
"189",0
"190",-0.0444517625708338
"191",0.659245628884264
"192",0
"193",-2.24070968927596
"194",2.2512917986065
"195",0.570544858467613
"196",1.46633706879343
"197",0.216223108469636
"198",0.262364264467491
