I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
61,60,80,92,0.016260520871780326,-0.13815033848081718,
123,35,189,58,1.236762627148927,1.1694866282547667,
32,62,60,90,-0.6466271649250525,-0.3999856423435389,
36,48,51,92,-0.2809023854664022,-0.5813557745718286,
62,39,115,76,0.4542552722775964,0.4097847692526808,
51,22,100,44,0.8157495026522776,0.8084580270709397,
43,50,50,85,-0.14763599880606457,-0.5225216635291818,
28,59,51,137,-0.7270487322356266,-0.9760099665757773,
88,102,136,206,-0.146092618497496,-0.41273786743724405,
49,34,78,77,0.3566749439387324,0.012739025777429712,
20,38,29,48,-0.6190392084062235,-0.4906229164484712,
117,11,209,23,2.2857779746776643,2.169053700369523,
47,15,70,21,1.0986122886681098,1.1716374236829996,
31,65,74,112,-0.723918839226699,-0.4098997051760301,
32,65,66,102,-0.6931471805599453,-0.43003636883866964,
53,80,88,107,-0.40546510810816444,-0.19349485739207986,
46,59,71,99,-0.2441969605120421,-0.3285040669720361,
17,50,32,73,-1.041453874828161,-0.8075575317376895,
68,94,116,170,-0.3197703870032814,-0.3794896217049037,
17,48,25,101,-1.001448540214462,-1.3668762752627892,
12,85,27,150,-1.889397938791971,-1.6850753266397205,
53,3,75,7,2.6026896854443837,2.2512917986064953,
69,76,101,123,-0.0953101798043249,-0.19530875232076572,
18,66,31,91,-1.2602536402245257,-1.0560526742493137,
66,74,92,172,-0.1127954941453444,-0.620692101344523,
46,57,112,103,-0.2102954088363608,0.08299691957096783,
39,69,81,135,-0.5596157879354228,-0.5059356384717989,
77,52,144,105,0.38641691313746984,0.3132946483085073,
41,49,67,78,-0.1743533871447778,-0.14994014729091476,
60,48,117,138,0.21905356606268467,-0.16378930866502694,
68,42,111,91,0.47290638890369696,0.1967102942460543,
74,47,142,106,0.44628710262841953,0.29001579579800113,
50,35,80,60,0.3483066942682158,0.28357529049912744,
84,68,130,153,0.20854475189305702,-0.16175527921247762,
81,90,158,142,-0.1041402592525969,0.10605957196032423,
51,51,64,110,0.0,-0.535142931416697,
80,81,132,135,-0.01227009259181436,-0.022305757514298277,
90,82,170,114,0.09201889872025219,0.3967314281394098,
