I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
15,14,16,30,0.06453852113757116,-0.6007738604289302,
5,55,12,71,-2.2335922215070942,-1.7117167615545186,
6,8,12,6,-0.25131442828090605,0.6190392084062235,
20,1,32,0,2.3513752571634776,3.4965075614664802,
36,68,53,57,-0.6231885919530349,-0.07145896398214498,
5,21,2,39,-1.2992829841302609,-2.5902671654458267,
1,3,3,6,-0.6931471805599453,-0.5596157879354228,
14,9,22,13,0.4054651081081644,0.49643688631389105,
4,20,5,30,-1.4350845252893227,-1.6422277352570913,
4,5,13,11,-0.1823215567939546,0.15415067982725836,
21,0,21,0,3.091042453358316,3.091042453358316,
0,3,0,2,-1.3862943611198906,-1.0986122886681098,
61,27,90,28,0.7949298748698876,1.143563676530376,
8,5,6,5,0.4054651081081644,0.15415067982725836,
0,23,0,39,-3.1780538303479458,-3.6888794541139363,
8,39,7,49,-1.491654876777717,-1.8325814637483102,
20,5,36,5,1.252762968495368,1.8191584434161694,
8,9,15,16,-0.10536051565782628,-0.060624621816434854,
13,127,20,180,-2.2129729343043585,-2.1539745935424026,
46,17,82,14,0.9597758438138939,1.7107904066943878,
6,15,7,16,-0.8266785731844679,-0.7537718023763802,
0,27,0,39,-3.332204510175204,-3.6888794541139363,
25,3,39,2,1.8718021769015913,2.5902671654458267,
43,20,63,21,0.7396671961948382,1.067840630001356,
12,57,22,107,-1.4954936530848826,-1.54663701119507,
2,12,4,13,-1.466337068793427,-1.0296194171811581,
23,0,36,1,3.1780538303479458,2.917770732084279,
30,72,42,115,-0.8564722366632449,-0.9923900754128022,
10,19,27,44,-0.5978370007556204,-0.4744579795951158,
0,0,0,7,0.0,-2.0794415416798357,
2,5,2,19,-0.6931471805599453,-1.8971199848858813,
58,29,94,40,0.676340062243564,0.8403048248962329,
15,32,17,51,-0.723918839226699,-1.0608719606852628,
4,64,5,87,-2.5649493574615367,-2.6855773452501515,
31,18,54,27,0.5212969236332861,0.6751286750572669,
15,1,12,1,2.0794415416798357,1.8718021769015913,
1,14,0,10,-2.0149030205422647,-2.3978952727983707,
16,11,13,24,0.3483066942682158,-0.579818495252942,
0,0,2,1,0.0,0.4054651081081644,
3,4,12,5,-0.2231435513142097,0.7731898882334817,
71,4,96,4,2.667228206581955,2.9652730660692823,
36,2,53,13,2.512305623976115,1.349926716949016,
35,0,36,6,3.58351893845611,1.6650077635889111,
1,12,0,47,-1.8718021769015913,-3.871201010907891,
0,1,1,1,-0.6931471805599453,0.0,
1,1,1,4,0.0,-0.916290731874155,
14,6,18,2,0.7621400520468967,1.8458266904983307,
13,20,22,9,-0.40546510810816444,0.8329091229351039,
2,15,2,19,-1.6739764335716716,-1.8971199848858813,
1,5,4,12,-1.0986122886681098,-0.9555114450274363,
2,4,1,7,-0.5108256237659907,-1.3862943611198906,
21,24,30,48,-0.12783337150988489,-0.4578330936254803,
1,2,0,5,-0.40546510810816444,-1.791759469228055,
41,35,57,74,0.15415067982725836,-0.25704510298989114,
31,65,44,80,-0.723918839226699,-0.587786664902119,
4,0,14,4,1.6094379124341003,1.0986122886681098,
1,36,5,63,-2.917770732084279,-2.367123614131617,
91,2,149,5,3.4231762883809305,3.2188758248682006,
19,7,21,13,0.9162907318741551,0.4519851237430572,
11,28,25,39,-0.8823891801984737,-0.4307829160924542,
16,9,20,17,0.5306282510621704,0.15415067982725836,
70,15,88,14,1.490091154801534,1.7805861686299298,
16,1,43,7,2.1400661634962708,1.7047480922384253,
2,19,3,25,-1.8971199848858813,-1.8718021769015913,
51,3,86,4,2.5649493574615367,2.856470206220483,
17,42,12,75,-0.8708283577973976,-1.7657839828247943,
8,1,22,3,1.5040773967762742,1.749199854809259,
63,59,87,85,0.06453852113757116,0.02298951822469878,
4,1,7,4,0.9162907318741551,0.47000362924573563,
38,60,57,113,-0.4473122180436648,-0.6757554378480761,
46,22,57,26,0.714653385780909,0.7646061445420904,
19,2,18,1,1.8971199848858813,2.2512917986064953,
53,22,66,28,0.8534898306351247,0.837396789404492,
45,21,71,34,0.7375989431307791,0.7213180575266416,
19,33,20,57,-0.5306282510621704,-1.0159205728229963,
19,12,30,12,0.43078291609245434,0.8690378470236095,
7,3,9,0,0.6931471805599453,2.302585092994046,
80,22,101,26,1.258954938743289,1.329135947279942,
7,0,19,2,2.0794415416798357,1.8971199848858813,
25,65,40,131,-0.9315582040049435,-1.169229855882063,
8,7,3,15,0.11778303565638346,-1.3862943611198906,
25,45,29,95,-0.570544858467613,-1.1631508098056809,
4,13,3,17,-1.0296194171811581,-1.5040773967762742,
11,49,6,52,-1.4271163556401458,-2.0243817644968085,
58,15,82,23,1.3049487216659381,1.2407867774486523,
6,34,7,48,-1.6094379124341003,-1.8123787564307907,
8,2,19,9,1.0986122886681098,0.6931471805599453,
20,53,23,55,-0.9444616088408514,-0.8472978603872037,
38,13,33,12,1.0245043165143877,0.9614111671546247,
43,16,57,14,0.9509762898620452,1.3523928094442093,
1,46,0,58,-3.1570004211501135,-4.07753744390572,
8,8,8,9,0.0,-0.10536051565782628,
33,3,56,5,2.1400661634962708,2.2512917986064953,
9,15,10,24,-0.4700036292457356,-0.8209805520698302,
0,13,2,17,-2.639057329615259,-1.791759469228055,
14,54,13,79,-1.2992829841302609,-1.742969305058623,
76,6,128,7,2.3978952727983707,2.780370862681836,
28,16,42,25,0.5340824859302579,0.5031035776720804,
28,5,42,5,1.575536360758419,1.9694406464655074,
5,19,5,36,-1.2039728043259361,-1.8191584434161694,
0,4,0,9,-1.6094379124341003,-2.3025850929940455,
82,38,120,42,0.7552789616669515,1.0345904299031787,
1,64,1,81,-3.481240089335692,-3.713572066704308,
27,13,38,13,0.6931471805599453,1.0245043165143877,
14,5,10,6,0.9162907318741551,0.4519851237430572,
