I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
0,2,0,19,-1.0986122886681098,-2.995732273553991,
0,6,1,9,-1.9459101490553135,-1.6094379124341003,
0,0,0,3,0.0,-1.3862943611198906,
5,0,5,1,1.791759469228055,1.0986122886681098,
0,0,0,0,0.0,0.0,
0,0,0,0,0.0,0.0,
2,6,3,11,-0.8472978603872037,-1.0986122886681098,
1,8,5,15,-1.5040773967762742,-0.9808292530117262,
0,3,0,5,-1.3862943611198906,-1.791759469228055,
3,4,5,8,-0.2231435513142097,-0.40546510810816444,
1,1,1,0,0.0,0.6931471805599453,
0,1,1,2,-0.6931471805599453,-0.40546510810816444,
0,11,0,17,-2.4849066497880004,-2.890371757896165,
0,4,0,13,-1.6094379124341003,-2.639057329615259,
3,3,0,4,0.0,-1.6094379124341003,
1,1,0,1,0.0,-0.6931471805599453,
1,1,3,4,0.0,-0.2231435513142097,
0,7,6,13,-2.0794415416798357,-0.6931471805599453,
6,2,10,6,0.8472978603872037,0.4519851237430572,
2,1,0,7,0.4054651081081644,-2.0794415416798357,
0,2,2,6,-1.0986122886681098,-0.8472978603872037,
0,1,2,0,-0.6931471805599453,1.0986122886681098,
3,0,4,4,1.3862943611198906,0.0,
0,3,2,4,-1.3862943611198906,-0.5108256237659907,
0,0,0,0,0.0,0.0,
0,2,0,4,-1.0986122886681098,-1.6094379124341003,
0,3,0,5,-1.3862943611198906,-1.791759469228055,
0,5,1,5,-1.791759469228055,-1.0986122886681098,
5,0,8,0,1.791759469228055,2.1972245773362196,
0,6,0,7,-1.9459101490553135,-2.0794415416798357,
1,1,1,0,0.0,0.6931471805599453,
3,3,3,5,0.0,-0.40546510810816444,
0,0,3,3,0.0,0.0,
3,1,3,5,0.6931471805599453,-0.40546510810816444,
1,1,2,1,0.0,0.4054651081081644,
3,1,6,5,0.6931471805599453,0.15415067982725836,
0,0,0,1,0.0,-0.6931471805599453,
0,7,0,11,-2.0794415416798357,-2.4849066497880004,
0,3,2,9,-1.3862943611198906,-1.2039728043259361,
1,4,1,2,-0.916290731874155,-0.40546510810816444,
0,4,0,4,-1.6094379124341003,-1.6094379124341003,
0,1,1,0,-0.6931471805599453,0.6931471805599453,
