I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
12,6,27,5,0.6190392084062235,1.540445040947149,
6,1,20,2,1.252762968495368,1.9459101490553132,
7,11,3,32,-0.40546510810816444,-2.1102132003465894,
10,14,14,19,-0.3101549283038396,-0.2876820724517809,
17,5,21,9,1.0986122886681098,0.7884573603642703,
15,12,28,14,0.20763936477824455,0.659245628884264,
0,8,1,11,-2.1972245773362196,-1.791759469228055,
8,7,23,17,0.11778303565638346,0.28768207245178085,
19,7,40,13,0.9162907318741551,1.074514737089049,
17,1,25,7,2.1972245773362196,1.1786549963416462,
5,10,21,33,-0.6061358035703156,-0.4353180712578455,
10,1,11,3,1.7047480922384253,1.0986122886681098,
8,12,9,24,-0.3677247801253174,-0.916290731874155,
15,26,16,42,-0.5232481437645479,-0.9279867716373464,
26,3,44,16,1.9095425048844386,0.9734491457141037,
3,24,4,28,-1.8325814637483102,-1.7578579175523736,
14,7,47,9,0.6286086594223741,1.5686159179138452,
3,3,11,1,0.0,1.791759469228055,
3,1,3,0,0.6931471805599453,1.3862943611198906,
16,22,42,22,-0.3022808718729337,0.6257058997644128,
28,0,52,6,3.367295829986474,2.0243817644968085,
9,4,16,2,0.6931471805599453,1.7346010553881064,
7,5,15,3,0.28768207245178085,1.3862943611198906,
4,15,13,15,-1.1631508098056809,-0.13353139262452263,
1,11,2,10,-1.791759469228055,-1.2992829841302609,
24,0,24,4,3.2188758248682006,1.6094379124341003,
5,10,17,14,-0.6061358035703156,0.1823215567939546,
15,8,39,11,0.5753641449035618,1.2039728043259361,
1,3,0,15,-0.6931471805599453,-2.772588722239781,
4,4,16,7,0.0,0.7537718023763802,
0,10,0,6,-2.3978952727983707,-1.9459101490553135,
3,11,2,25,-1.0986122886681098,-2.159484249353372,
12,12,19,23,0.0,-0.1823215567939546,
21,7,27,9,1.0116009116784799,1.0296194171811581,
21,1,34,8,2.3978952727983707,1.3581234841531944,
0,4,1,3,-1.6094379124341003,-0.6931471805599453,
11,11,19,28,0.0,-0.37156355643248296,
6,8,21,2,-0.25131442828090605,1.992430164690206,
11,1,18,5,1.791759469228055,1.1526795099383853,
14,18,16,29,-0.2363887780642304,-0.5679840376059393,
8,18,7,33,-0.7472144018302211,-1.4469189829363254,
4,11,13,24,-0.8754687373538999,-0.579818495252942,
6,22,2,48,-1.1895840668738362,-2.793208009442517,
3,6,6,13,-0.5596157879354228,-0.6931471805599453,
26,2,33,8,2.1972245773362196,1.329135947279942,
13,8,13,7,0.44183275227903923,0.5596157879354227,
16,0,34,1,2.833213344056216,2.8622008809294686,
13,7,30,13,0.5596157879354227,0.7949298748698876,
1,7,1,13,-1.3862943611198906,-1.9459101490553135,
14,14,19,18,0.0,0.05129329438755048,
7,4,11,4,0.47000362924573563,0.8754687373538999,
8,0,8,1,2.1972245773362196,1.5040773967762742,
11,1,34,4,1.791759469228055,1.9459101490553132,
10,5,33,1,0.6061358035703155,2.833213344056216,
9,1,18,9,1.6094379124341003,0.6418538861723947,
5,10,7,8,-0.6061358035703156,-0.11778303565638351,
8,5,13,13,0.4054651081081644,0.0,
9,6,13,2,0.3566749439387324,1.540445040947149,
2,8,9,10,-1.0986122886681098,-0.0953101798043249,
1,20,2,33,-2.3513752571634776,-2.4277482359480516,
9,15,34,20,-0.4700036292457356,0.5108256237659907,
17,15,31,23,0.11778303565638346,0.28768207245178085,
7,7,19,14,0.0,0.28768207245178085,
10,19,16,23,-0.5978370007556204,-0.3448404862917295,
5,34,5,36,-1.7635885922613588,-1.8191584434161694,
3,8,12,21,-0.8109302162163288,-0.5260930958967791,
13,3,21,1,1.252762968495368,2.3978952727983707,
6,20,21,38,-1.0986122886681098,-0.5725191927713306,
8,8,2,17,0.0,-1.791759469228055,
1,7,6,15,-1.3862943611198906,-0.8266785731844679,
6,22,5,40,-1.1895840668738362,-1.9218125974762528,
9,16,21,16,-0.5306282510621704,0.25782910930209985,
6,5,13,4,0.15415067982725836,1.0296194171811581,
6,3,20,3,0.5596157879354227,1.6582280766035324,
14,10,19,22,0.31015492830383945,-0.13976194237515874,
0,26,2,20,-3.295836866004329,-1.9459101490553135,
3,6,7,14,-0.5596157879354228,-0.6286086594223742,
17,2,33,5,1.791759469228055,1.7346010553881064,
0,8,1,28,-2.1972245773362196,-2.6741486494265287,
5,6,14,12,-0.15415067982725836,0.14310084364067324,
4,4,6,4,0.0,0.3364722366212129,
15,2,20,12,1.6739764335716716,0.4795730802618863,
8,1,6,3,1.5040773967762742,0.5596157879354227,
13,0,28,2,2.6390573296152584,2.268683541318364,
0,14,1,29,-2.70805020110221,-2.70805020110221,
20,15,21,17,0.27193371548364176,0.20067069546215124,
7,7,18,9,0.0,0.6418538861723947,
5,8,8,16,-0.40546510810816444,-0.6359887667199967,
1,1,11,1,0.0,1.791759469228055,
2,1,1,2,0.4054651081081644,-0.40546510810816444,
0,23,2,35,-3.1780538303479458,-2.4849066497880004,
3,0,6,6,1.3862943611198906,0.0,
13,3,23,7,1.252762968495368,1.0986122886681098,
11,2,14,2,1.3862943611198906,1.6094379124341003,
3,19,3,20,-1.6094379124341003,-1.6582280766035324,
1,7,3,12,-1.3862943611198906,-1.1786549963416462,
6,6,10,8,0.0,0.20067069546215124,
4,1,16,1,0.9162907318741551,2.1400661634962708,
4,23,5,61,-1.5686159179138452,-2.3353749158170367,
18,37,25,54,-0.6931471805599453,-0.7492366472109889,
1,2,1,3,-0.40546510810816444,-0.6931471805599453,
14,5,29,6,0.9162907318741551,1.455287232606842,
0,6,4,6,-1.9459101490553135,-0.3364722366212129,
3,1,7,6,0.6931471805599453,0.13353139262452257,
2,9,2,12,-1.2039728043259361,-1.466337068793427,
7,14,16,22,-0.6286086594223742,-0.3022808718729337,
20,11,27,25,0.5596157879354227,0.07410797215372183,
4,2,2,4,0.5108256237659907,-0.5108256237659907,
2,5,11,6,-0.6931471805599453,0.5389965007326869,
0,17,1,33,-2.890371757896165,-2.833213344056216,
6,9,12,15,-0.35667494393873245,-0.2076393647782445,
4,13,14,12,-1.0296194171811581,0.14310084364067324,
12,14,18,17,-0.1431008436406733,0.05406722127027579,
17,3,35,12,1.5040773967762742,1.0185695809945732,
0,4,0,3,-1.6094379124341003,-1.3862943611198906,
4,3,1,7,0.22314355131420976,-1.3862943611198906,
5,2,3,7,0.6931471805599453,-0.6931471805599453,
10,21,14,15,-0.6931471805599453,-0.06453852113757118,
8,27,3,34,-1.1349799328389845,-2.169053700369523,
2,14,12,25,-1.6094379124341003,-0.6931471805599453,
6,16,3,22,-0.8873031950009028,-1.749199854809259,
2,4,8,1,-0.5108256237659907,1.5040773967762742,
9,18,5,36,-0.6418538861723948,-1.8191584434161694,
