I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
7,82,17,115,-2.339399066116762,-1.8632184332102,
6,107,4,166,-2.7362210780689065,-3.508555899982655,
2,60,9,88,-3.012261575505202,-2.186051276738094,
19,46,38,69,-0.8544153281560676,-0.5849335959197125,
8,78,12,117,-2.172223275130802,-2.205735267004128,
5,81,16,174,-2.6149597780361984,-2.331572629867298,
3,87,5,183,-3.0910424533583156,-3.4231762883809305,
8,81,16,145,-2.209494669928034,-2.1503932776521206,
7,38,6,58,-1.5841201044498106,-2.1316272948504063,
1,50,6,75,-3.2386784521643803,-2.384823191231018,
7,43,12,69,-1.7047480922384253,-1.6835458845878222,
9,93,21,151,-2.2407096892759584,-1.9328380674879604,
2,44,6,74,-2.70805020110221,-2.371577964480997,
5,87,23,131,-2.6855773452501515,-1.7047480922384253,
6,73,13,114,-2.3581549441488563,-2.1058747987479913,
12,75,17,127,-1.7657839828247943,-1.9616585060234524,
1,27,7,56,-2.639057329615259,-1.9636097261547143,
6,31,10,52,-1.5198257537444133,-1.5723966407537513,
7,57,26,68,-1.9810014688665833,-0.9382696385929302,
0,31,4,71,-3.4657359027997265,-2.667228206581955,
7,110,12,186,-2.630088659632498,-2.66615925939305,
10,55,25,64,-1.6274564179367788,-0.916290731874155,
7,30,18,73,-1.3545456628053103,-1.3596261140377293,
4,70,12,99,-2.653241964607215,-2.0402208285265546,
7,59,16,129,-2.0149030205422647,-2.0343211063993665,
8,40,14,49,-1.5163474893680884,-1.2039728043259361,
4,20,16,30,-1.4350845252893227,-0.6007738604289302,
7,48,24,93,-1.8123787564307907,-1.3244189574018033,
5,77,11,143,-2.5649493574615367,-2.4849066497880004,
4,92,12,167,-2.9231615807191553,-2.559014621941722,
9,22,14,47,-0.832909122935104,-1.1631508098056809,
1,11,3,53,-1.791759469228055,-2.6026896854443837,
1,32,4,52,-2.803360380906535,-2.3608540011180215,
13,95,24,129,-1.9252908618525775,-1.6486586255873816,
12,60,13,104,-1.5459245067117746,-2.0149030205422647,
2,93,4,171,-3.4446824936018943,-3.5380565643793527,
5,67,21,153,-2.4277482359480516,-1.9459101490553135,
0,62,5,145,-4.143134726391533,-3.1918471524802814,
2,32,2,65,-2.3978952727983707,-3.0910424533583156,
5,20,31,36,-1.252762968495368,-0.14518200984449783,
6,58,3,180,-2.1316272948504063,-3.8122026701459353,
6,25,9,49,-1.3121863889661687,-1.6094379124341003,
3,67,7,119,-2.833213344056216,-2.70805020110221,
11,90,27,154,-2.02595285672885,-1.7112206067440427,
13,44,22,63,-1.1676051601550612,-1.0233888674305223,
12,26,38,40,-0.7308875085427924,-0.05001042057466142,
14,40,26,92,-1.0055218656020977,-1.2367626271489267,
0,11,2,6,-2.4849066497880004,-0.8472978603872037,
5,28,14,56,-1.575536360758419,-1.3350010667323402,
4,19,22,32,-1.3862943611198906,-0.3610133455373305,
8,25,19,45,-1.0608719606852628,-0.832909122935104,
9,37,10,59,-1.3350010667323402,-1.6964492894237302,
5,22,6,54,-1.3437347467010947,-2.0614230361771577,
4,98,17,189,-2.9856819377004897,-2.356652314264321,
4,33,10,75,-1.916922612182061,-1.9328380674879604,
6,39,12,87,-1.742969305058623,-1.9123874570166697,
7,70,23,132,-2.1832383353614793,-1.7122952978738082,
11,29,24,39,-0.916290731874155,-0.4700036292457356,
10,23,19,67,-0.7801585575495751,-1.2237754316221157,
8,82,13,157,-2.2216160304603787,-2.423537703411708,
7,65,11,124,-2.1102132003465894,-2.3434070875143007,
11,35,14,65,-1.0986122886681098,-1.4816045409242156,
14,46,33,69,-1.1420974006078484,-0.7221347174331976,
4,62,16,100,-2.5336968139574325,-1.7819071727850433,
7,94,20,174,-2.474435349920705,-2.120263536200091,
9,57,21,67,-1.7578579175523736,-1.128465251817791,
10,42,34,72,-1.363304842895192,-0.7351113796589775,
6,77,16,122,-2.4107986776342782,-1.9789710113162013,
6,48,11,90,-1.9459101490553135,-2.02595285672885,
8,52,17,80,-1.7730673362159024,-1.5040773967762742,
4,99,9,169,-2.995732273553991,-2.833213344056216,
11,83,26,151,-1.9459101490553135,-1.7280436548419473,
5,43,12,72,-1.9924301646902063,-1.7255100836868544,
30,77,52,141,-0.9227216222044455,-0.9855351440491389,
7,56,13,118,-1.9636097261547143,-2.1400661634962708,
2,94,2,169,-3.455264602932431,-4.037186148382152,
6,109,11,189,-2.754570216737103,-2.762117422372486,
3,19,5,25,-1.6094379124341003,-1.466337068793427,
22,16,39,42,0.3022808718729337,-0.07232066157962613,
4,66,17,123,-2.5952547069568657,-1.929909807708872,
11,9,22,14,0.1823215567939546,0.42744401482693967,
11,41,30,91,-1.252762968495368,-1.087801372563894,
10,34,21,69,-1.157452788691043,-1.157452788691043,
18,48,18,91,-0.9473813189441862,-1.5773495978825998,
7,59,11,72,-2.0149030205422647,-1.8055527913603908,
10,61,16,68,-1.729239112246721,-1.4008931605410433,
8,39,9,59,-1.491654876777717,-1.791759469228055,
12,12,14,20,0.0,-0.3364722366212129,
11,64,31,106,-1.6894806201076367,-1.2070929316621797,
