I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
4,11,3,21,-0.8754687373538999,-1.7047480922384253,
1,8,0,11,-1.5040773967762742,-2.4849066497880004,
2,13,1,32,-1.540445040947149,-2.803360380906535,
4,22,4,23,-1.5260563034950494,-1.5686159179138452,
1,6,6,11,-1.252762968495368,-0.5389965007326869,
4,14,7,24,-1.0986122886681098,-1.1394342831883648,
3,20,3,20,-1.6582280766035324,-1.6582280766035324,
1,29,7,25,-2.70805020110221,-1.1786549963416462,
2,10,0,26,-1.2992829841302609,-3.295836866004329,
0,7,6,32,-2.0794415416798357,-1.550597412411167,
3,13,2,34,-1.252762968495368,-2.456735772821304,
5,15,6,18,-0.9808292530117262,-0.9985288301111273,
5,1,8,3,1.0986122886681098,0.8109302162163288,
2,13,2,22,-1.540445040947149,-2.03688192726104,
3,13,1,20,-1.252762968495368,-2.3513752571634776,
2,14,1,20,-1.6094379124341003,-2.3513752571634776,
3,10,5,29,-1.0116009116784799,-1.6094379124341003,
2,21,2,18,-1.9924301646902063,-1.845826690498331,
4,14,5,27,-1.0986122886681098,-1.540445040947149,
4,9,7,24,-0.6931471805599453,-1.1394342831883648,
2,18,6,15,-1.845826690498331,-0.8266785731844679,
2,10,4,19,-1.2992829841302609,-1.3862943611198906,
0,20,2,31,-3.044522437723423,-2.367123614131617,
2,9,1,21,-1.2039728043259361,-2.3978952727983707,
3,14,6,21,-1.3217558399823195,-1.1451323043030026,
0,7,4,13,-2.0794415416798357,-1.0296194171811581,
4,6,7,21,-0.3364722366212129,-1.0116009116784799,
2,14,1,30,-1.6094379124341003,-2.740840023925201,
1,12,5,12,-1.8718021769015913,-0.7731898882334817,
2,15,4,21,-1.6739764335716716,-1.4816045409242156,
2,10,4,15,-1.2992829841302609,-1.1631508098056809,
5,3,4,10,0.4054651081081644,-0.7884573603642702,
7,24,3,29,-1.1394342831883648,-2.0149030205422647,
4,31,5,57,-1.8562979903656263,-2.268683541318364,
1,8,2,12,-1.5040773967762742,-1.466337068793427,
6,12,8,16,-0.6190392084062235,-0.6359887667199967,
4,8,2,20,-0.587786664902119,-1.9459101490553135,
2,12,2,13,-1.466337068793427,-1.540445040947149,
2,22,9,21,-2.03688192726104,-0.7884573603642702,
0,32,2,53,-3.4965075614664802,-2.890371757896165,
4,8,7,12,-0.587786664902119,-0.48550781578170077,
1,15,3,30,-2.0794415416798357,-2.0476928433652555,
1,8,2,26,-1.5040773967762742,-2.1972245773362196,
6,8,5,17,-0.25131442828090605,-1.0986122886681098,
3,6,10,16,-0.5596157879354228,-0.4353180712578455,
1,9,7,29,-1.6094379124341003,-1.3217558399823195,
1,3,1,9,-0.6931471805599453,-1.6094379124341003,
1,21,2,46,-2.3978952727983707,-2.751535313041949,
3,13,9,25,-1.252762968495368,-0.9555114450274363,
1,15,4,28,-2.0794415416798357,-1.7578579175523736,
2,8,2,11,-1.0986122886681098,-1.3862943611198906,
3,14,2,23,-1.3217558399823195,-2.0794415416798357,
0,15,5,34,-2.772588722239781,-1.7635885922613588,
2,23,3,32,-2.0794415416798357,-2.1102132003465894,
4,16,5,17,-1.2237754316221157,-1.0986122886681098,
2,16,1,29,-1.7346010553881064,-2.70805020110221,
1,16,3,20,-2.1400661634962708,-1.6582280766035324,
5,8,12,29,-0.40546510810816444,-0.8362480242006186,
2,7,6,7,-0.9808292530117262,-0.13353139262452263,
2,21,8,48,-1.9924301646902063,-1.6945957207744071,
4,5,3,22,-0.1823215567939546,-1.749199854809259,
2,29,5,32,-2.3025850929940455,-1.7047480922384253,
2,12,5,21,-1.466337068793427,-1.2992829841302609,
3,19,11,28,-1.6094379124341003,-0.8823891801984737,
2,7,2,17,-0.9808292530117262,-1.791759469228055,
5,11,4,23,-0.6931471805599453,-1.5686159179138452,
1,5,4,16,-1.0986122886681098,-1.2237754316221157,
5,9,7,20,-0.5108256237659907,-0.9650808960435872,
0,3,5,5,-1.3862943611198906,0.0,
3,17,2,31,-1.5040773967762742,-2.367123614131617,
10,10,11,23,0.0,-0.6931471805599453,
4,13,6,28,-1.0296194171811581,-1.4213856809311607,
2,4,3,14,-0.5108256237659907,-1.3217558399823195,
2,19,7,32,-1.8971199848858813,-1.4170660197866443,
0,9,4,13,-2.3025850929940455,-1.0296194171811581,
4,8,4,13,-0.587786664902119,-1.0296194171811581,
3,7,1,16,-0.6931471805599453,-2.1400661634962708,
4,5,8,17,-0.1823215567939546,-0.6931471805599453,
2,7,4,22,-0.9808292530117262,-1.5260563034950494,
2,3,4,15,-0.2876820724517809,-1.1631508098056809,
1,24,2,28,-2.5257286443082556,-2.268683541318364,
1,9,4,17,-1.6094379124341003,-1.2809338454620642,
2,9,5,22,-1.2039728043259361,-1.3437347467010947,
2,14,4,25,-1.6094379124341003,-1.6486586255873816,
1,15,1,31,-2.0794415416798357,-2.772588722239781,
4,4,6,1,0.0,1.252762968495368,
3,10,5,21,-1.0116009116784799,-1.2992829841302609,
1,12,0,15,-1.8718021769015913,-2.772588722239781,
4,22,6,31,-1.5260563034950494,-1.5198257537444133,
2,15,6,19,-1.6739764335716716,-1.0498221244986778,
7,26,6,36,-1.2163953243244932,-1.6650077635889111,
3,8,6,22,-0.8109302162163288,-1.1895840668738362,
3,3,11,9,0.0,0.1823215567939546,
5,29,1,50,-1.6094379124341003,-3.2386784521643803,
2,5,6,11,-0.6931471805599453,-0.5389965007326869,
3,18,4,43,-1.55814461804655,-2.174751721484161,
3,9,6,12,-0.916290731874155,-0.6190392084062235,
0,24,2,33,-3.2188758248682006,-2.4277482359480516,
3,7,11,18,-0.6931471805599453,-0.4595323293784402,
3,23,9,32,-1.791759469228055,-1.1939224684724346,
2,16,5,33,-1.7346010553881064,-1.7346010553881064,
2,9,9,7,-1.2039728043259361,0.22314355131420976,
1,21,3,41,-2.3978952727983707,-2.3513752571634776,
3,14,3,27,-1.3217558399823195,-1.9459101490553135,
2,26,0,50,-2.1972245773362196,-3.9318256327243257,
1,9,1,10,-1.6094379124341003,-1.7047480922384253,
2,24,2,36,-2.120263536200091,-2.512305623976115,
1,15,4,20,-2.0794415416798357,-1.4350845252893227,
4,13,8,25,-1.0296194171811581,-1.0608719606852628,
5,14,7,19,-0.916290731874155,-0.916290731874155,
0,4,3,13,-1.6094379124341003,-1.252762968495368,
1,15,2,22,-2.0794415416798357,-2.03688192726104,
2,21,9,28,-1.9924301646902063,-1.0647107369924282,
3,10,5,11,-1.0116009116784799,-0.6931471805599453,
4,5,5,19,-0.1823215567939546,-1.2039728043259361,
6,7,2,14,-0.13353139262452263,-1.6094379124341003,
0,15,2,28,-2.772588722239781,-2.268683541318364,
4,21,4,21,-1.4816045409242156,-1.4816045409242156,
2,11,1,23,-1.3862943611198906,-2.4849066497880004,
4,10,3,30,-0.7884573603642702,-2.0476928433652555,
1,10,2,22,-1.7047480922384253,-2.03688192726104,
7,6,5,10,0.13353139262452257,-0.6061358035703156,
3,6,3,23,-0.5596157879354228,-1.791759469228055,
1,18,6,23,-2.2512917986064953,-1.2321436812926323,
4,6,6,13,-0.3364722366212129,-0.6931471805599453,
5,12,4,28,-0.7731898882334817,-1.7578579175523736,
2,11,5,20,-1.3862943611198906,-1.252762968495368,
3,29,3,41,-2.0149030205422647,-2.3513752571634776,
2,20,8,42,-1.9459101490553135,-1.563975538357343,
1,21,4,31,-2.3978952727983707,-1.8562979903656263,
1,13,1,44,-1.9459101490553135,-3.1135153092103742,
4,15,4,43,-1.1631508098056809,-2.174751721484161,
0,5,1,7,-1.791759469228055,-1.3862943611198906,
1,14,1,20,-2.0149030205422647,-2.3513752571634776,
4,4,5,6,0.0,-0.15415067982725836,
1,21,5,26,-2.3978952727983707,-1.5040773967762742,
3,3,2,6,0.0,-0.8472978603872037,
1,19,0,28,-2.3025850929940455,-3.367295829986474,
