I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
46,50,108,94,-0.08167803101426724,0.13747099062860288,
27,44,40,60,-0.4744579795951158,-0.3973017974690035,
38,65,70,117,-0.5260930958967791,-0.5080047474243494,
46,14,80,35,1.1420974006078486,0.8109302162163288,
52,41,73,67,0.2326222952687535,0.08455738802806297,
44,32,56,43,0.31015492830383945,0.25886163391628897,
45,48,84,85,-0.06317890162153156,-0.011696039763191298,
28,37,49,77,-0.2702903297399117,-0.44468582126144557,
45,22,86,54,0.6931471805599453,0.4585749334221128,
27,48,48,63,-0.5596157879354228,-0.26706278524904525,
36,84,67,144,-0.831733343846092,-0.7572260372444677,
39,67,76,106,-0.5306282510621704,-0.3290234126082224,
35,34,39,48,0.028170876966696224,-0.2029408439966903,
44,40,91,57,0.09309042306601203,0.461345566502621,
29,51,65,76,-0.5500463369192721,-0.15415067982725836,
42,39,93,61,0.07232066157962608,0.4161603972249123,
54,42,70,67,0.24613306953890854,0.04317217186520878,
63,48,89,82,0.26706278524904514,0.08096906253366709,
37,40,55,64,-0.07598590697792199,-0.14903557916048782,
33,17,42,33,0.6359887667199967,0.234839591077401,
54,27,75,42,0.6751286750572669,0.5695332245927687,
46,39,57,65,0.16126814759612232,-0.12921173148000623,
31,47,57,69,-0.40546510810816444,-0.1880522315029396,
30,28,47,53,0.06669137449867214,-0.11778303565638351,
30,31,46,85,-0.0317486983145803,-0.6041996945434492,
23,40,78,54,-0.5355182363563622,0.36211466723455055,
32,37,40,52,-0.14107859825990549,-0.25671984684781396,
39,39,41,40,0.0,0.024097551579060524,
64,16,109,23,1.341173925839421,1.5224265354444706,
69,16,118,27,1.4152818979931427,1.4469189829363254,
33,17,65,51,0.6359887667199967,0.23841102344499815,
49,41,80,64,0.17435338714477774,0.22006188477680166,
34,40,44,64,-0.15822400521489416,-0.3677247801253174,
32,55,55,77,-0.528844129268669,-0.3313571359544425,
35,28,82,55,0.216223108469636,0.39348891706144873,
48,28,82,33,0.5245244681241527,0.8924800831804366,
26,58,45,90,-0.7817005779013904,-0.6822181100277551,
26,46,51,55,-0.5543107357057294,-0.07410797215372185,
68,42,102,76,0.47290638890369696,0.29092356637595185,
38,34,75,57,0.10821358464023279,0.2702903297399117,
47,29,69,55,0.47000362924573563,0.22314355131420976,
65,36,90,48,0.5787368293822011,0.6190392084062235,
42,50,49,93,-0.17062551703076334,-0.6312717768418579,
33,25,58,58,0.26826398659467937,0.0,
42,63,82,100,-0.39768296766610944,-0.19627990904466158,
68,73,83,121,-0.06995858860691034,-0.37320424588994294,
25,31,31,69,-0.2076393647782445,-0.7827593392496325,
39,45,59,61,-0.13976194237515874,-0.03278982282299084,
21,4,46,20,1.4816045409242156,0.8056251639866356,
63,45,103,77,0.3302416868705768,0.28768207245178085,
50,41,75,80,0.1941560144409574,-0.06371581438610774,
47,74,97,118,-0.4462871026284195,-0.1941560144409575,
37,27,89,51,0.3053816495511819,0.5485659517488377,
29,17,59,47,0.5108256237659907,0.22314355131420976,
32,43,61,88,-0.2876820724517809,-0.36150198468704825,
21,21,48,29,0.0,0.4906229164484712,
25,85,77,97,-1.1962507582320256,-0.2282586519809802,
38,40,75,62,-0.05001042057466142,0.18759861389479834,
32,44,51,49,-0.3101549283038396,0.03922071315328133,
28,20,46,58,0.322773392263051,-0.22738984219566089,
29,30,51,52,-0.03278982282299084,-0.019048194970694474,
23,20,41,36,0.13353139262452257,0.1267517056391438,
40,47,84,87,-0.15762894420358317,-0.034685557987889984,
62,54,113,58,0.13580154115906182,0.658661004488776,
47,52,93,65,-0.09909090264423089,0.3536400402435784,
28,49,49,81,-0.5447271754416722,-0.49469624183610705,
37,44,46,76,-0.169076330043934,-0.4936578201436253,
44,17,74,45,0.9162907318741551,0.4888467170472154,
57,18,83,34,1.1160040313799788,0.8754687373538999,
32,28,36,32,0.12921173148000625,0.11441035117774412,
51,18,84,40,1.0068047394149868,0.7290791897860087,
33,40,71,73,-0.18721154208814647,-0.027398974188114388,
43,47,52,80,-0.08701137698962981,-0.4241572411203169,
27,43,53,76,-0.45198512374305727,-0.35482137528940944,
30,38,49,74,-0.22957444164450025,-0.40546510810816444,
41,35,70,69,0.15415067982725836,0.014184634991956381,
27,29,49,56,-0.06899287148695143,-0.13102826240640414,
44,20,71,20,0.7621400520468967,1.2321436812926323,
53,53,96,69,0.0,0.3262157364540238,
42,48,103,65,-0.13062018241706422,0.4547361571149471,
63,31,112,68,0.6931471805599453,0.49328131411508114,
29,55,33,85,-0.6241543090729939,-0.9279867716373464,
44,26,70,51,0.5108256237659907,0.3114361584598881,
35,46,42,88,-0.2666286632539486,-0.7274362540385774,
40,27,78,41,0.3813675565291038,0.6317782341836532,
79,62,121,106,0.23889190828234888,0.1311922102713503,
