I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
16,3,22,6,1.4469189829363254,1.1895840668738364,
9,2,14,4,1.2039728043259361,1.0986122886681098,
12,25,13,24,-0.6931471805599453,-0.579818495252942,
17,2,22,6,1.791759469228055,1.1895840668738364,
14,46,16,69,-1.1420974006078484,-1.415281897993143,
1,7,5,10,-1.3862943611198906,-0.6061358035703156,
10,4,13,2,0.7884573603642703,1.540445040947149,
1,2,1,3,-0.40546510810816444,-0.6931471805599453,
13,13,16,37,0.0,-0.8043728156701697,
1,0,1,1,0.6931471805599453,0.0,
6,10,17,14,-0.45198512374305727,0.1823215567939546,
1,15,0,20,-2.0794415416798357,-3.044522437723423,
6,0,16,1,1.9459101490553132,2.1400661634962708,
4,33,2,70,-1.916922612182061,-3.164067588373206,
6,4,11,9,0.3364722366212129,0.1823215567939546,
6,2,17,6,0.8472978603872037,0.9444616088408515,
1,5,2,4,-1.0986122886681098,-0.5108256237659907,
0,14,0,21,-2.70805020110221,-3.0910424533583156,
2,3,0,2,-0.2876820724517809,-1.0986122886681098,
4,1,7,2,0.9162907318741551,0.9808292530117262,
4,2,5,4,0.5108256237659907,0.1823215567939546,
11,11,23,11,0.0,0.6931471805599453,
1,12,0,7,-1.8718021769015913,-2.0794415416798357,
12,1,13,0,1.8718021769015913,2.6390573296152584,
10,7,16,11,0.3184537311185346,0.3483066942682158,
0,36,1,51,-3.6109179126442243,-3.258096538021482,
3,7,3,9,-0.6931471805599453,-0.916290731874155,
3,0,5,0,1.3862943611198906,1.791759469228055,
17,3,19,4,1.5040773967762742,1.3862943611198906,
20,7,21,11,0.965080896043587,0.6061358035703155,
0,1,1,0,-0.6931471805599453,0.6931471805599453,
0,10,1,13,-2.3978952727983707,-1.9459101490553135,
1,0,2,1,0.6931471805599453,0.4054651081081644,
0,6,3,10,-1.9459101490553135,-1.0116009116784799,
4,2,5,2,0.5108256237659907,0.6931471805599453,
3,4,3,2,-0.2231435513142097,0.28768207245178085,
17,5,26,5,1.0986122886681098,1.5040773967762742,
16,5,17,11,1.0414538748281612,0.4054651081081644,
3,0,2,1,1.3862943611198906,0.4054651081081644,
17,0,45,6,2.8903717578961645,1.8827312474337816,
7,49,6,65,-1.8325814637483102,-2.243744592971112,
10,2,10,2,1.2992829841302609,1.2992829841302609,
10,1,17,4,1.7047480922384253,1.2809338454620642,
0,3,0,3,-1.3862943611198906,-1.3862943611198906,
13,34,17,50,-0.916290731874155,-1.041453874828161,
3,11,1,23,-1.0986122886681098,-2.4849066497880004,
10,2,8,4,1.2992829841302609,0.5877866649021191,
3,27,10,32,-1.9459101490553135,-1.0986122886681098,
8,1,16,1,1.5040773967762742,2.1400661634962708,
18,12,26,12,0.3794896217049037,0.7308875085427924,
2,7,3,8,-0.9808292530117262,-0.8109302162163288,
15,6,32,9,0.8266785731844679,1.1939224684724346,
0,16,1,34,-2.833213344056216,-2.8622008809294686,
32,16,35,17,0.6632942174102642,0.6931471805599453,
33,20,52,31,0.4818380868927384,0.5045560107523953,
16,1,29,10,2.1400661634962708,1.0033021088637848,
6,12,10,22,-0.6190392084062235,-0.7375989431307791,
7,3,13,4,0.6931471805599453,1.0296194171811581,
4,0,8,4,1.6094379124341003,0.5877866649021191,
0,0,0,0,0.0,0.0,
1,0,4,0,0.6931471805599453,1.6094379124341003,
3,40,8,57,-2.327277705584417,-1.8632184332102,
6,26,5,50,-1.349926716949016,-2.1400661634962708,
0,10,2,29,-2.3978952727983707,-2.3025850929940455,
25,7,30,19,1.1786549963416462,0.4382549309311553,
2,28,2,29,-2.268683541318364,-2.3025850929940455,
5,0,4,0,1.791759469228055,1.6094379124341003,
17,2,15,3,1.791759469228055,1.3862943611198906,
5,9,8,17,-0.5108256237659907,-0.6931471805599453,
1,21,0,15,-2.3978952727983707,-2.772588722239781,
3,3,5,1,0.0,1.0986122886681098,
14,6,19,16,0.7621400520468967,0.16251892949777494,
28,1,38,0,2.6741486494265287,3.6635616461296463,
3,5,2,12,-0.40546510810816444,-1.466337068793427,
12,16,10,37,-0.2682639865946794,-1.2396908869280152,
15,3,12,8,1.3862943611198906,0.36772478012531734,
0,5,1,13,-1.791759469228055,-1.9459101490553135,
18,10,25,26,0.5465437063680699,-0.037740327982847086,
3,18,11,22,-1.55814461804655,-0.6505875661411494,
7,0,4,2,2.0794415416798357,0.5108256237659907,
3,1,2,2,0.6931471805599453,0.0,
0,1,1,0,-0.6931471805599453,0.6931471805599453,
6,7,2,14,-0.13353139262452263,-1.6094379124341003,
0,4,1,10,-1.6094379124341003,-1.7047480922384253,
