I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
1,9,5,17,-1.6094379124341003,-1.0986122886681098,
0,42,0,44,-3.7612001156935624,-3.8066624897703196,
0,28,0,39,-3.367295829986474,-3.6888794541139363,
3,14,6,41,-1.3217558399823195,-1.791759469228055,
7,4,9,7,0.47000362924573563,0.22314355131420976,
5,7,4,12,-0.2876820724517809,-0.9555114450274363,
4,13,7,38,-1.0296194171811581,-1.5841201044498106,
4,13,2,24,-1.0296194171811581,-2.120263536200091,
2,23,6,40,-2.0794415416798357,-1.7676619176489945,
5,13,3,28,-0.8472978603872037,-1.9810014688665833,
4,40,4,48,-2.1041341542702074,-2.2823823856765264,
1,6,5,9,-1.252762968495368,-0.5108256237659907,
3,4,1,15,-0.2231435513142097,-2.0794415416798357,
2,12,5,30,-1.466337068793427,-1.6422277352570913,
6,34,12,51,-1.6094379124341003,-1.3862943611198906,
4,13,3,24,-1.0296194171811581,-1.8325814637483102,
1,26,2,41,-2.6026896854443837,-2.639057329615259,
2,8,0,9,-1.0986122886681098,-2.3025850929940455,
4,10,6,28,-0.7884573603642702,-1.4213856809311607,
3,11,9,22,-1.0986122886681098,-0.832909122935104,
9,33,14,49,-1.2237754316221157,-1.2039728043259361,
5,11,5,13,-0.6931471805599453,-0.8472978603872037,
6,19,11,32,-1.0498221244986778,-1.0116009116784799,
6,11,16,20,-0.5389965007326869,-0.2113090936672069,
3,23,6,37,-1.791759469228055,-1.6916760106710724,
1,9,2,13,-1.6094379124341003,-1.540445040947149,
0,7,5,17,-2.0794415416798357,-1.0986122886681098,
1,13,4,19,-1.9459101490553135,-1.3862943611198906,
4,9,9,15,-0.6931471805599453,-0.4700036292457356,
0,10,1,27,-2.3978952727983707,-2.639057329615259,
1,23,9,33,-2.4849066497880004,-1.2237754316221157,
1,11,3,29,-1.791759469228055,-2.0149030205422647,
2,36,3,59,-2.512305623976115,-2.70805020110221,
6,0,16,11,1.9459101490553132,0.3483066942682158,
0,23,1,31,-3.1780538303479458,-2.772588722239781,
4,22,4,27,-1.5260563034950494,-1.7227665977411035,
2,31,4,38,-2.367123614131617,-2.0541237336955462,
2,10,1,26,-1.2992829841302609,-2.6026896854443837,
1,6,5,20,-1.252762968495368,-1.252762968495368,
5,14,8,28,-0.916290731874155,-1.1700712526502546,
7,9,9,24,-0.2231435513142097,-0.916290731874155,
