"","x"
"1",-1.09861228866811
"2",0
"3",-0.980829253011726
"4",0
"5",-3.17805383034795
"6",0
"7",-0.980829253011726
"8",-0.693147180559945
"9",-1.38629436111989
"10",-1.79175946922805
"11",-1.38629436111989
"12",-1.38629436111989
"13",-2.89037175789616
"14",-1.79175946922805
"15",-0.693147180559945
"16",0.693147180559945
"17",-2.484906649788
"18",0
"19",-2.19722457733622
"20",-1.25276296849537
"21",-1.94591014905531
"22",-1.94591014905531
"23",-3.68887945411394
"24",-3.2188758248682
"25",-3.2188758248682
"26",-1.6094379124341
"27",-3.40119738166216
"28",-1.6094379124341
"29",-0.287682072451781
"30",-2.89037175789616
"31",0.693147180559945
"32",1.09861228866811
"33",-2.94443897916644
"34",0
"35",-0.693147180559945
"36",-1.6094379124341
"37",-0.693147180559945
"38",-3.3322045101752
"39",-1.09861228866811
"40",-3.2188758248682
"41",-2.89037175789616
"42",-2.89037175789616
"43",-3.04452243772342
"44",-1.79175946922805
"45",-3.13549421592915
"46",0
"47",0
"48",0
"49",0.693147180559945
"50",-0.693147180559945
"51",-2.77258872223978
"52",-3.43398720448515
"53",-0.693147180559945
"54",-2.94443897916644
"55",-2.67414864942653
"56",-2.56494935746154
"57",-3.80666248977032
"58",-2.07944154167984
"59",-2.70805020110221
"60",-0.693147180559945
"61",-3.87120101090789
"62",-2.07944154167984
"63",-2.56494935746154
"64",-3.40119738166216
"65",-3.2188758248682
"66",-3.04452243772342
"67",-1.50407739677627
"68",-0.693147180559945
"69",-2.99573227355399
"70",-2.484906649788
"71",-2.94443897916644
"72",-2.07944154167984
"73",-0.693147180559945
"74",0
"75",0
"76",-2.94443897916644
"77",-1.09861228866811
"78",-1.79175946922805
"79",-2.07944154167984
"80",-2.30258509299405
"81",-3.46573590279973
"82",-3.11351530921037
"83",-0.405465108108164
"84",-1.09861228866811
"85",-1.6094379124341
"86",-2.56494935746154
"87",-1.09861228866811
"88",0
"89",-3.43398720448515
"90",-1.09861228866811
"91",-1.87180217690159
"92",-2.63905732961526
"93",-1.6094379124341
"94",-1.38629436111989
"95",-1.94591014905531
"96",-2.07944154167984
"97",-1.09861228866811
"98",1.09861228866811
"99",-2.89037175789616
"100",-2.77258872223978
"101",0
"102",0
"103",-1.38629436111989
"104",-1.94591014905531
"105",-1.79175946922805
"106",-2.484906649788
"107",-0.693147180559945
"108",-1.79175946922805
"109",-3.3322045101752
"110",-3.17805383034795
"111",-2.63905732961526
"112",-3.04452243772342
"113",-2.83321334405622
"114",-3.25809653802148
"115",-2.2512917986065
"116",-1.79175946922805
"117",-1.79175946922805
"118",-1.6094379124341
"119",-0.693147180559945
"120",-1.94591014905531
"121",-1.6094379124341
"122",-3.55534806148941
"123",-1.79175946922805
"124",-2.484906649788
"125",-1.94591014905531
"126",0
"127",-2.01490302054226
"128",-1.94591014905531
"129",-2.77258872223978
"130",-2.39789527279837
"131",-1.38629436111989
"132",-2.89037175789616
"133",-2.83321334405622
"134",-2.39789527279837
"135",-3.76120011569356
"136",-2.30258509299405
"137",-0.693147180559945
"138",-1.6094379124341
"139",-0.693147180559945
"140",-1.79175946922805
"141",-2.484906649788
"142",-2.39789527279837
"143",-2.99573227355399
"144",-0.693147180559945
"145",-3.13549421592915
"146",-3.71357206670431
"147",-2.19722457733622
"148",-0.693147180559945
"149",-1.6094379124341
"150",-2.01490302054226
"151",-2.4423470353692
"152",-1.79175946922805
"153",-2.39789527279837
"154",0
"155",-1.79175946922805
"156",-0.405465108108164
"157",-2.30258509299405
"158",-3.09104245335832
"159",-2.484906649788
"160",-0.693147180559945
"161",-1.94591014905531
"162",-2.77258872223978
"163",-2.70805020110221
"164",-2.56494935746154
"165",-1.83258146374831
"166",0
"167",-3.13549421592915
"168",-2.01490302054226
"169",-2.07944154167984
"170",-1.09861228866811
"171",-2.70805020110221
"172",-3.29583686600433
"173",-3.17805383034795
