I_t,I_c,R_t,R_c,log_ratios_infect,log_ratios_recover,
8,46,9,58,-1.6529230243738393,-1.7749523509116738,
6,13,6,31,-0.6931471805599453,-1.5198257537444133,
3,19,4,42,-1.6094379124341003,-2.151762203259462,
10,46,9,64,-1.452252328911688,-1.8718021769015913,
6,29,10,52,-1.455287232606842,-1.5723966407537513,
1,19,0,38,-2.3025850929940455,-3.6635616461296463,
1,13,4,21,-1.9459101490553135,-1.4816045409242156,
4,27,6,46,-1.7227665977411035,-1.9042374526547454,
2,20,3,36,-1.9459101490553135,-2.2246235515243336,
4,16,10,31,-1.2237754316221157,-1.067840630001356,
6,14,10,33,-0.7621400520468967,-1.128465251817791,
6,22,20,53,-1.1895840668738362,-0.9444616088408514,
7,21,3,37,-1.0116009116784799,-2.2512917986064953,
2,24,4,39,-2.120263536200091,-2.0794415416798357,
2,30,6,31,-2.3353749158170367,-1.5198257537444133,
9,8,12,20,0.10536051565782635,-0.4795730802618862,
6,27,6,37,-1.3862943611198906,-1.6916760106710724,
3,18,5,44,-1.55814461804655,-2.0149030205422647,
6,26,11,42,-1.349926716949016,-1.276293465905562,
3,20,11,33,-1.6582280766035324,-1.041453874828161,
3,21,1,30,-1.7047480922384253,-2.740840023925201,
3,20,3,50,-1.6582280766035324,-2.5455312716044354,
6,23,9,48,-1.2321436812926323,-1.589235205116581,
4,16,10,17,-1.2237754316221157,-0.49247648509779407,
3,20,5,45,-1.6582280766035324,-2.03688192726104,
2,36,8,39,-2.512305623976115,-1.491654876777717,
5,16,13,34,-1.041453874828161,-0.916290731874155,
2,25,6,38,-2.159484249353372,-1.717651497074333,
4,28,5,35,-1.7578579175523736,-1.791759469228055,
1,19,7,28,-2.3025850929940455,-1.2878542883066382,
12,15,13,22,-0.2076393647782445,-0.496436886313891,
3,22,11,40,-1.749199854809259,-1.2286654169163076,
6,16,9,21,-0.8873031950009028,-0.7884573603642702,
4,12,7,29,-0.9555114450274363,-1.3217558399823195,
5,30,4,42,-1.6422277352570913,-2.151762203259462,
6,15,13,46,-0.8266785731844679,-1.2110902720948,
3,21,2,49,-1.7047480922384253,-2.8134107167600364,
8,25,2,44,-1.0608719606852628,-2.70805020110221,
1,20,3,22,-2.3513752571634776,-1.749199854809259,
5,24,8,45,-1.4271163556401458,-1.6314168191528755,
4,27,8,54,-1.7227665977411035,-1.8101086078962516,
7,9,5,11,-0.2231435513142097,-0.6931471805599453,
7,12,4,28,-0.48550781578170077,-1.7578579175523736,
3,21,6,48,-1.7047480922384253,-1.9459101490553135,
3,18,5,32,-1.55814461804655,-1.7047480922384253,
8,20,6,55,-0.8472978603872037,-2.0794415416798357,
8,38,11,59,-1.466337068793427,-1.6094379124341003,
6,12,5,23,-0.6190392084062235,-1.3862943611198906,
2,18,6,26,-1.845826690498331,-1.349926716949016,
6,22,10,37,-1.1895840668738362,-1.2396908869280152,
4,24,1,33,-1.6094379124341003,-2.833213344056216,
3,22,7,40,-1.749199854809259,-1.6341305250244718,
5,11,9,34,-0.6931471805599453,-1.252762968495368,
1,34,12,41,-2.8622008809294686,-1.1727202608218315,
4,16,7,58,-1.2237754316221157,-1.9980959022258835,
4,12,7,33,-0.9555114450274363,-1.4469189829363254,
5,12,12,11,-0.7731898882334817,0.08004270767353636,
5,27,14,39,-1.540445040947149,-0.9808292530117262,
7,21,7,27,-1.0116009116784799,-1.252762968495368,
7,22,9,45,-1.0560526742493137,-1.5260563034950494,
2,18,8,49,-1.845826690498331,-1.7147984280919266,
6,29,15,43,-1.455287232606842,-1.0116009116784799,
7,17,12,28,-0.8109302162163288,-0.8023464725249373,
3,27,7,34,-1.9459101490553135,-1.4759065198095778,
2,22,1,34,-2.03688192726104,-2.8622008809294686,
7,20,9,36,-0.9650808960435872,-1.3083328196501787,
2,30,5,25,-2.3353749158170367,-1.466337068793427,
11,20,8,18,-0.5596157879354228,-0.7472144018302211,
1,24,9,38,-2.5257286443082556,-1.3609765531356008,
4,9,7,18,-0.6931471805599453,-0.8649974374866046,
4,16,9,36,-1.2237754316221157,-1.3083328196501787,
8,10,7,21,-0.2006706954621511,-1.0116009116784799,
5,22,8,31,-1.3437347467010947,-1.2685113254635072,
2,16,8,16,-1.7346010553881064,-0.6359887667199967,
6,32,7,49,-1.550597412411167,-1.8325814637483102,
6,17,14,27,-0.9444616088408514,-0.6241543090729939,
8,15,5,40,-0.5753641449035618,-1.9218125974762528,
2,22,6,38,-2.03688192726104,-1.717651497074333,
3,13,7,35,-1.252762968495368,-1.5040773967762742,
2,22,7,19,-2.03688192726104,-0.916290731874155,
5,13,3,25,-0.8472978603872037,-1.8718021769015913,
1,27,2,31,-2.639057329615259,-2.367123614131617,
5,19,7,29,-1.2039728043259361,-1.3217558399823195,
1,50,8,58,-3.2386784521643803,-1.8803128665695,
2,3,4,10,-0.2876820724517809,-0.7884573603642702,
4,13,6,26,-1.0296194171811581,-1.349926716949016,
1,12,6,15,-1.8718021769015913,-0.8266785731844679,
2,18,10,52,-1.845826690498331,-1.5723966407537513,
4,23,15,63,-1.5686159179138452,-1.3862943611198906,
3,16,6,35,-1.4469189829363254,-1.6376087894007967,
3,14,1,21,-1.3217558399823195,-2.3978952727983707,
